Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03
12,GTD,Frankie Montecalvo,4,1:22.866,1900-01-01 00:06:39.503000,Green,Track,11.734000000000002,30.054000000000002,41.078
1,GTD,Madison Snow,4,1:22.933,1900-01-01 00:06:40.943000,Green,Track,11.702,30.35,40.881
23,GTD,Roman De Angelis,4,1:23.258,1900-01-01 00:06:41.608000,Green,Track,11.578,30.349,41.331
39,GTD,Richard Heistand,4,1:23.164,1900-01-01 00:06:42.129000,Green,Track,11.793,30.243000000000002,41.128
76,GTD,Jeff Kingsley,4,1:23.374,1900-01-01 00:06:42.851000,Green,Track,11.790999999999999,30.338,41.245
9,GTD,Zacharie Robichon,4,1:23.446,1900-01-01 00:06:43.173000,Green,Track,11.981,30.239,41.226000000000006
66,GTD,Till Bechtolsheimer,4,1:23.548,1900-01-01 00:06:44.937000,Green,Track,11.827,30.273000000000003,41.448
16,GTD,Ryan Hardwick,4,1:23.562,1900-01-01 00:06:45.621000,Green,Track,11.828,30.131999999999998,41.602
88,GTD,Rob Ferriol,4,1:23.761,1900-01-01 00:06:46.310000,Green,Track,11.853,30.115,41.793
44,GTD,John Potter,4,1:23.567,1900-01-01 00:06:46.474000,Green,Track,11.783,30.285999999999998,41.498000000000005
55,DPi,Harry Tincknell,5,1:13.303,1900-01-01 00:06:48.549000,Green,Track,9.953,26.820999999999998,36.529
10,DPi,Filipe Albuquerque,5,1:13.201,1900-01-01 00:06:50.638000,Green,Track,9.872,26.875999999999998,36.453
31,DPi,Pipo Derani,5,1:13.487,1900-01-01 00:06:51.835000,Green,Track,9.943,26.976,36.568000000000005
60,DPi,Dane Cameron,5,1:12.608,1900-01-01 00:06:52.295000,Green,Track,9.927999999999999,26.723000000000003,35.957
5,DPi,Tristan Vautier,5,1:13.388,1900-01-01 00:06:53.922000,Green,Track,10.192,26.923000000000002,36.273
1,DPi,Kevin Magnussen,5,1:25.084,1900-01-01 00:07:12.187000,Green,Track,21.31,27.44,36.334
74,LMP3,Gar Robinson,5,1:20.369,1900-01-01 00:07:25.357000,Green,Track,11.134,29.705,39.53
36,LMP3,Jarett Andretti,5,1:20.130,1900-01-01 00:07:25.741000,Green,Track,11.3,29.531999999999996,39.298
54,LMP3,Jonathan Bennett,5,1:20.628,1900-01-01 00:07:27.154000,Green,Track,11.137,29.84,39.650999999999996
38,LMP3,Dan Goldburg,5,1:20.294,1900-01-01 00:07:28.760000,Green,Track,11.610999999999999,29.456,39.227
33,LMP3,Lance Willsey,5,1:22.287,1900-01-01 00:07:30.656000,Green,Track,12.002,30.186999999999998,40.098
91,LMP3,Jim Cox,5,1:21.884,1900-01-01 00:07:34.504000,Green,Track,11.376,29.59,40.918
14,GTD,Aaron Telitz,5,1:22.092,1900-01-01 00:07:57.906000,Green,Track,11.574000000000002,29.903000000000002,40.615
96,GTD,Robby Foley,5,1:22.263,1900-01-01 00:07:59.529000,Green,Track,11.613,29.82,40.83
28,GTD,Daniel Morad,5,1:22.694,1900-01-01 00:08:01.700000,Green,Track,11.695,29.928,41.071000000000005
12,GTD,Frankie Montecalvo,5,1:22.551,1900-01-01 00:08:02.054000,Green,Track,11.618,29.943,40.99
1,GTD,Madison Snow,5,1:22.670,1900-01-01 00:08:03.613000,Green,Track,11.712,30.243000000000002,40.715
23,GTD,Roman De Angelis,5,1:22.943,1900-01-01 00:08:04.551000,Green,Track,11.512,30.186,41.245
55,DPi,Harry Tincknell,6,1:16.001,1900-01-01 00:08:04.550000,Green,Track,9.972000000000001,27.263,38.766
39,GTD,Richard Heistand,5,1:23.226,1900-01-01 00:08:05.355000,Green,Track,11.796,30.129,41.301
76,GTD,Jeff Kingsley,5,1:23.075,1900-01-01 00:08:05.926000,Green,Track,11.75,30.113000000000003,41.211999999999996
9,GTD,Zacharie Robichon,5,1:23.599,1900-01-01 00:08:06.772000,Green,Track,11.839,30.073,41.687
10,DPi,Filipe Albuquerque,6,1:16.165,1900-01-01 00:08:06.803000,Green,Track,9.88,27.384,38.900999999999996
31,DPi,Pipo Derani,6,1:17.811,1900-01-01 00:08:09.646000,Green,Track,9.97,27.349,40.492
66,GTD,Till Bechtolsheimer,5,1:24.666,1900-01-01 00:08:09.603000,Green,Track,11.847000000000001,30.395,42.424
60,DPi,Dane Cameron,6,1:17.549,1900-01-01 00:08:09.844000,Green,Track,10.097000000000001,27.101999999999997,40.35
5,DPi,Tristan Vautier,6,1:16.457,1900-01-01 00:08:10.379000,Green,Track,9.996,26.808000000000003,39.653
16,GTD,Ryan Hardwick,5,1:24.825,1900-01-01 00:08:10.446000,Green,Track,11.757,30.19,42.878
88,GTD,Rob Ferriol,5,1:24.690,1900-01-01 00:08:11.000000,Green,Track,11.822000000000001,30.548000000000002,42.32
44,GTD,John Potter,5,1:25.019,1900-01-01 00:08:11.493000,Green,Track,11.948,30.495,42.576
1,DPi,Kevin Magnussen,6,1:12.962,1900-01-01 00:08:25.149000,Green,Track,9.953,26.76,36.249
74,LMP3,Gar Robinson,6,1:20.426,1900-01-01 00:08:45.783000,Green,Track,11.1,29.671999999999997,39.654
36,LMP3,Jarett Andretti,6,1:20.534,1900-01-01 00:08:46.275000,Green,Track,11.299000000000001,29.518,39.717
54,LMP3,Jonathan Bennett,6,1:20.328,1900-01-01 00:08:47.482000,Green,Track,10.974,29.741,39.613
38,LMP3,Dan Goldburg,6,1:19.270,1900-01-01 00:08:48.030000,Green,Track,10.984000000000002,29.179000000000002,39.107
33,LMP3,Lance Willsey,6,1:20.850,1900-01-01 00:08:51.506000,Green,Track,11.005,29.921,39.924
91,LMP3,Jim Cox,6,1:21.484,1900-01-01 00:08:55.988000,Green,Track,11.454,29.551,40.479
14,GTD,Aaron Telitz,6,1:21.821,1900-01-01 00:09:19.727000,Green,Track,11.501,29.76,40.56
55,DPi,Harry Tincknell,7,1:15.176,1900-01-01 00:09:19.726000,Green,Track,10.456,27.078000000000003,37.641999999999996
96,GTD,Robby Foley,6,1:21.955,1900-01-01 00:09:21.484000,Green,Track,11.489,29.656999999999996,40.809
10,DPi,Filipe Albuquerque,7,1:16.882,1900-01-01 00:09:23.685000,Green,Track,10.644,27.254,38.984
28,GTD,Daniel Morad,6,1:23.138,1900-01-01 00:09:24.838000,Green,Track,11.724,30.016,41.398
12,GTD,Frankie Montecalvo,6,1:23.138,1900-01-01 00:09:25.192000,Green,Track,11.692,30.014,41.431999999999995
31,DPi,Pipo Derani,7,1:15.929,1900-01-01 00:09:25.575000,Green,Track,10.162,27.271,38.496
60,DPi,Dane Cameron,7,1:16.093,1900-01-01 00:09:25.937000,Green,Track,10.408,27.639,38.046
1,GTD,Madison Snow,6,1:23.231,1900-01-01 00:09:26.844000,Green,Track,11.619000000000002,30.014,41.598
5,DPi,Tristan Vautier,7,1:17.117,1900-01-01 00:09:27.496000,Green,Track,10.982999999999999,27.351,38.783
23,GTD,Roman De Angelis,6,1:22.911,1900-01-01 00:09:27.462000,Green,Track,11.595999999999998,29.894000000000002,41.42100000000001
39,GTD,Richard Heistand,6,1:23.387,1900-01-01 00:09:28.742000,Green,Track,11.763,30.651999999999997,40.972
76,GTD,Jeff Kingsley,6,1:23.972,1900-01-01 00:09:29.898000,Green,Track,11.732999999999999,30.459,41.78
9,GTD,Zacharie Robichon,6,1:23.435,1900-01-01 00:09:30.207000,Green,Track,11.722999999999999,29.945,41.766999999999996
66,GTD,Till Bechtolsheimer,6,1:23.441,1900-01-01 00:09:33.044000,Green,Track,11.98,30.384,41.077
16,GTD,Ryan Hardwick,6,1:23.273,1900-01-01 00:09:33.719000,Green,Track,11.785,30.134,41.354
88,GTD,Rob Ferriol,6,1:24.753,1900-01-01 00:09:35.753000,Green,Track,11.944,30.359,42.45
44,GTD,John Potter,6,1:24.476,1900-01-01 00:09:35.969000,Green,Track,11.822000000000001,30.236,42.418
1,DPi,Kevin Magnussen,7,1:12.758,1900-01-01 00:09:37.907000,Green,Track,9.868,26.819000000000003,36.071
74,LMP3,Gar Robinson,7,1:19.887,1900-01-01 00:10:05.670000,Green,Track,10.993,29.521,39.373000000000005
36,LMP3,Jarett Andretti,7,1:19.982,1900-01-01 00:10:06.257000,Green,Track,11.26,29.489,39.233000000000004
54,LMP3,Jonathan Bennett,7,1:20.320,1900-01-01 00:10:07.802000,Green,Track,11.13,29.732,39.458
38,LMP3,Dan Goldburg,7,1:20.202,1900-01-01 00:10:08.232000,Green,Track,11.092,29.551,39.559
33,LMP3,Lance Willsey,7,1:20.774,1900-01-01 00:10:12.280000,Green,Track,10.977,29.980999999999998,39.816
91,LMP3,Jim Cox,7,1:21.742,1900-01-01 00:10:17.730000,Green,Track,11.482999999999999,29.951999999999998,40.306999999999995
55,DPi,Harry Tincknell,8,1:12.641,1900-01-01 00:10:32.367000,Green,Track,9.851,26.729,36.061
10,DPi,Filipe Albuquerque,8,1:14.028,1900-01-01 00:10:37.713000,Green,Track,9.913,27.471999999999998,36.643
31,DPi,Pipo Derani,8,1:15.270,1900-01-01 00:10:40.845000,Green,Track,10.684000000000001,27.274,37.312
60,DPi,Dane Cameron,8,1:15.524,1900-01-01 00:10:41.461000,Green,Track,10.879000000000001,27.269000000000002,37.376
5,DPi,Tristan Vautier,8,1:15.370,1900-01-01 00:10:42.866000,Green,Track,10.985999999999999,27.127,37.257
14,GTD,Aaron Telitz,7,1:23.103,1900-01-01 00:10:42.830000,Green,Track,11.630999999999998,30.144000000000002,41.328
96,GTD,Robby Foley,7,1:23.048,1900-01-01 00:10:44.532000,Green,Track,11.562999999999999,30.264,41.221000000000004
28,GTD,Daniel Morad,7,1:23.009,1900-01-01 00:10:47.847000,Green,Track,11.724,30.147,41.138000000000005
12,GTD,Frankie Montecalvo,7,1:22.933,1900-01-01 00:10:48.125000,Green,Track,11.875,30.006999999999998,41.051
1,GTD,Madison Snow,7,1:22.825,1900-01-01 00:10:49.669000,Green,Track,11.811,30.194000000000003,40.82
23,GTD,Roman De Angelis,7,1:22.664,1900-01-01 00:10:50.126000,Green,Track,11.698,29.919,41.047
39,GTD,Richard Heistand,7,1:22.406,1900-01-01 00:10:51.148000,Green,Track,11.754000000000001,29.994,40.658
1,DPi,Kevin Magnussen,8,1:14.984,1900-01-01 00:10:52.891000,Green,Track,9.996,27.487,37.501
76,GTD,Jeff Kingsley,7,1:23.010,1900-01-01 00:10:52.908000,Green,Track,11.7,30.135,41.175
9,GTD,Zacharie Robichon,7,1:23.534,1900-01-01 00:10:53.741000,Green,Track,11.818,30.133000000000003,41.583
66,GTD,Till Bechtolsheimer,7,1:23.228,1900-01-01 00:10:56.272000,Green,Track,11.702,30.338,41.188
16,GTD,Ryan Hardwick,7,1:23.136,1900-01-01 00:10:56.855000,Green,Track,11.734000000000002,30.284000000000002,41.118
88,GTD,Rob Ferriol,7,1:24.051,1900-01-01 00:10:59.804000,Green,Track,11.763,30.642,41.646
44,GTD,John Potter,7,1:24.229,1900-01-01 00:11:00.198000,Green,Track,11.899000000000001,30.44,41.89
74,LMP3,Gar Robinson,8,1:19.888,1900-01-01 00:11:25.558000,Green,Track,11.017999999999999,29.566999999999997,39.303000000000004
36,LMP3,Jarett Andretti,8,1:19.903,1900-01-01 00:11:26.160000,Green,Track,11.085,29.531,39.287
54,LMP3,Jonathan Bennett,8,1:19.931,1900-01-01 00:11:27.733000,Green,Track,10.974,29.601999999999997,39.355
38,LMP3,Dan Goldburg,8,1:19.756,1900-01-01 00:11:27.988000,Green,Track,11.132,29.476999999999997,39.147
33,LMP3,Lance Willsey,8,1:20.648,1900-01-01 00:11:32.928000,Green,Track,10.95,29.848000000000003,39.85
91,LMP3,Jim Cox,8,1:20.862,1900-01-01 00:11:38.592000,Green,Track,11.142999999999999,29.793000000000003,39.926
55,DPi,Harry Tincknell,9,1:12.932,1900-01-01 00:11:45.299000,Green,Track,9.824,26.967,36.141
10,DPi,Filipe Albuquerque,9,1:13.020,1900-01-01 00:11:50.733000,Green,Track,9.827,26.916999999999998,36.275999999999996
31,DPi,Pipo Derani,9,1:12.973,1900-01-01 00:11:53.818000,Green,Track,9.925,26.791,36.257
60,DPi,Dane Cameron,9,1:12.847,1900-01-01 00:11:54.308000,Green,Track,9.878,26.886,36.083
5,DPi,Tristan Vautier,9,1:12.961,1900-01-01 00:11:55.827000,Green,Track,10.068,26.750999999999998,36.141999999999996
14,GTD,Aaron Telitz,8,1:21.863,1900-01-01 00:12:04.693000,Green,Track,11.595,29.825,40.443000000000005
96,GTD,Robby Foley,8,1:21.713,1900-01-01 00:12:06.245000,Green,Track,11.53,29.666,40.516999999999996
1,DPi,Kevin Magnussen,9,1:15.104,1900-01-01 00:12:07.995000,Green,Track,10.105,27.195999999999998,37.803000000000004
28,GTD,Daniel Morad,8,1:22.307,1900-01-01 00:12:10.154000,Green,Track,11.674000000000001,29.838,40.795
12,GTD,Frankie Montecalvo,8,1:23.231,1900-01-01 00:12:11.356000,Green,Track,11.724,29.909000000000002,41.598
1,GTD,Madison Snow,8,1:22.513,1900-01-01 00:12:12.182000,Green,Track,11.57,30.135,40.808
23,GTD,Roman De Angelis,8,1:22.542,1900-01-01 00:12:12.668000,Green,Track,11.498,30.003,41.041000000000004
39,GTD,Richard Heistand,8,1:22.407,1900-01-01 00:12:13.555000,Green,Track,11.652000000000001,30.127,40.628
76,GTD,Jeff Kingsley,8,1:22.731,1900-01-01 00:12:15.639000,Green,Track,11.772,30.078000000000003,40.881
9,GTD,Zacharie Robichon,8,1:22.329,1900-01-01 00:12:16.070000,Green,Track,11.620999999999999,29.936,40.772
66,GTD,Till Bechtolsheimer,8,1:22.621,1900-01-01 00:12:18.893000,Green,Track,11.705,30.075,40.841
16,GTD,Ryan Hardwick,8,1:22.716,1900-01-01 00:12:19.571000,Green,Track,11.637,30.087,40.992
88,GTD,Rob Ferriol,8,1:23.407,1900-01-01 00:12:23.211000,Green,Track,11.713,30.268,41.426
44,GTD,John Potter,8,1:23.294,1900-01-01 00:12:23.492000,Green,Track,11.72,30.143,41.431000000000004
74,LMP3,Gar Robinson,9,1:19.849,1900-01-01 00:12:45.407000,Green,Track,11.029000000000002,29.590999999999998,39.229
36,LMP3,Jarett Andretti,9,1:19.850,1900-01-01 00:12:46.010000,Green,Track,11.092,29.378,39.38
54,LMP3,Jonathan Bennett,9,1:19.687,1900-01-01 00:12:47.420000,Green,Track,10.97,29.476999999999997,39.24
38,LMP3,Dan Goldburg,9,1:19.723,1900-01-01 00:12:47.711000,Green,Track,11.126,29.353,39.244
33,LMP3,Lance Willsey,9,1:20.536,1900-01-01 00:12:53.464000,Green,Track,11.019,29.951999999999998,39.565
55,DPi,Harry Tincknell,10,1:13.607,1900-01-01 00:12:58.906000,Green,Track,9.901,26.904,36.802
91,LMP3,Jim Cox,9,1:21.581,1900-01-01 00:13:00.173000,Green,Track,11.215,29.565,40.801
10,DPi,Filipe Albuquerque,10,1:12.795,1900-01-01 00:13:03.528000,Green,Track,9.812000000000001,26.829,36.154
31,DPi,Pipo Derani,10,1:12.912,1900-01-01 00:13:06.730000,Green,Track,9.828,26.712,36.372
60,DPi,Dane Cameron,10,1:12.960,1900-01-01 00:13:07.268000,Green,Track,10.051,26.858,36.051
5,DPi,Tristan Vautier,10,1:12.986,1900-01-01 00:13:08.813000,Green,Track,10.007,26.717,36.262
1,DPi,Kevin Magnussen,10,1:12.775,1900-01-01 00:13:20.770000,Green,Track,10.001,26.976999999999997,35.797
14,GTD,Aaron Telitz,9,1:21.733,1900-01-01 00:13:26.426000,Green,Track,11.546,29.837,40.35
96,GTD,Robby Foley,9,1:22.159,1900-01-01 00:13:28.404000,Green,Track,11.606,29.91,40.643
28,GTD,Daniel Morad,9,1:22.350,1900-01-01 00:13:32.504000,Green,Track,11.65,29.913,40.787
12,GTD,Frankie Montecalvo,9,1:22.074,1900-01-01 00:13:33.430000,Green,Track,11.627,29.813000000000002,40.634
1,GTD,Madison Snow,9,1:22.582,1900-01-01 00:13:34.764000,Green,Track,11.630999999999998,30.309,40.641999999999996
23,GTD,Roman De Angelis,9,1:22.546,1900-01-01 00:13:35.214000,Green,Track,11.493,30.093000000000004,40.96
39,GTD,Richard Heistand,9,1:22.419,1900-01-01 00:13:35.974000,Green,Track,11.684000000000001,29.909000000000002,40.826
76,GTD,Jeff Kingsley,9,1:22.649,1900-01-01 00:13:38.288000,Green,Track,11.658,30.204,40.787
9,GTD,Zacharie Robichon,9,1:22.736,1900-01-01 00:13:38.806000,Green,Track,11.761,30.113000000000003,40.861999999999995
66,GTD,Till Bechtolsheimer,9,1:22.530,1900-01-01 00:13:41.423000,Green,Track,11.684000000000001,30.156999999999996,40.689
16,GTD,Ryan Hardwick,9,1:22.817,1900-01-01 00:13:42.388000,Green,Track,11.662,30.29,40.865
88,GTD,Rob Ferriol,9,1:23.075,1900-01-01 00:13:46.286000,Green,Track,11.747,30.241,41.086999999999996
44,GTD,John Potter,9,1:23.208,1900-01-01 00:13:46.700000,Green,Track,11.860999999999999,30.166999999999998,41.18
