"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"55","DPi","Harry Tincknell","1","1:53.480","1:53.480","Green","Track","27.654","47.747","38.077"
"10","DPi","Filipe Albuquerque","1","1:54.489","1:54.489","Green","Track","27.771","47.830","38.679"
"31","DPi","Pipo Derani","1","1:54.735","1:54.735","Green","Track","27.553","47.665","38.778"
"01","DPi","Kevin Magnussen","1","1:55.406","1:55.406","Green","Track","27.349","47.909","39.035"
"60","DPi","Dane Cameron","1","1:55.710","1:55.710","Green","Track","25.781","47.456","39.069"
"5","DPi","Tristan Vautier","1","1:56.155","1:56.155","Green","Track","26.357","47.516","39.600"
"74","LMP3","Gar Robinson","1","2:00.377","2:00.377","Green","Track","25.212","48.650","41.942"
"36","LMP3","Jarett Andretti","1","2:00.687","2:00.687","Green","Track","24.235","48.173","41.944"
"54","LMP3","Jonathan Bennett","1","2:01.333","2:01.333","Green","Track","24.701","48.450","42.582"
"33","LMP3","Lance Willsey","1","2:01.878","2:01.878","Green","Track","21.972","48.196","42.696"
"38","LMP3","Dan Goldburg","1","2:02.150","2:02.150","Green","Track","21.679","47.886","42.556"
"91","LMP3","Jim Cox","1","2:03.413","2:03.413","Green","Track","22.150","48.637","43.160"
"14","GTD","Aaron Telitz","1","2:27.297","2:27.297","Green","Track","28.644","51.661","41.780"
"96","GTD","Robby Foley","1","2:28.142","2:28.142","Green","Track","28.037","51.847","42.304"
"28","GTD","Daniel Morad","1","2:28.914","2:28.914","Green","Track","28.272","51.318","42.783"
"12","GTD","Frankie Montecalvo","1","2:29.143","2:29.143","Green","Track","27.643","51.154","43.055"
"1","GTD","Madison Snow","1","2:29.691","2:29.691","Green","Track","27.971","50.863","43.244"
"23","GTD","Roman De Angelis","1","2:29.991","2:29.991","Green","Track","26.945","50.872","43.320"
"39","GTD","Richard Heistand","1","2:30.429","2:30.429","Green","Track","24.812","50.271","43.503"
"76","GTD","Jeff Kingsley","1","2:30.863","2:30.863","Green","Track","26.415","51.126","43.683"
"66","GTD","Till Bechtolsheimer","1","2:31.579","2:31.579","Green","Track","24.283","50.795","44.080"
"9","GTD","Zacharie Robichon","1","2:31.780","2:31.780","Green","Track","22.630","49.853","43.542"
"16","GTD","Ryan Hardwick","1","2:32.365","2:32.365","Green","Track","23.872","50.481","44.624"
"88","GTD","Rob Ferriol","1","2:33.231","2:33.231","Green","Track","23.189","50.713","45.161"
"44","GTD","John Potter","1","2:33.422","2:33.422","Green","Track","23.101","50.308","45.195"
"55","DPi","Harry Tincknell","2","1:14.501","3:07.981","Green","Track","10.172","27.441","36.888"
"10","DPi","Filipe Albuquerque","2","1:15.123","3:09.612","Green","Track","10.267","27.411","37.445"
"31","DPi","Pipo Derani","2","1:15.440","3:10.175","Green","Track","10.340","27.548","37.552"
"01","DPi","Kevin Magnussen","2","1:15.372","3:10.778","Green","Track","10.345","27.408","37.619"
"60","DPi","Dane Cameron","2","1:15.251","3:10.961","Green","Track","10.307","27.667","37.277"
"5","DPi","Tristan Vautier","2","1:15.563","3:11.718","Green","Track","10.435","27.522","37.606"
"74","LMP3","Gar Robinson","2","1:22.417","3:22.794","Green","Track","11.462","30.176","40.779"
"36","LMP3","Jarett Andretti","2","1:22.590","3:23.277","Green","Track","11.706","29.958","40.926"
"54","LMP3","Jonathan Bennett","2","1:22.418","3:23.751","Green","Track","11.468","30.357","40.593"
"33","LMP3","Lance Willsey","2","1:22.880","3:24.758","Green","Track","11.390","30.380","41.110"
"38","LMP3","Dan Goldburg","2","1:23.004","3:25.154","Green","Track","11.618","30.289","41.097"
"91","LMP3","Jim Cox","2","1:24.089","3:27.502","Green","Track","11.535","30.869","41.685"
"14","GTD","Aaron Telitz","2","1:23.455","3:50.752","Green","Track","11.806","30.457","41.192"
"96","GTD","Robby Foley","2","1:23.748","3:51.890","Green","Track","11.766","30.539","41.443"
"28","GTD","Daniel Morad","2","1:23.955","3:52.869","Green","Track","12.022","30.317","41.616"
"12","GTD","Frankie Montecalvo","2","1:24.027","3:53.170","Green","Track","12.083","30.215","41.729"
"1","GTD","Madison Snow","2","1:24.487","3:54.178","Green","Track","11.951","30.795","41.741"
"23","GTD","Roman De Angelis","2","1:24.655","3:54.646","Green","Track","11.956","30.720","41.979"
"39","GTD","Richard Heistand","2","1:24.896","3:55.325","Green","Track","12.099","30.521","42.276"
"76","GTD","Jeff Kingsley","2","1:24.714","3:55.577","Green","Track","12.131","30.563","42.020"
"9","GTD","Zacharie Robichon","2","1:24.030","3:55.810","Green","Track","12.199","30.358","41.473"
"66","GTD","Till Bechtolsheimer","2","1:25.615","3:57.194","Green","Track","12.535","30.847","42.233"
"16","GTD","Ryan Hardwick","2","1:25.363","3:57.728","Green","Track","12.142","30.900","42.321"
"88","GTD","Rob Ferriol","2","1:24.998","3:58.229","Green","Track","12.158","30.569","42.271"
"44","GTD","John Potter","2","1:25.149","3:58.571","Green","Track","12.259","30.885","42.005"
"55","DPi","Harry Tincknell","3","1:13.961","4:21.942","Green","Track","9.998","27.255","36.708"
"10","DPi","Filipe Albuquerque","3","1:14.282","4:23.894","Green","Track","10.075","27.166","37.041"
"31","DPi","Pipo Derani","3","1:14.303","4:24.478","Green","Track","10.061","27.241","37.001"
"01","DPi","Kevin Magnussen","3","1:14.499","4:25.277","Green","Track","10.213","27.285","37.001"
"60","DPi","Dane Cameron","3","1:14.605","4:25.566","Green","Track","10.253","27.467","36.885"
"5","DPi","Tristan Vautier","3","1:14.607","4:26.325","Green","Track","10.246","27.146","37.215"
"74","LMP3","Gar Robinson","3","1:21.504","4:44.298","Green","Track","11.403","29.945","40.156"
"36","LMP3","Jarett Andretti","3","1:21.615","4:44.892","Green","Track","11.425","29.768","40.422"
"54","LMP3","Jonathan Bennett","3","1:21.886","4:45.637","Green","Track","11.335","30.241","40.310"
"33","LMP3","Lance Willsey","3","1:21.959","4:46.717","Green","Track","11.166","30.226","40.567"
"38","LMP3","Dan Goldburg","3","1:21.760","4:46.914","Green","Track","11.253","30.017","40.490"
"91","LMP3","Jim Cox","3","1:22.638","4:50.140","Green","Track","11.433","30.275","40.930"
"14","GTD","Aaron Telitz","3","1:22.849","5:13.601","Green","Track","11.693","30.325","40.831"
"96","GTD","Robby Foley","3","1:22.984","5:14.874","Green","Track","11.708","30.027","41.249"
"28","GTD","Daniel Morad","3","1:23.379","5:16.248","Green","Track","11.852","30.103","41.424"
"12","GTD","Frankie Montecalvo","3","1:23.467","5:16.637","Green","Track","11.876","30.171","41.420"
"1","GTD","Madison Snow","3","1:23.832","5:18.010","Green","Track","11.898","30.485","41.449"
"23","GTD","Roman De Angelis","3","1:23.704","5:18.350","Green","Track","11.685","30.675","41.344"
"39","GTD","Richard Heistand","3","1:23.640","5:18.965","Green","Track","11.851","30.338","41.451"
"76","GTD","Jeff Kingsley","3","1:23.900","5:19.477","Green","Track","12.012","30.390","41.498"
"9","GTD","Zacharie Robichon","3","1:23.917","5:19.727","Green","Track","12.139","30.498","41.280"
"66","GTD","Till Bechtolsheimer","3","1:24.195","5:21.389","Green","Track","11.962","30.625","41.608"
"16","GTD","Ryan Hardwick","3","1:24.331","5:22.059","Green","Track","11.912","30.480","41.939"
"88","GTD","Rob Ferriol","3","1:24.320","5:22.549","Green","Track","11.991","30.361","41.968"
"44","GTD","John Potter","3","1:24.336","5:22.907","Green","Track","11.871","30.634","41.831"
"55","DPi","Harry Tincknell","4","1:13.304","5:35.246","Green","Track","9.881","26.886","36.537"
"10","DPi","Filipe Albuquerque","4","1:13.543","5:37.437","Green","Track","9.910","26.947","36.686"
"31","DPi","Pipo Derani","4","1:13.870","5:38.348","Green","Track","10.009","27.068","36.793"
"60","DPi","Dane Cameron","4","1:14.121","5:39.687","Green","Track","10.146","27.180","36.795"
"5","DPi","Tristan Vautier","4","1:14.209","5:40.534","Green","Track","10.160","27.103","36.946"
"01","DPi","Kevin Magnussen","4","1:21.826","5:47.103","Green","Pit","10.142","27.140","44.544"
"74","LMP3","Gar Robinson","4","1:20.690","6:04.988","Green","Track","11.159","29.828","39.703"
"36","LMP3","Jarett Andretti","4","1:20.719","6:05.611","Green","Track","11.214","29.579","39.926"
"54","LMP3","Jonathan Bennett","4","1:20.889","6:06.526","Green","Track","11.107","29.846","39.936"
"33","LMP3","Lance Willsey","4","1:21.652","6:08.369","Green","Track","11.063","30.023","40.566"
"38","LMP3","Dan Goldburg","4","1:21.552","6:08.466","Green","Track","11.382","29.820","40.350"
"91","LMP3","Jim Cox","4","1:22.480","6:12.620","Green","Track","11.419","29.923","41.138"
"14","GTD","Aaron Telitz","4","1:22.213","6:35.814","Green","Track","11.576","29.936","40.701"
"96","GTD","Robby Foley","4","1:22.392","6:37.266","Green","Track","11.704","29.812","40.876"
"28","GTD","Daniel Morad","4","1:22.758","6:39.006","Green","Track","11.779","30.027","40.952"
"12","GTD","Frankie Montecalvo","4","1:22.866","6:39.503","Green","Track","11.734","30.054","41.078"
"1","GTD","Madison Snow","4","1:22.933","6:40.943","Green","Track","11.702","30.350","40.881"
"23","GTD","Roman De Angelis","4","1:23.258","6:41.608","Green","Track","11.578","30.349","41.331"
"39","GTD","Richard Heistand","4","1:23.164","6:42.129","Green","Track","11.793","30.243","41.128"
"76","GTD","Jeff Kingsley","4","1:23.374","6:42.851","Green","Track","11.791","30.338","41.245"
"9","GTD","Zacharie Robichon","4","1:23.446","6:43.173","Green","Track","11.981","30.239","41.226"
"66","GTD","Till Bechtolsheimer","4","1:23.548","6:44.937","Green","Track","11.827","30.273","41.448"
"16","GTD","Ryan Hardwick","4","1:23.562","6:45.621","Green","Track","11.828","30.132","41.602"
"88","GTD","Rob Ferriol","4","1:23.761","6:46.310","Green","Track","11.853","30.115","41.793"
"44","GTD","John Potter","4","1:23.567","6:46.474","Green","Track","11.783","30.286","41.498"
"55","DPi","Harry Tincknell","5","1:13.303","6:48.549","Green","Track","9.953","26.821","36.529"
"10","DPi","Filipe Albuquerque","5","1:13.201","6:50.638","Green","Track","9.872","26.876","36.453"
"31","DPi","Pipo Derani","5","1:13.487","6:51.835","Green","Track","9.943","26.976","36.568"
"60","DPi","Dane Cameron","5","1:12.608","6:52.295","Green","Track","9.928","26.723","35.957"
"5","DPi","Tristan Vautier","5","1:13.388","6:53.922","Green","Track","10.192","26.923","36.273"
"01","DPi","Kevin Magnussen","5","1:25.084","7:12.187","Green","Track","21.310","27.440","36.334"
"74","LMP3","Gar Robinson","5","1:20.369","7:25.357","Green","Track","11.134","29.705","39.530"
"36","LMP3","Jarett Andretti","5","1:20.130","7:25.741","Green","Track","11.300","29.532","39.298"
"54","LMP3","Jonathan Bennett","5","1:20.628","7:27.154","Green","Track","11.137","29.840","39.651"
"38","LMP3","Dan Goldburg","5","1:20.294","7:28.760","Green","Track","11.611","29.456","39.227"
"33","LMP3","Lance Willsey","5","1:22.287","7:30.656","Green","Track","12.002","30.187","40.098"
"91","LMP3","Jim Cox","5","1:21.884","7:34.504","Green","Track","11.376","29.590","40.918"
"14","GTD","Aaron Telitz","5","1:22.092","7:57.906","Green","Track","11.574","29.903","40.615"
"96","GTD","Robby Foley","5","1:22.263","7:59.529","Green","Track","11.613","29.820","40.830"
"28","GTD","Daniel Morad","5","1:22.694","8:01.700","Green","Track","11.695","29.928","41.071"
"12","GTD","Frankie Montecalvo","5","1:22.551","8:02.054","Green","Track","11.618","29.943","40.990"
"1","GTD","Madison Snow","5","1:22.670","8:03.613","Green","Track","11.712","30.243","40.715"
"23","GTD","Roman De Angelis","5","1:22.943","8:04.551","Green","Track","11.512","30.186","41.245"
"55","DPi","Harry Tincknell","6","1:16.001","8:04.550","Green","Track","9.972","27.263","38.766"
"39","GTD","Richard Heistand","5","1:23.226","8:05.355","Green","Track","11.796","30.129","41.301"
"76","GTD","Jeff Kingsley","5","1:23.075","8:05.926","Green","Track","11.750","30.113","41.212"
"9","GTD","Zacharie Robichon","5","1:23.599","8:06.772","Green","Track","11.839","30.073","41.687"
"10","DPi","Filipe Albuquerque","6","1:16.165","8:06.803","Green","Track","9.880","27.384","38.901"
"31","DPi","Pipo Derani","6","1:17.811","8:09.646","Green","Track","9.970","27.349","40.492"
"66","GTD","Till Bechtolsheimer","5","1:24.666","8:09.603","Green","Track","11.847","30.395","42.424"
"60","DPi","Dane Cameron","6","1:17.549","8:09.844","Green","Track","10.097","27.102","40.350"
"5","DPi","Tristan Vautier","6","1:16.457","8:10.379","Green","Track","9.996","26.808","39.653"
"16","GTD","Ryan Hardwick","5","1:24.825","8:10.446","Green","Track","11.757","30.190","42.878"
"88","GTD","Rob Ferriol","5","1:24.690","8:11.000","Green","Track","11.822","30.548","42.320"
"44","GTD","John Potter","5","1:25.019","8:11.493","Green","Track","11.948","30.495","42.576"
"01","DPi","Kevin Magnussen","6","1:12.962","8:25.149","Green","Track","9.953","26.760","36.249"
"74","LMP3","Gar Robinson","6","1:20.426","8:45.783","Green","Track","11.100","29.672","39.654"
"36","LMP3","Jarett Andretti","6","1:20.534","8:46.275","Green","Track","11.299","29.518","39.717"
"54","LMP3","Jonathan Bennett","6","1:20.328","8:47.482","Green","Track","10.974","29.741","39.613"
"38","LMP3","Dan Goldburg","6","1:19.270","8:48.030","Green","Track","10.984","29.179","39.107"
"33","LMP3","Lance Willsey","6","1:20.850","8:51.506","Green","Track","11.005","29.921","39.924"
"91","LMP3","Jim Cox","6","1:21.484","8:55.988","Green","Track","11.454","29.551","40.479"
"14","GTD","Aaron Telitz","6","1:21.821","9:19.727","Green","Track","11.501","29.760","40.560"
"55","DPi","Harry Tincknell","7","1:15.176","9:19.726","Green","Track","10.456","27.078","37.642"
"96","GTD","Robby Foley","6","1:21.955","9:21.484","Green","Track","11.489","29.657","40.809"
"10","DPi","Filipe Albuquerque","7","1:16.882","9:23.685","Green","Track","10.644","27.254","38.984"
"28","GTD","Daniel Morad","6","1:23.138","9:24.838","Green","Track","11.724","30.016","41.398"
"12","GTD","Frankie Montecalvo","6","1:23.138","9:25.192","Green","Track","11.692","30.014","41.432"
"31","DPi","Pipo Derani","7","1:15.929","9:25.575","Green","Track","10.162","27.271","38.496"
"60","DPi","Dane Cameron","7","1:16.093","9:25.937","Green","Track","10.408","27.639","38.046"
"1","GTD","Madison Snow","6","1:23.231","9:26.844","Green","Track","11.619","30.014","41.598"
"5","DPi","Tristan Vautier","7","1:17.117","9:27.496","Green","Track","10.983","27.351","38.783"
"23","GTD","Roman De Angelis","6","1:22.911","9:27.462","Green","Track","11.596","29.894","41.421"
"39","GTD","Richard Heistand","6","1:23.387","9:28.742","Green","Track","11.763","30.652","40.972"
"76","GTD","Jeff Kingsley","6","1:23.972","9:29.898","Green","Track","11.733","30.459","41.780"
"9","GTD","Zacharie Robichon","6","1:23.435","9:30.207","Green","Track","11.723","29.945","41.767"
"66","GTD","Till Bechtolsheimer","6","1:23.441","9:33.044","Green","Track","11.980","30.384","41.077"
"16","GTD","Ryan Hardwick","6","1:23.273","9:33.719","Green","Track","11.785","30.134","41.354"
"88","GTD","Rob Ferriol","6","1:24.753","9:35.753","Green","Track","11.944","30.359","42.450"
"44","GTD","John Potter","6","1:24.476","9:35.969","Green","Track","11.822","30.236","42.418"
"01","DPi","Kevin Magnussen","7","1:12.758","9:37.907","Green","Track","9.868","26.819","36.071"
"74","LMP3","Gar Robinson","7","1:19.887","10:05.670","Green","Track","10.993","29.521","39.373"
"36","LMP3","Jarett Andretti","7","1:19.982","10:06.257","Green","Track","11.260","29.489","39.233"
"54","LMP3","Jonathan Bennett","7","1:20.320","10:07.802","Green","Track","11.130","29.732","39.458"
"38","LMP3","Dan Goldburg","7","1:20.202","10:08.232","Green","Track","11.092","29.551","39.559"
"33","LMP3","Lance Willsey","7","1:20.774","10:12.280","Green","Track","10.977","29.981","39.816"
"91","LMP3","Jim Cox","7","1:21.742","10:17.730","Green","Track","11.483","29.952","40.307"
"55","DPi","Harry Tincknell","8","1:12.641","10:32.367","Green","Track","9.851","26.729","36.061"
"10","DPi","Filipe Albuquerque","8","1:14.028","10:37.713","Green","Track","9.913","27.472","36.643"
"31","DPi","Pipo Derani","8","1:15.270","10:40.845","Green","Track","10.684","27.274","37.312"
"60","DPi","Dane Cameron","8","1:15.524","10:41.461","Green","Track","10.879","27.269","37.376"
"5","DPi","Tristan Vautier","8","1:15.370","10:42.866","Green","Track","10.986","27.127","37.257"
"14","GTD","Aaron Telitz","7","1:23.103","10:42.830","Green","Track","11.631","30.144","41.328"
"96","GTD","Robby Foley","7","1:23.048","10:44.532","Green","Track","11.563","30.264","41.221"
"28","GTD","Daniel Morad","7","1:23.009","10:47.847","Green","Track","11.724","30.147","41.138"
"12","GTD","Frankie Montecalvo","7","1:22.933","10:48.125","Green","Track","11.875","30.007","41.051"
"1","GTD","Madison Snow","7","1:22.825","10:49.669","Green","Track","11.811","30.194","40.820"
"23","GTD","Roman De Angelis","7","1:22.664","10:50.126","Green","Track","11.698","29.919","41.047"
"39","GTD","Richard Heistand","7","1:22.406","10:51.148","Green","Track","11.754","29.994","40.658"
"01","DPi","Kevin Magnussen","8","1:14.984","10:52.891","Green","Track","9.996","27.487","37.501"
"76","GTD","Jeff Kingsley","7","1:23.010","10:52.908","Green","Track","11.700","30.135","41.175"
"9","GTD","Zacharie Robichon","7","1:23.534","10:53.741","Green","Track","11.818","30.133","41.583"
"66","GTD","Till Bechtolsheimer","7","1:23.228","10:56.272","Green","Track","11.702","30.338","41.188"
"16","GTD","Ryan Hardwick","7","1:23.136","10:56.855","Green","Track","11.734","30.284","41.118"
"88","GTD","Rob Ferriol","7","1:24.051","10:59.804","Green","Track","11.763","30.642","41.646"
"44","GTD","John Potter","7","1:24.229","11:00.198","Green","Track","11.899","30.440","41.890"
"74","LMP3","Gar Robinson","8","1:19.888","11:25.558","Green","Track","11.018","29.567","39.303"
"36","LMP3","Jarett Andretti","8","1:19.903","11:26.160","Green","Track","11.085","29.531","39.287"
"54","LMP3","Jonathan Bennett","8","1:19.931","11:27.733","Green","Track","10.974","29.602","39.355"
"38","LMP3","Dan Goldburg","8","1:19.756","11:27.988","Green","Track","11.132","29.477","39.147"
"33","LMP3","Lance Willsey","8","1:20.648","11:32.928","Green","Track","10.950","29.848","39.850"
"91","LMP3","Jim Cox","8","1:20.862","11:38.592","Green","Track","11.143","29.793","39.926"
"55","DPi","Harry Tincknell","9","1:12.932","11:45.299","Green","Track","9.824","26.967","36.141"
"10","DPi","Filipe Albuquerque","9","1:13.020","11:50.733","Green","Track","9.827","26.917","36.276"
"31","DPi","Pipo Derani","9","1:12.973","11:53.818","Green","Track","9.925","26.791","36.257"
"60","DPi","Dane Cameron","9","1:12.847","11:54.308","Green","Track","9.878","26.886","36.083"
"5","DPi","Tristan Vautier","9","1:12.961","11:55.827","Green","Track","10.068","26.751","36.142"
"14","GTD","Aaron Telitz","8","1:21.863","12:04.693","Green","Track","11.595","29.825","40.443"
"96","GTD","Robby Foley","8","1:21.713","12:06.245","Green","Track","11.530","29.666","40.517"
"01","DPi","Kevin Magnussen","9","1:15.104","12:07.995","Green","Track","10.105","27.196","37.803"
"28","GTD","Daniel Morad","8","1:22.307","12:10.154","Green","Track","11.674","29.838","40.795"
"12","GTD","Frankie Montecalvo","8","1:23.231","12:11.356","Green","Track","11.724","29.909","41.598"
"1","GTD","Madison Snow","8","1:22.513","12:12.182","Green","Track","11.570","30.135","40.808"
"23","GTD","Roman De Angelis","8","1:22.542","12:12.668","Green","Track","11.498","30.003","41.041"
"39","GTD","Richard Heistand","8","1:22.407","12:13.555","Green","Track","11.652","30.127","40.628"
"76","GTD","Jeff Kingsley","8","1:22.731","12:15.639","Green","Track","11.772","30.078","40.881"
"9","GTD","Zacharie Robichon","8","1:22.329","12:16.070","Green","Track","11.621","29.936","40.772"
"66","GTD","Till Bechtolsheimer","8","1:22.621","12:18.893","Green","Track","11.705","30.075","40.841"
"16","GTD","Ryan Hardwick","8","1:22.716","12:19.571","Green","Track","11.637","30.087","40.992"
"88","GTD","Rob Ferriol","8","1:23.407","12:23.211","Green","Track","11.713","30.268","41.426"
"44","GTD","John Potter","8","1:23.294","12:23.492","Green","Track","11.720","30.143","41.431"
"74","LMP3","Gar Robinson","9","1:19.849","12:45.407","Green","Track","11.029","29.591","39.229"
"36","LMP3","Jarett Andretti","9","1:19.850","12:46.010","Green","Track","11.092","29.378","39.380"
"54","LMP3","Jonathan Bennett","9","1:19.687","12:47.420","Green","Track","10.970","29.477","39.240"
"38","LMP3","Dan Goldburg","9","1:19.723","12:47.711","Green","Track","11.126","29.353","39.244"
"33","LMP3","Lance Willsey","9","1:20.536","12:53.464","Green","Track","11.019","29.952","39.565"
"55","DPi","Harry Tincknell","10","1:13.607","12:58.906","Green","Track","9.901","26.904","36.802"
"91","LMP3","Jim Cox","9","1:21.581","13:00.173","Green","Track","11.215","29.565","40.801"
"10","DPi","Filipe Albuquerque","10","1:12.795","13:03.528","Green","Track","9.812","26.829","36.154"
"31","DPi","Pipo Derani","10","1:12.912","13:06.730","Green","Track","9.828","26.712","36.372"
"60","DPi","Dane Cameron","10","1:12.960","13:07.268","Green","Track","10.051","26.858","36.051"
"5","DPi","Tristan Vautier","10","1:12.986","13:08.813","Green","Track","10.007","26.717","36.262"
"01","DPi","Kevin Magnussen","10","1:12.775","13:20.770","Green","Track","10.001","26.977","35.797"
"14","GTD","Aaron Telitz","9","1:21.733","13:26.426","Green","Track","11.546","29.837","40.350"
"96","GTD","Robby Foley","9","1:22.159","13:28.404","Green","Track","11.606","29.910","40.643"
"28","GTD","Daniel Morad","9","1:22.350","13:32.504","Green","Track","11.650","29.913","40.787"
"12","GTD","Frankie Montecalvo","9","1:22.074","13:33.430","Green","Track","11.627","29.813","40.634"
"1","GTD","Madison Snow","9","1:22.582","13:34.764","Green","Track","11.631","30.309","40.642"
"23","GTD","Roman De Angelis","9","1:22.546","13:35.214","Green","Track","11.493","30.093","40.960"
"39","GTD","Richard Heistand","9","1:22.419","13:35.974","Green","Track","11.684","29.909","40.826"
"76","GTD","Jeff Kingsley","9","1:22.649","13:38.288","Green","Track","11.658","30.204","40.787"
"9","GTD","Zacharie Robichon","9","1:22.736","13:38.806","Green","Track","11.761","30.113","40.862"
"66","GTD","Till Bechtolsheimer","9","1:22.530","13:41.423","Green","Track","11.684","30.157","40.689"
"16","GTD","Ryan Hardwick","9","1:22.817","13:42.388","Green","Track","11.662","30.290","40.865"
"88","GTD","Rob Ferriol","9","1:23.075","13:46.286","Green","Track","11.747","30.241","41.087"
"44","GTD","John Potter","9","1:23.208","13:46.700","Green","Track","11.861","30.167","41.180"
"74","LMP3","Gar Robinson","10","1:19.885","14:05.292","Green","Track","11.112","29.432","39.341"
"36","LMP3","Jarett Andretti","10","1:19.908","14:05.918","Green","Track","11.130","29.301","39.477"
"38","LMP3","Dan Goldburg","10","1:19.136","14:06.847","Green","Track","10.992","29.336","38.808"
"54","LMP3","Jonathan Bennett","10","1:21.202","14:08.622","Green","Track","11.384","30.253","39.565"
"55","DPi","Harry Tincknell","11","1:14.014","14:12.920","Green","Track","9.881","26.889","37.244"
"33","LMP3","Lance Willsey","10","1:20.981","14:14.445","Green","Track","11.160","29.992","39.829"
"10","DPi","Filipe Albuquerque","11","1:13.112","14:16.640","Green","Track","9.867","26.856","36.389"
"31","DPi","Pipo Derani","11","1:13.149","14:19.879","Green","Track","9.883","26.740","36.526"
"60","DPi","Dane Cameron","11","1:13.865","14:21.133","Green","Track","9.810","26.874","37.181"
"5","DPi","Tristan Vautier","11","1:13.793","14:22.606","Green","Track","9.957","26.697","37.139"
"91","LMP3","Jim Cox","10","1:22.545","14:22.718","Green","Track","11.330","29.761","41.454"
"01","DPi","Kevin Magnussen","11","1:12.188","14:32.958","Green","Track","9.806","26.573","35.809"
"14","GTD","Aaron Telitz","10","1:21.551","14:47.977","Green","Track","11.484","29.726","40.341"
"96","GTD","Robby Foley","10","1:22.042","14:50.446","Green","Track","11.530","29.791","40.721"
"28","GTD","Daniel Morad","10","1:22.369","14:54.873","Green","Track","11.679","29.939","40.751"
"12","GTD","Frankie Montecalvo","10","1:22.217","14:55.647","Green","Track","11.629","30.022","40.566"
"1","GTD","Madison Snow","10","1:22.087","14:56.851","Green","Track","11.593","29.950","40.544"
"23","GTD","Roman De Angelis","10","1:22.270","14:57.484","Green","Track","11.497","29.878","40.895"
"39","GTD","Richard Heistand","10","1:22.729","14:58.703","Green","Track","11.752","30.051","40.926"
"9","GTD","Zacharie Robichon","10","1:22.978","15:01.784","Green","Track","11.703","30.142","41.133"
"76","GTD","Jeff Kingsley","10","1:24.075","15:02.363","Green","Track","11.648","30.629","41.798"
"66","GTD","Till Bechtolsheimer","10","1:22.921","15:04.344","Green","Track","11.715","30.342","40.864"
"16","GTD","Ryan Hardwick","10","1:22.788","15:05.176","Green","Track","11.651","30.105","41.032"
"88","GTD","Rob Ferriol","10","1:23.034","15:09.320","Green","Track","11.590","30.225","41.219"
"44","GTD","John Potter","10","1:22.964","15:09.664","Green","Track","11.676","30.017","41.271"
"74","LMP3","Gar Robinson","11","1:19.915","15:25.207","Green","Track","11.096","29.334","39.485"
"36","LMP3","Jarett Andretti","11","1:19.848","15:25.766","Green","Track","11.183","29.324","39.341"
"38","LMP3","Dan Goldburg","11","1:19.315","15:26.162","Green","Track","10.941","29.279","39.095"
"55","DPi","Harry Tincknell","12","1:13.531","15:26.451","Green","Track","9.832","26.961","36.738"
"54","LMP3","Jonathan Bennett","11","1:20.707","15:29.329","Green","Track","11.096","29.566","0.000"
"10","DPi","Filipe Albuquerque","12","1:13.423","15:30.063","Green","Track","9.870","27.204","0.000"
"31","DPi","Pipo Derani","12","1:14.537","15:34.416","Green","Track","9.875","26.722","0.000"
"60","DPi","Dane Cameron","12","1:13.628","15:34.761","Green","Track","9.837","26.683","0.000"
"5","DPi","Tristan Vautier","12","1:13.753","15:36.359","Green","Track","10.146","26.637","0.000"
"33","LMP3","Lance Willsey","11","1:21.891","15:36.336","Green","Track","11.061","30.205","0.000"
"91","LMP3","Jim Cox","11","1:20.977","15:43.695","Green","Track","11.337","29.411","40.229"
"01","DPi","Kevin Magnussen","12","1:12.413","15:45.371","Green","Track","9.771","26.604","36.038"
"14","GTD","Aaron Telitz","11","1:21.647","16:09.624","Green","Track","11.479","29.715","40.453"
"96","GTD","Robby Foley","11","1:21.791","16:12.237","Green","Track","11.543","29.654","40.594"
"28","GTD","Daniel Morad","11","1:22.064","16:16.937","Green","Track","11.583","29.856","40.625"
"12","GTD","Frankie Montecalvo","11","1:22.001","16:17.648","Green","Track","11.516","29.810","40.675"
"1","GTD","Madison Snow","11","1:22.440","16:19.291","Green","Track","11.584","29.860","40.996"
"23","GTD","Roman De Angelis","11","1:22.325","16:19.809","Green","Track","11.468","29.957","40.900"
"39","GTD","Richard Heistand","11","1:22.342","16:21.045","Green","Track","11.682","29.921","40.739"
"9","GTD","Zacharie Robichon","11","1:21.954","16:23.738","Green","Track","11.597","29.805","40.552"
"76","GTD","Jeff Kingsley","11","1:23.020","16:25.383","Green","Track","11.703","30.177","41.140"
"66","GTD","Till Bechtolsheimer","11","1:22.777","16:27.121","Green","Track","11.664","30.152","40.961"
"16","GTD","Ryan Hardwick","11","1:22.604","16:27.780","Green","Track","11.567","29.971","41.066"
"88","GTD","Rob Ferriol","11","1:22.828","16:32.148","Green","Track","11.652","30.072","41.104"
"44","GTD","John Potter","11","1:23.037","16:32.701","Green","Track","11.649","30.199","41.189"
"55","DPi","Harry Tincknell","13","1:14.451","16:40.902","Green","Track","10.397","27.844","36.210"
"74","LMP3","Gar Robinson","12","1:20.310","16:45.517","Green","Track","11.104","29.856","39.350"
"10","DPi","Filipe Albuquerque","13","1:15.619","16:45.682","Green","Track","10.182","27.180","38.257"
