"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"12","GTD","Frankie Montecalvo","4","2:35.283","7:34.559","Green","Track","76.879","33.952","44.452"
"96","GTD","Robby Foley","5","1:23.528","7:37.448","Green","Track","11.841","30.327","41.360"
"22","GTD","Till Bechtolsheimer","5","1:23.682","7:40.077","Green","Track","11.864","30.536","41.282"
"23","GTD","Ian James","5","1:24.260","7:42.052","Green","Track","12.027","30.628","41.605"
"16","GTD","Ryan Hardwick","5","1:24.205","7:42.904","Green","Track","12.057","30.542","41.606"
"74","GTD","Gar Robinson","5","1:24.509","7:43.660","Green","Track","12.012","30.911","41.586"
"76","GTD","Corey Fergus","5","1:24.789","7:44.153","Green","Track","12.091","30.876","41.822"
"44","GTD","John Potter","5","1:24.458","7:44.974","Green","Track","11.926","30.529","42.003"
"30","GTD","Rob Ferriol","5","1:24.422","7:45.648","Green","Track","12.059","30.517","41.846"
"24","GTLM","Jesse Krohn","5","1:20.489","7:48.262","Green","Track","11.403","29.354","39.732"
"6","DPi","Dane Cameron","6","1:13.195","8:01.013","Green","Track","9.887","27.086","36.222"
"31","DPi","Pipo Derani","6","1:13.699","8:03.120","Green","Track","10.027","27.170","36.502"
"55","DPi","Jonathan Bomarito","6","1:14.154","8:06.602","Green","Track","10.056","27.413","36.685"
"7","DPi","Helio Castroneves","6","1:14.080","8:07.976","Green","Track","9.913","27.320","36.847"
"10","DPi","Ryan Briscoe","6","1:14.558","8:09.089","Green","Track","10.014","27.494","37.050"
"77","DPi","Oliver Jarvis","6","1:14.311","8:09.618","Green","Track","10.070","27.195","37.046"
"5","DPi","Sebastien Bourdais","6","1:14.143","8:10.826","Green","Track","10.012","27.054","37.077"
"85","DPi","Gabriel Aubry","6","1:14.402","8:12.128","Green","Track","10.131","27.216","37.055"
"4","GTLM","Oliver Gavin","6","1:20.552","8:43.077","Green","Track","11.290","29.256","40.006"
"3","GTLM","Jordan Taylor","6","1:20.470","8:43.423","Green","Track","11.297","29.350","39.823"
"25","GTLM","Bruno Spengler","6","1:20.635","8:45.505","Green","Track","11.301","29.446","39.888"
"14","GTD","Aaron Telitz","6","1:22.669","8:52.785","Green","Track","11.679","30.212","40.778"
"86","GTD","Matt McMurry","6","1:22.739","8:55.461","Green","Track","11.767","30.049","40.923"
"57","GTD","Misha Goikhberg","6","1:22.913","8:56.799","Green","Track","11.843","30.204","40.866"
"96","GTD","Robby Foley","6","1:23.642","9:01.090","Green","Track","11.827","30.639","41.176"
"22","GTD","Till Bechtolsheimer","6","1:24.637","9:04.714","Green","Track","11.843","30.325","42.469"
"23","GTD","Ian James","6","1:24.206","9:06.258","Green","Track","11.979","30.474","41.753"
"16","GTD","Ryan Hardwick","6","1:24.186","9:07.090","Green","Track","12.031","30.630","41.525"
"74","GTD","Gar Robinson","6","1:24.136","9:07.796","Green","Track","11.897","30.608","41.631"
"76","GTD","Corey Fergus","6","1:23.927","9:08.080","Green","Track","11.893","30.411","41.623"
"44","GTD","John Potter","6","1:24.202","9:09.176","Green","Track","12.011","30.313","41.878"
"24","GTLM","Jesse Krohn","6","1:20.987","9:09.249","Green","Track","11.201","29.219","40.567"
"30","GTD","Rob Ferriol","6","1:24.931","9:10.579","Green","Track","12.104","30.414","42.413"
"12","GTD","Frankie Montecalvo","5","1:37.328","9:11.887","Green","Pit","12.762","33.072","51.494"
"6","DPi","Dane Cameron","7","1:13.072","9:14.085","Green","Track","9.800","26.920","36.352"
"31","DPi","Pipo Derani","7","1:13.899","9:17.019","Green","Track","9.945","27.182","36.772"
"55","DPi","Jonathan Bomarito","7","1:13.949","9:20.551","Green","Track","9.997","27.399","36.553"
"7","DPi","Helio Castroneves","7","1:14.021","9:21.997","Green","Track","9.881","27.251","36.889"
"10","DPi","Ryan Briscoe","7","1:13.722","9:22.811","Green","Track","9.941","27.115","36.666"
"77","DPi","Oliver Jarvis","7","1:13.847","9:23.465","Green","Track","10.025","27.248","36.574"
"5","DPi","Sebastien Bourdais","7","1:13.959","9:24.785","Green","Track","10.005","27.002","36.952"
"85","DPi","Gabriel Aubry","7","1:14.207","9:26.335","Green","Track","10.025","27.273","36.909"
"4","GTLM","Oliver Gavin","7","1:20.274","10:03.351","Green","Track","11.210","29.214","39.850"
"3","GTLM","Jordan Taylor","7","1:20.255","10:03.678","Green","Track","11.235","29.359","39.661"
"25","GTLM","Bruno Spengler","7","1:20.359","10:05.864","Green","Track","11.267","29.346","39.746"
"14","GTD","Aaron Telitz","7","1:22.447","10:15.232","Green","Track","11.654","30.204","40.589"
"86","GTD","Matt McMurry","7","1:22.928","10:18.389","Green","Track","11.751","30.074","41.103"
"57","GTD","Misha Goikhberg","7","1:23.282","10:20.081","Green","Track","11.819","30.341","41.122"
"96","GTD","Robby Foley","7","1:22.829","10:23.919","Green","Track","11.758","30.153","40.918"
"22","GTD","Till Bechtolsheimer","7","1:23.427","10:28.141","Green","Track","11.836","30.427","41.164"
"23","GTD","Ian James","7","1:23.544","10:29.802","Green","Track","11.946","30.367","41.231"
"24","GTLM","Jesse Krohn","7","1:21.008","10:30.257","Green","Track","11.536","29.279","40.193"
"6","DPi","Dane Cameron","8","1:16.267","10:30.352","Green","Track","9.919","27.472","38.876"
"16","GTD","Ryan Hardwick","7","1:24.408","10:31.498","Green","Track","11.900","30.516","41.992"
"74","GTD","Gar Robinson","7","1:24.151","10:31.947","Green","Track","11.823","30.743","41.585"
"31","DPi","Pipo Derani","8","1:16.113","10:33.132","Green","Track","9.992","27.156","38.965"
"76","GTD","Corey Fergus","7","1:25.159","10:33.239","Green","Track","11.971","30.565","42.623"
"44","GTD","John Potter","7","1:24.986","10:34.162","Green","Track","12.226","30.619","42.141"
"30","GTD","Rob Ferriol","7","1:24.286","10:34.865","Green","Track","11.938","30.629","41.719"
"55","DPi","Jonathan Bomarito","8","1:14.307","10:34.858","Green","Track","9.941","27.295","37.071"
"7","DPi","Helio Castroneves","8","1:14.163","10:36.160","Green","Track","9.812","27.227","37.124"
"10","DPi","Ryan Briscoe","8","1:14.196","10:37.007","Green","Track","9.982","27.242","36.972"
"77","DPi","Oliver Jarvis","8","1:14.115","10:37.580","Green","Track","10.060","27.166","36.889"
"5","DPi","Sebastien Bourdais","8","1:13.907","10:38.692","Green","Track","9.908","26.855","37.144"
"85","DPi","Gabriel Aubry","8","1:14.656","10:40.991","Green","Track","9.953","27.431","37.272"
"4","GTLM","Oliver Gavin","8","1:20.365","11:23.716","Green","Track","11.271","29.351","39.743"
"3","GTLM","Jordan Taylor","8","1:20.410","11:24.088","Green","Track","11.339","29.411","39.660"
"25","GTLM","Bruno Spengler","8","1:20.370","11:26.234","Green","Track","11.255","29.417","39.698"
"12","GTD","Frankie Montecalvo","6","2:25.153","11:37.040","Green","Track","71.729","31.588","41.836"
"14","GTD","Aaron Telitz","8","1:22.888","11:38.120","Green","Track","11.703","30.434","40.751"
"86","GTD","Matt McMurry","8","1:22.725","11:41.114","Green","Track","11.782","30.154","40.789"
"57","GTD","Misha Goikhberg","8","1:22.926","11:43.007","Green","Track","11.789","30.236","40.901"
"6","DPi","Dane Cameron","9","1:14.502","11:44.854","Green","Track","10.274","27.304","36.924"
"96","GTD","Robby Foley","8","1:23.123","11:47.042","Green","Track","11.698","30.220","41.205"
"31","DPi","Pipo Derani","9","1:15.390","11:48.522","Green","Track","10.355","27.739","37.296"
"24","GTLM","Jesse Krohn","8","1:21.448","11:51.705","Green","Track","11.705","29.621","40.122"
"22","GTD","Till Bechtolsheimer","8","1:24.689","11:52.830","Green","Track","11.897","30.990","41.802"
"55","DPi","Jonathan Bomarito","9","1:19.154","11:54.012","Green","Track","11.163","28.325","39.666"
"23","GTD","Ian James","8","1:24.294","11:54.096","Green","Track","12.028","30.786","41.480"
"7","DPi","Helio Castroneves","9","1:18.216","11:54.376","Green","Track","10.581","28.135","39.500"
"10","DPi","Ryan Briscoe","9","1:17.544","11:54.551","Green","Track","10.021","28.210","39.313"
"77","DPi","Oliver Jarvis","9","1:18.203","11:55.783","Green","Track","10.104","28.225","39.874"
"5","DPi","Sebastien Bourdais","9","1:17.451","11:56.143","Green","Track","10.082","27.446","39.923"
"16","GTD","Ryan Hardwick","8","1:25.642","11:57.140","Green","Track","11.973","30.435","43.234"
"74","GTD","Gar Robinson","8","1:25.695","11:57.642","Green","Track","11.895","30.900","42.900"
"76","GTD","Corey Fergus","8","1:24.797","11:58.036","Green","Track","11.978","30.501","42.318"
"85","DPi","Gabriel Aubry","9","1:17.539","11:58.530","Green","Track","10.052","27.620","39.867"
"44","GTD","John Potter","8","1:25.432","11:59.594","Green","Track","12.200","31.010","42.222"
"30","GTD","Rob Ferriol","8","1:25.391","12:00.256","Green","Track","12.178","30.911","42.302"
"4","GTLM","Oliver Gavin","9","1:20.289","12:44.005","Green","Track","11.315","29.195","39.779"
"3","GTLM","Jordan Taylor","9","1:20.315","12:44.403","Green","Track","11.307","29.368","39.640"
"25","GTLM","Bruno Spengler","9","1:20.328","12:46.562","Green","Track","11.193","29.333","39.802"
"6","DPi","Dane Cameron","10","1:16.024","13:00.878","Green","Track","9.997","27.275","38.752"
"14","GTD","Aaron Telitz","9","1:23.845","13:01.965","Green","Track","11.723","30.549","41.573"
"12","GTD","Frankie Montecalvo","7","1:25.581","13:02.621","Green","Track","12.214","31.621","41.746"
"31","DPi","Pipo Derani","10","1:15.856","13:04.378","Green","Track","10.070","27.226","38.560"
"86","GTD","Matt McMurry","9","1:23.221","13:04.335","Green","Track","11.777","30.153","41.291"
"57","GTD","Misha Goikhberg","9","1:23.516","13:06.523","Green","Track","11.868","30.347","41.301"
"96","GTD","Robby Foley","9","1:23.238","13:10.280","Green","Track","11.744","30.295","41.199"
"55","DPi","Jonathan Bomarito","10","1:16.817","13:10.829","Green","Track","10.605","27.964","38.248"
"24","GTLM","Jesse Krohn","9","1:20.484","13:12.189","Green","Track","11.225","29.299","39.960"
"7","DPi","Helio Castroneves","10","1:18.108","13:12.484","Green","Track","10.473","28.233","39.402"
"10","DPi","Ryan Briscoe","10","1:18.109","13:12.660","Green","Track","10.671","28.158","39.280"
"77","DPi","Oliver Jarvis","10","1:17.113","13:12.896","Green","Track","10.347","28.002","38.764"
"5","DPi","Sebastien Bourdais","10","1:17.101","13:13.244","Green","Track","10.371","27.864","38.866"
"85","DPi","Gabriel Aubry","10","1:18.650","13:17.180","Green","Track","11.153","27.852","39.645"
"22","GTD","Till Bechtolsheimer","9","1:24.284","13:17.114","Green","Track","11.917","31.157","41.210"
"23","GTD","Ian James","9","1:24.491","13:18.587","Green","Track","12.143","30.533","41.815"
"16","GTD","Ryan Hardwick","9","1:24.292","13:21.432","Green","Track","11.987","30.857","41.448"
"74","GTD","Gar Robinson","9","1:24.222","13:21.864","Green","Track","11.932","30.808","41.482"
"76","GTD","Corey Fergus","9","1:24.225","13:22.261","Green","Track","12.480","30.461","41.284"
"44","GTD","John Potter","9","1:24.173","13:23.767","Green","Track","11.972","30.417","41.784"
"30","GTD","Rob Ferriol","9","1:24.741","13:24.997","Green","Track","12.048","30.267","42.426"
"4","GTLM","Oliver Gavin","10","1:20.284","14:04.289","Green","Track","11.257","29.354","39.673"
"3","GTLM","Jordan Taylor","10","1:20.276","14:04.679","Green","Track","11.303","29.360","39.613"
"25","GTLM","Bruno Spengler","10","1:20.355","14:06.917","Green","Track","11.175","29.421","39.759"
"6","DPi","Dane Cameron","11","1:13.822","14:14.700","Green","Track","9.876","27.221","36.725"
"31","DPi","Pipo Derani","11","1:14.694","14:19.072","Green","Track","10.029","27.861","36.804"
"14","GTD","Aaron Telitz","10","1:23.113","14:25.078","Green","Track","11.662","30.450","41.001"
"12","GTD","Frankie Montecalvo","8","1:23.566","14:26.187","Green","Track","12.046","30.363","41.157"
"86","GTD","Matt McMurry","10","1:23.207","14:27.542","Green","Track","11.888","30.268","41.051"
"55","DPi","Jonathan Bomarito","11","1:16.922","14:27.751","Green","Track","10.228","27.651","39.043"
"7","DPi","Helio Castroneves","11","1:15.770","14:28.254","Green","Track","10.320","27.493","37.957"
"10","DPi","Ryan Briscoe","11","1:16.590","14:29.250","Green","Track","10.932","27.717","37.941"
"77","DPi","Oliver Jarvis","11","1:17.287","14:30.183","Green","Track","10.916","27.952","38.419"
"57","GTD","Misha Goikhberg","10","1:23.702","14:30.225","Green","Track","11.697","30.244","41.761"
"5","DPi","Sebastien Bourdais","11","1:17.224","14:30.468","Green","Track","10.839","27.987","38.398"
"24","GTLM","Jesse Krohn","10","1:21.576","14:33.765","Green","Track","11.511","29.837","40.228"
"85","DPi","Gabriel Aubry","11","1:16.739","14:33.919","Green","Track","10.280","27.425","39.034"
"96","GTD","Robby Foley","10","1:24.612","14:34.892","Green","Track","11.908","30.888","41.816"
"22","GTD","Till Bechtolsheimer","10","1:23.840","14:40.954","Green","Track","11.879","30.285","41.676"
"23","GTD","Ian James","10","1:23.615","14:42.202","Green","Track","11.877","30.401","41.337"
"16","GTD","Ryan Hardwick","10","1:23.256","14:44.688","Green","Track","11.874","30.162","41.220"
"74","GTD","Gar Robinson","10","1:23.716","14:45.580","Green","Track","11.954","30.392","41.370"
"76","GTD","Corey Fergus","10","1:23.684","14:45.945","Green","Track","11.917","30.390","41.377"
"44","GTD","John Potter","10","1:24.265","14:48.032","Green","Track","11.979","30.595","41.691"
"30","GTD","Rob Ferriol","10","1:24.033","14:49.030","Green","Track","12.078","30.545","41.410"
"4","GTLM","Oliver Gavin","11","1:20.047","15:24.336","Green","Track","11.216","29.169","39.662"
"3","GTLM","Jordan Taylor","11","1:20.113","15:24.792","Green","Track","11.346","29.232","39.535"
"25","GTLM","Bruno Spengler","11","1:20.199","15:27.116","Green","Track","11.235","29.256","39.708"
"6","DPi","Dane Cameron","12","1:13.614","15:28.314","Green","Track","9.883","27.062","36.669"
"31","DPi","Pipo Derani","12","1:14.009","15:33.081","Green","Track","9.934","27.423","36.652"
"55","DPi","Jonathan Bomarito","12","1:14.597","15:42.348","Green","Track","10.216","27.632","36.749"
"7","DPi","Helio Castroneves","12","1:15.792","15:44.046","Green","Track","10.882","27.802","37.108"
"10","DPi","Ryan Briscoe","12","1:15.998","15:45.248","Green","Track","10.297","27.987","37.714"
"77","DPi","Oliver Jarvis","12","1:16.348","15:46.531","Green","Track","10.218","27.931","38.199"
"5","DPi","Sebastien Bourdais","12","1:17.033","15:47.501","Green","Track","10.449","27.677","38.907"
"14","GTD","Aaron Telitz","11","1:23.912","15:48.990","Green","Track","11.698","30.529","41.685"
"85","DPi","Gabriel Aubry","12","1:16.287","15:50.206","Green","Track","10.338","27.542","38.407"
"12","GTD","Frankie Montecalvo","9","1:24.852","15:51.039","Green","Track","11.954","30.926","41.972"
"86","GTD","Matt McMurry","11","1:23.847","15:51.389","Green","Track","11.860","30.483","41.504"
"57","GTD","Misha Goikhberg","11","1:23.272","15:53.497","Green","Track","11.934","30.243","41.095"
"24","GTLM","Jesse Krohn","11","1:20.485","15:54.250","Green","Track","11.394","29.213","39.878"
"96","GTD","Robby Foley","11","1:23.325","15:58.217","Green","Track","11.746","30.262","41.317"
"22","GTD","Till Bechtolsheimer","11","1:23.546","16:04.500","Green","Track","11.867","30.394","41.285"
"23","GTD","Ian James","11","1:23.235","16:05.437","Green","Track","11.824","30.283","41.128"
"16","GTD","Ryan Hardwick","11","1:23.557","16:08.245","Green","Track","11.792","30.318","41.447"
"74","GTD","Gar Robinson","11","1:23.725","16:09.305","Green","Track","11.781","30.671","41.273"
"76","GTD","Corey Fergus","11","1:23.755","16:09.700","Green","Track","11.858","30.532","41.365"
"44","GTD","John Potter","11","1:24.181","16:12.213","Green","Track","12.041","30.405","41.735"
"30","GTD","Rob Ferriol","11","1:24.237","16:13.267","Green","Track","12.078","30.596","41.563"
"4","GTLM","Oliver Gavin","12","1:20.003","16:44.339","Green","Track","11.213","29.170","39.620"
"6","DPi","Dane Cameron","13","1:16.137","16:44.451","Green","Track","9.991","27.564","38.582"
"3","GTLM","Jordan Taylor","12","1:20.282","16:45.074","Green","Track","11.248","29.385","39.649"
"25","GTLM","Bruno Spengler","12","1:20.801","16:47.917","Green","Track","11.215","29.412","40.174"
"31","DPi","Pipo Derani","13","1:14.972","16:48.053","Green","Track","9.977","27.275","37.720"
"55","DPi","Jonathan Bomarito","13","1:13.551","16:55.899","Green","Track","9.905","27.207","36.439"
"7","DPi","Helio Castroneves","13","1:13.776","16:57.822","Green","Track","9.801","27.168","36.807"
"10","DPi","Ryan Briscoe","13","1:14.016","16:59.264","Green","Track","9.956","27.221","36.839"
"77","DPi","Oliver Jarvis","13","1:13.956","17:00.487","Green","Track","10.137","27.305","36.514"
"5","DPi","Sebastien Bourdais","13","1:14.571","17:02.072","Green","Track","10.071","27.336","37.164"
"85","DPi","Gabriel Aubry","13","1:15.352","17:05.558","Green","Track","10.323","27.644","37.385"
"14","GTD","Aaron Telitz","12","1:23.367","17:12.357","Green","Track","11.772","30.527","41.068"
"12","GTD","Frankie Montecalvo","10","1:23.708","17:14.747","Green","Track","12.055","30.333","41.320"
