Driver,Var
Oliver Jarvis,38.96243999540363
Dane Cameron,2.0212131632373116
Pipo Derani,41.04919055146465
Joao Barbosa,1.6272982487244914
Helio Castroneves,1.1918806666666666
Ryan Hunter-Reay,39.237634044745086
Simon Trummer,45.44549816083331
Renger Van Der Zande,2.6087831676575504
Misha Goikhberg,47.067133271592105
Will Owen,37.705559257023936
Patrick Pilet,9.193308927499999
Jonathan Bennett,0.8762680000000009
Tommy Milner,57.226449048888924
Sebastien Bourdais,2.108611645555555
Laurens Vanthoor,1.3288708603395067
Connor De Phillippi,1.1941302248520738
Jesse Krohn,2.6686921833910024
Eric Lux,1.9656139146722182
Jan Magnussen,0.5295972222222218
Ryan Briscoe,0.5862868175582984
Richard Heistand,0.8326986835937495
Will Hardeman,1.0170549531737774
Ben Keating,0.9367287655555544
Trent Hindman,0.795324794938017
Matt Plumb,77.54078469834711
Christina Nielsen,1.5569216875000023
Frank Montecalvo,1.020822643080125
Zacharie Robichon,0.7977335514574647
Parker Chase,77.37380940816324
Ryan Hardwick,1.2007717336108241
Gar Robinson V,0.8288189763265303
Cooper MacNeil,0.8887033555555556
Marco Seefried,0.9007299143990909
John Potter,1.3940409288888902
Cameron Cassels,112239.04580152353
Colin Braun,73.00426153001618
Nick Tandy,34.991866754056225
Antonio Garcia,38.1058696127305
Juan Pablo Montoya,56.17136669226608
Ricky Taylor,44.484934400553634
Tom Blomqvist,27.7841542727127
Filipe Albuquerque,86.71720782808958
Richard Westbrook,37.35868006985536
Jordan Taylor,55.7550555276528
Dirk Mueller,35.758251988495246
Toni Vilander,44.333953609998005
Andy Lally,44.009769126363814
Bryan Sellers,30.11318011783377
Townsend Bell,42.16701534259075
Matthew McMurry,44.653809825066695
Alex Riberas,38.40400217774253
Jack Hawksworth,44.34060638869597
Katherine Legge,137.2436519449695
John Edwards,28.48409887085896
Ryan Dalziel,0.280206195555555
Earl Bamber,31.83055652571427
Lawson Aschenbach,50.44217386188461
Paul Holton,315.31937502162634
Scott Hargrove,34.2834123153719
Patrick Long,31.633122295555555
Mario Farnbacher,33.99140096083333
Tristan Nunez,35.53154823319616
Oliver Gavin,1.2905598708871298
Stephen Simpson,43.710523717455615
Felipe Nasr,62.723899937869824
Jonathan Bomarito,32.0191935409458
Kyle Kaiser,42.040814598400004
Tristan Vautier,50.895120964598064
Kyle Masson,22.60659157208449
