Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,SP5
77,DPi,Oliver Jarvis,1,1:50.890,1900-01-01 00:01:50.890000,Green,Track,7.577,13.515,11.892,15.951,14.936,2.096,0.544,7.006,14.288,13.697,5.257,4.129,150.401
6,DPi,Dane Cameron,1,1:51.306,1900-01-01 00:01:51.306000,Green,Track,7.373,12.632,11.742,15.911,14.697,2.082,0.539,7.157,14.386,13.667,5.299,4.169,151.796
31,DPi,Pipo Derani,1,1:52.633,1900-01-01 00:01:52.633000,Green,Track,7.057,12.152,11.702,15.962,14.859,2.1,0.546,7.323,14.835,14.12,5.396,4.149,149.85
5,DPi,Joao Barbosa,1,1:56.662,1900-01-01 00:01:56.662000,Green,Track,7.132,11.479,11.838,15.528,14.634,2.122,0.552,7.676,17.254,14.8,5.576,4.242,148.221
7,DPi,Helio Castroneves,1,1:57.675,1900-01-01 00:01:57.675000,Green,Track,7.509,12.723,11.537,15.932,15.365,2.139,0.551,7.638,18.363,15.15,5.574,4.208,148.49
55,DPi,Ryan Hunter-Reay,1,1:58.005,1900-01-01 00:01:58.005000,Green,Track,7.556,10.729,11.422,15.673,14.5,2.039,0.531,7.583,18.476,15.272,5.609,4.167,154.083
84,DPi,Simon Trummer,1,1:58.580,1900-01-01 00:01:58.580000,Green,Track,7.688,9.897,11.055,15.512,14.487,2.144,0.555,7.511,18.3,15.316,5.66,4.257,147.42
10,DPi,Renger Van Der Zande,1,1:58.858,1900-01-01 00:01:58.858000,Green,Track,7.575,10.583,11.533,15.27,14.527,2.1,0.547,7.452,18.598,15.417,5.71,4.212,149.576
85,DPi,Misha Goikhberg,1,1:59.711,1900-01-01 00:01:59.711000,Green,Track,7.256,9.807,10.664,15.201,14.325,2.106,0.546,7.612,18.523,15.931,5.514,4.37,149.85
50,DPi,Will Owen,1,2:00.040,1900-01-01 00:02:00.040000,Green,Track,7.481,9.845,11.339,15.077,14.331,2.08,0.539,7.676,18.773,15.819,5.608,4.565,151.796
911,GTLM,Patrick Pilet,1,2:00.667,1900-01-01 00:02:00.667000,Green,Track,6.852,8.404,7.598,12.928,12.923,2.215,0.575,8.376,17.109,15.868,5.663,4.556,142.292
54,DPi,Jonathan Bennett,1,2:01.703,1900-01-01 00:02:01.703000,Green,Track,7.21,10.022,10.293,14.793,14.138,2.033,0.534,8.05,18.61,16.74,5.814,4.614,153.218
4,GTLM,Tommy Milner,1,2:01.958,1900-01-01 00:02:01.958000,Green,Track,6.992,9.359,7.81,13.714,14.072,2.24,0.582,8.436,17.129,16.559,5.875,4.615,140.581
66,GTLM,Sebastien Bourdais,1,2:02.249,1900-01-01 00:02:02.249000,Green,Track,7.208,9.437,8.924,14.23,14.521,2.293,0.595,8.508,17.403,16.587,5.879,4.647,137.51
912,GTLM,Laurens Vanthoor,1,2:02.632,1900-01-01 00:02:02.632000,Green,Track,7.195,9.146,8.576,14.052,14.231,2.254,0.587,8.369,17.912,16.677,5.891,4.713,139.384
25,GTLM,Connor De Phillippi,1,2:03.239,1900-01-01 00:02:03.239000,Green,Track,6.951,8.842,7.725,13.274,13.864,2.237,0.58,8.272,17.681,16.988,5.989,4.715,141.066
24,GTLM,Jesse Krohn,1,2:03.518,1900-01-01 00:02:03.518000,Green,Track,7.025,9.126,8.533,13.743,14.2,2.237,0.584,8.622,17.609,17.24,6.017,4.719,140.1
52,LMP2,Eric Lux,1,2:03.678,1900-01-01 00:02:03.678000,Green,Track,7.431,9.25,9.679,15.068,14.804,2.217,0.576,8.41,17.929,17.147,6.112,5.198,142.045
3,GTLM,Jan Magnussen,1,2:03.791,1900-01-01 00:02:03.791000,Green,Track,6.853,8.78,7.387,13.304,13.837,2.227,0.618,8.431,17.673,17.14,6.093,4.636,132.392
67,GTLM,Ryan Briscoe,1,2:04.162,1900-01-01 00:02:04.162000,Green,Track,7.056,8.714,8.025,13.685,13.981,2.262,0.586,8.523,18.212,17.029,6.164,4.646,139.621
14,GTD,Richard Heistand,1,2:04.512,1900-01-01 00:02:04.512000,Green,Track,6.403,9.97,8.951,11.441,11.733,2.235,0.586,7.966,17.808,16.983,6.13,4.731,139.621
19,GTD,Will Hardeman,1,2:05.004,1900-01-01 00:02:05.004000,Green,Track,6.403,9.438,8.047,11.308,11.421,2.24,0.588,8.147,17.513,17.122,6.026,4.846,139.147
33,GTD,Ben Keating,1,2:05.700,1900-01-01 00:02:05.700000,Green,Track,6.755,9.647,8.531,11.696,11.654,2.272,0.589,7.833,17.842,17.222,6.107,5.452,138.91
86,GTD,Trent Hindman,1,2:05.677,1900-01-01 00:02:05.677000,Green,Track,5.734,9.167,7.338,10.952,10.532,2.228,0.589,8.164,17.987,16.29,6.171,5.207,138.91
76,GTD,Matt Plumb,1,2:05.955,1900-01-01 00:02:05.955000,Green,Track,5.868,9.147,7.721,10.865,10.829,2.226,0.585,8.161,18.442,16.336,6.236,4.995,139.86
57,GTD,Christina Nielsen,1,2:05.958,1900-01-01 00:02:05.958000,Green,Track,5.225,8.483,6.666,9.969,10.156,2.205,0.576,7.992,18.277,16.399,6.264,4.774,142.045
12,GTD,Frank Montecalvo,1,2:06.285,1900-01-01 00:02:06.285000,Green,Track,6.712,9.506,8.4,11.469,11.828,2.245,0.589,8.229,19.259,16.321,6.157,4.823,138.91
9,GTD,Zacharie Robichon,1,2:06.412,1900-01-01 00:02:06.412000,Green,Track,6.239,9.376,8.027,11.16,11.434,2.24,0.589,8.081,18.137,16.562,6.057,5.968,138.91
8,GTD,Parker Chase,1,2:06.621,1900-01-01 00:02:06.621000,Green,Track,5.822,8.968,6.864,10.519,10.962,2.274,0.59,8.229,18.75,16.553,6.104,4.86,138.675
48,GTD,Ryan Hardwick,1,2:07.080,1900-01-01 00:02:07.080000,Green,Track,6.143,9.212,7.773,10.915,11.194,2.235,0.609,8.341,19.289,16.641,6.16,4.854,134.348
74,GTD,Gar Robinson V,1,2:07.386,1900-01-01 00:02:07.386000,Green,Track,5.262,8.625,6.927,10.279,10.253,2.22,0.582,8.364,18.995,16.993,5.968,4.854,140.581
63,GTD,Cooper MacNeil,1,2:07.605,1900-01-01 00:02:07.605000,Green,Track,5.552,8.85,6.888,10.755,10.531,2.213,0.609,8.366,19.097,17.098,6.027,4.776,134.348
73,GTD,Marco Seefried,1,2:08.038,1900-01-01 00:02:08.038000,Green,Track,5.221,8.297,6.853,9.812,10.22,2.232,0.593,8.485,18.827,17.061,6.04,4.841,137.973
44,GTD,John Potter,1,2:08.233,1900-01-01 00:02:08.233000,Green,Track,5.143,8.575,6.809,10.251,10.308,2.232,0.591,8.417,19.295,17.063,6.177,4.702,138.44
38,LMP2,Cameron Cassels,1,2:52.345,1900-01-01 00:02:52.345000,Green,Pit,7.217,9.771,9.146,14.392,14.361,2.185,0.571,8.6,28.351,39.529,12.304,14.772,143.289
96,GTD,Robby Foley,1,3:03.475,1900-01-01 00:03:03.475000,Green,Pit,6.282,9.448,7.775,11.205,10.931,2.206,0.576,7.976,23.718,17.87,7.258,55.279,142.045
77,DPi,Oliver Jarvis,2,1:13.781,1900-01-01 00:03:04.671000,Green,Track,3.719,6.195,3.876,7.886,6.764,1.792,0.485,6.629,13.773,13.356,5.199,4.107,168.697
6,DPi,Dane Cameron,2,1:14.159,1900-01-01 00:03:05.465000,Green,Track,3.76,6.23,3.889,7.848,6.728,1.767,0.477,6.8,13.869,13.371,5.243,4.177,171.527
31,DPi,Pipo Derani,2,1:15.042,1900-01-01 00:03:07.675000,Green,Track,3.829,6.491,3.965,7.969,6.918,1.821,0.491,6.573,13.844,13.684,5.315,4.142,166.636
5,DPi,Joao Barbosa,2,1:16.095,1900-01-01 00:03:12.757000,Green,Track,3.909,6.466,4.014,8.151,6.977,1.838,0.494,6.783,14.033,13.926,5.32,4.184,165.624
55,DPi,Ryan Hunter-Reay,2,1:15.091,1900-01-01 00:03:13.096000,Green,Track,3.786,6.526,3.972,8.037,6.681,1.769,0.477,6.67,14.102,13.669,5.311,4.091,171.527
7,DPi,Helio Castroneves,2,1:16.042,1900-01-01 00:03:13.717000,Green,Track,3.824,6.537,3.907,8.171,6.835,1.795,0.486,7.094,14.138,13.741,5.301,4.213,168.35
84,DPi,Simon Trummer,2,1:16.091,1900-01-01 00:03:14.671000,Green,Track,3.941,6.59,4.061,8.039,6.943,1.827,0.493,6.684,14.127,13.876,5.241,4.269,165.96
10,DPi,Renger Van Der Zande,2,1:16.208,1900-01-01 00:03:15.066000,Green,Track,3.908,6.682,4.104,7.888,6.9,1.802,0.486,6.801,14.201,13.924,5.328,4.184,168.35
50,DPi,Will Owen,2,1:16.323,1900-01-01 00:03:16.363000,Green,Track,4.015,6.694,4.09,8.063,6.983,1.838,0.496,6.736,14.13,13.784,5.255,4.239,164.956
85,DPi,Misha Goikhberg,2,1:17.344,1900-01-01 00:03:17.055000,Green,Track,3.934,6.717,4.118,8.411,7.044,1.84,0.492,7.111,14.459,13.81,5.281,4.127,166.297
54,DPi,Jonathan Bennett,2,1:20.102,1900-01-01 00:03:21.805000,Green,Track,3.937,6.948,4.316,8.566,7.009,1.862,0.497,7.265,15.156,14.656,5.563,4.327,164.624
911,GTLM,Patrick Pilet,2,1:22.521,1900-01-01 00:03:23.188000,Green,Track,4.341,7.123,4.363,8.412,7.536,1.974,0.533,7.687,15.141,15.184,5.65,4.577,153.505
4,GTLM,Tommy Milner,2,1:21.478,1900-01-01 00:03:23.436000,Green,Track,4.233,7.013,4.441,8.511,7.445,1.941,0.522,7.126,14.997,15.179,5.619,4.451,156.74
66,GTLM,Sebastien Bourdais,2,1:21.549,1900-01-01 00:03:23.798000,Green,Track,4.274,7.21,4.369,8.537,7.537,1.962,0.523,7.161,14.94,14.988,5.548,4.5,156.44
912,GTLM,Laurens Vanthoor,2,1:21.613,1900-01-01 00:03:24.245000,Green,Track,4.307,7.221,4.387,8.372,7.447,1.93,0.52,7.3,14.955,15.112,5.551,4.511,157.343
25,GTLM,Connor De Phillippi,2,1:21.370,1900-01-01 00:03:24.609000,Green,Track,4.208,7.186,4.406,8.249,7.402,1.921,0.516,7.261,15.011,15.204,5.558,4.448,158.562
24,GTLM,Jesse Krohn,2,1:21.379,1900-01-01 00:03:24.897000,Green,Track,4.249,7.294,4.407,8.246,7.428,1.924,0.516,7.257,14.793,15.186,5.623,4.456,158.562
3,GTLM,Jan Magnussen,2,1:22.355,1900-01-01 00:03:26.146000,Green,Track,4.336,7.366,4.537,8.656,7.466,1.946,0.522,7.224,15.14,15.054,5.565,4.543,156.74
67,GTLM,Ryan Briscoe,2,1:22.527,1900-01-01 00:03:26.689000,Green,Track,4.472,7.508,4.47,8.569,7.543,1.962,0.528,7.253,14.918,15.274,5.534,4.496,154.959
52,LMP2,Eric Lux,2,1:23.982,1900-01-01 00:03:27.660000,Green,Track,4.616,7.788,4.72,8.882,7.202,1.913,0.563,7.827,15.494,14.981,5.645,4.351,145.325
14,GTD,Richard Heistand,2,1:24.011,1900-01-01 00:03:28.523000,Green,Track,4.44,7.602,4.603,8.87,7.738,2.007,0.541,7.282,15.492,15.206,5.629,4.601,151.235
19,GTD,Will Hardeman,2,1:24.580,1900-01-01 00:03:29.584000,Green,Track,4.442,7.633,4.493,8.749,7.687,1.991,0.535,7.546,15.637,15.498,5.763,4.606,152.931
86,GTD,Trent Hindman,2,1:24.085,1900-01-01 00:03:29.762000,Green,Track,4.416,7.511,4.404,8.51,7.637,1.98,0.534,7.808,15.41,15.468,5.83,4.577,153.218
57,GTD,Christina Nielsen,2,1:25.297,1900-01-01 00:03:31.255000,Green,Track,4.429,7.811,4.537,8.847,7.685,1.99,0.532,7.325,15.554,15.873,5.924,4.79,153.794
33,GTD,Ben Keating,2,1:25.866,1900-01-01 00:03:31.566000,Green,Track,4.633,7.62,4.591,9.307,7.807,2.042,0.543,7.313,15.587,15.825,5.909,4.689,150.678
12,GTD,Frank Montecalvo,2,1:25.518,1900-01-01 00:03:31.803000,Green,Track,4.469,7.918,4.459,9.067,7.749,1.998,0.536,7.329,15.589,15.774,5.926,4.704,152.646
76,GTD,Matt Plumb,2,1:26.232,1900-01-01 00:03:32.187000,Green,Track,4.609,7.997,4.613,9.063,7.93,2.023,0.545,7.436,15.683,15.675,5.951,4.707,150.125
8,GTD,Parker Chase,2,1:27.120,1900-01-01 00:03:33.741000,Green,Track,4.556,7.725,4.589,8.873,7.88,2.024,0.557,7.55,16.287,16.1,5.999,4.98,146.891
9,GTD,Zacharie Robichon,2,1:27.563,1900-01-01 00:03:33.975000,Green,Track,5.032,7.744,4.584,8.83,7.688,2.019,0.544,7.65,16.363,15.895,6.035,5.179,150.401
48,GTD,Ryan Hardwick,2,1:27.099,1900-01-01 00:03:34.179000,Green,Track,4.472,8.268,4.519,8.883,7.679,1.97,0.528,7.431,16.466,15.925,5.949,5.009,154.959
74,GTD,Gar Robinson V,2,1:26.991,1900-01-01 00:03:34.377000,Green,Track,4.587,8.082,4.554,8.994,7.768,2.008,0.539,7.69,15.955,15.884,6.05,4.88,151.796
63,GTD,Cooper MacNeil,2,1:26.941,1900-01-01 00:03:34.546000,Green,Track,4.393,8.627,4.548,8.721,7.638,1.98,0.53,7.816,15.924,15.895,6.034,4.835,154.374
73,GTD,Marco Seefried,2,1:26.835,1900-01-01 00:03:34.873000,Green,Track,4.553,8.065,4.505,8.976,7.662,2.0,0.537,7.888,15.85,16.008,5.913,4.878,152.362
44,GTD,John Potter,2,1:27.149,1900-01-01 00:03:35.382000,Green,Track,4.542,8.152,4.612,8.914,7.759,1.996,0.533,7.688,16.427,15.877,5.979,4.67,153.505
77,DPi,Oliver Jarvis,3,1:13.430,1900-01-01 00:04:18.101000,Green,Track,3.685,6.254,3.859,7.884,6.768,1.794,0.484,6.525,13.695,13.214,5.177,4.091,169.046
6,DPi,Dane Cameron,3,1:13.314,1900-01-01 00:04:18.779000,Green,Track,3.752,6.17,3.873,7.923,6.773,1.782,0.48,6.52,13.62,13.099,5.186,4.136,170.455
31,DPi,Pipo Derani,3,1:14.350,1900-01-01 00:04:22.025000,Green,Track,3.775,6.299,3.926,7.939,6.924,1.817,0.489,6.567,13.797,13.424,5.247,4.146,167.317
55,DPi,Ryan Hunter-Reay,3,1:13.993,1900-01-01 00:04:27.089000,Green,Track,3.798,6.32,3.892,8.014,6.731,1.79,0.482,6.562,13.78,13.317,5.23,4.077,169.747
5,DPi,Joao Barbosa,3,1:16.035,1900-01-01 00:04:28.792000,Green,Track,3.795,6.352,3.988,8.002,6.977,1.837,0.492,6.96,14.188,13.864,5.327,4.253,166.297
7,DPi,Helio Castroneves,3,1:15.491,1900-01-01 00:04:29.208000,Green,Track,3.819,6.293,3.912,8.014,6.855,1.796,0.484,6.782,14.199,13.77,5.352,4.215,169.046
84,DPi,Simon Trummer,3,1:15.811,1900-01-01 00:04:30.482000,Green,Track,3.825,6.437,4.027,8.059,6.99,1.828,0.491,6.465,14.118,14.029,5.312,4.23,166.636
10,DPi,Renger Van Der Zande,3,1:15.846,1900-01-01 00:04:30.912000,Green,Track,3.831,6.489,4.017,7.982,6.93,1.815,0.49,6.731,13.96,14.003,5.402,4.196,166.976
50,DPi,Will Owen,3,1:14.949,1900-01-01 00:04:31.312000,Green,Track,3.847,6.405,3.959,7.927,6.908,1.816,0.489,6.429,13.747,13.914,5.312,4.196,167.317
85,DPi,Misha Goikhberg,3,1:15.154,1900-01-01 00:04:32.209000,Green,Track,3.803,6.385,3.991,8.207,6.933,1.832,0.492,6.718,13.877,13.543,5.202,4.171,166.297
54,DPi,Jonathan Bennett,3,1:17.950,1900-01-01 00:04:39.755000,Green,Track,3.86,6.62,4.122,8.377,6.844,1.784,0.48,7.037,14.751,14.207,5.587,4.281,170.455
911,GTLM,Patrick Pilet,3,1:20.372,1900-01-01 00:04:43.560000,Green,Track,4.313,7.158,4.289,8.341,7.478,1.96,0.528,7.064,14.547,14.781,5.419,4.494,154.959
4,GTLM,Tommy Milner,3,1:20.789,1900-01-01 00:04:44.225000,Green,Track,4.169,7.543,4.336,8.368,7.444,1.951,0.524,7.126,14.667,14.608,5.541,4.512,156.142
66,GTLM,Sebastien Bourdais,3,1:21.109,1900-01-01 00:04:44.907000,Green,Track,4.155,7.287,4.42,8.458,7.583,1.97,0.523,7.231,14.696,14.777,5.479,4.53,156.44
912,GTLM,Laurens Vanthoor,3,1:21.678,1900-01-01 00:04:45.923000,Green,Track,4.196,7.14,4.392,8.495,7.415,1.933,0.518,7.378,15.324,14.92,5.498,4.469,157.95
24,GTLM,Jesse Krohn,3,1:21.385,1900-01-01 00:04:46.282000,Green,Track,4.127,7.026,4.31,8.481,7.381,1.932,0.517,7.246,15.266,15.128,5.514,4.457,158.256
25,GTLM,Connor De Phillippi,3,1:22.163,1900-01-01 00:04:46.772000,Green,Track,4.122,7.231,4.41,8.327,7.376,1.912,0.513,7.237,15.798,15.27,5.473,4.494,159.49
3,GTLM,Jan Magnussen,3,1:21.048,1900-01-01 00:04:47.194000,Green,Track,4.248,7.137,4.4,8.296,7.463,1.95,0.524,7.117,14.982,14.967,5.465,4.499,156.142
67,GTLM,Ryan Briscoe,3,1:21.234,1900-01-01 00:04:47.923000,Green,Track,4.221,7.131,4.299,8.342,7.502,1.955,0.525,7.1,15.181,15.038,5.431,4.509,155.844
52,LMP2,Eric Lux,3,1:21.880,1900-01-01 00:04:49.540000,Green,Track,4.067,7.332,4.406,8.598,7.192,1.848,0.495,7.45,15.342,14.984,5.605,4.561,165.289
14,GTD,Richard Heistand,3,1:21.995,1900-01-01 00:04:50.518000,Green,Track,4.278,7.259,4.36,8.431,7.731,2.014,0.54,7.039,15.067,15.126,5.565,4.585,151.515
86,GTD,Trent Hindman,3,1:21.579,1900-01-01 00:04:51.341000,Green,Track,4.331,7.402,4.384,8.387,7.686,2.004,0.538,7.003,14.765,15.02,5.459,4.6,152.078
19,GTD,Will Hardeman,3,1:23.505,1900-01-01 00:04:53.089000,Green,Track,4.346,7.303,4.374,8.924,7.755,2.006,0.537,7.42,15.223,15.308,5.702,4.607,152.362
57,GTD,Christina Nielsen,3,1:23.807,1900-01-01 00:04:55.062000,Green,Track,4.33,7.461,4.431,8.636,7.729,2.0,0.536,7.214,15.251,15.586,5.911,4.722,152.646
33,GTD,Ben Keating,3,1:23.847,1900-01-01 00:04:55.413000,Green,Track,4.354,7.46,4.487,8.655,7.745,2.036,0.548,7.372,15.178,15.631,5.695,4.686,149.303
12,GTD,Frank Montecalvo,3,1:24.495,1900-01-01 00:04:56.298000,Green,Track,4.344,7.487,4.48,8.646,7.704,1.993,0.535,7.415,15.278,16.151,5.765,4.697,152.931
76,GTD,Matt Plumb,3,1:24.605,1900-01-01 00:04:56.792000,Green,Track,4.374,7.414,4.508,8.672,7.718,2.009,0.542,7.315,15.343,16.045,5.945,4.72,150.956
9,GTD,Zacharie Robichon,3,1:23.580,1900-01-01 00:04:57.555000,Green,Track,4.523,7.515,4.507,8.677,7.704,2.014,0.542,7.305,15.123,15.317,5.738,4.615,150.956
8,GTD,Parker Chase,3,1:24.689,1900-01-01 00:04:58.430000,Green,Track,4.497,7.468,4.539,8.732,7.899,2.057,0.554,7.511,15.455,15.437,5.803,4.737,147.686
48,GTD,Ryan Hardwick,3,1:24.756,1900-01-01 00:04:58.935000,Green,Track,4.541,7.796,4.429,8.774,7.738,1.997,0.534,7.526,15.609,15.345,5.757,4.71,153.218
74,GTD,Gar Robinson V,3,1:25.065,1900-01-01 00:04:59.442000,Green,Track,4.544,7.822,4.518,8.812,7.794,2.018,0.542,7.563,15.46,15.616,5.69,4.686,150.956
73,GTD,Marco Seefried,3,1:24.843,1900-01-01 00:04:59.716000,Green,Track,4.491,7.666,4.433,8.862,7.782,2.024,0.545,7.631,15.402,15.616,5.695,4.696,150.125
63,GTD,Cooper MacNeil,3,1:25.567,1900-01-01 00:05:00.113000,Green,Track,4.521,7.77,4.551,9.241,7.857,2.007,0.536,7.622,15.445,15.545,5.77,4.702,152.646
44,GTD,John Potter,3,1:25.511,1900-01-01 00:05:00.893000,Green,Track,4.376,7.593,4.551,8.862,7.817,2.029,0.545,7.848,15.514,15.846,5.824,4.706,150.125
77,DPi,Oliver Jarvis,4,1:12.999,1900-01-01 00:05:31.100000,Green,Track,3.661,6.173,3.852,7.841,6.753,1.787,0.484,6.438,13.541,13.191,5.154,4.124,169.046
6,DPi,Dane Cameron,4,1:12.846,1900-01-01 00:05:31.625000,Green,Track,3.703,6.071,3.841,7.739,6.74,1.772,0.479,6.451,13.587,13.146,5.226,4.091,170.81
31,DPi,Pipo Derani,4,1:14.421,1900-01-01 00:05:36.446000,Green,Track,3.777,6.099,3.909,7.869,6.905,1.809,0.488,6.477,13.699,13.908,5.325,4.156,167.66
55,DPi,Ryan Hunter-Reay,4,1:12.680,1900-01-01 00:05:39.769000,Green,Track,3.701,5.993,3.856,7.837,6.758,1.789,0.484,6.393,13.506,13.256,5.088,4.019,169.046
5,DPi,Joao Barbosa,4,1:14.404,1900-01-01 00:05:43.196000,Green,Track,3.828,6.301,3.975,7.912,6.931,1.825,0.492,6.522,13.662,13.572,5.247,4.137,166.297
7,DPi,Helio Castroneves,4,1:14.719,1900-01-01 00:05:43.927000,Green,Track,3.791,6.337,3.973,7.86,6.806,1.783,0.481,6.867,13.877,13.578,5.193,4.173,170.1
84,DPi,Simon Trummer,4,1:14.647,1900-01-01 00:05:45.129000,Green,Track,3.802,6.43,3.995,7.888,6.941,1.826,0.492,6.383,13.885,13.613,5.232,4.16,166.297
10,DPi,Renger Van Der Zande,4,1:15.026,1900-01-01 00:05:45.938000,Green,Track,3.813,6.375,4.016,7.847,6.928,1.818,0.491,6.684,13.848,13.694,5.338,4.174,166.636
50,DPi,Will Owen,4,1:15.052,1900-01-01 00:05:46.364000,Green,Track,3.853,6.493,3.957,7.806,6.879,1.804,0.485,6.584,13.921,13.779,5.293,4.198,168.697
85,DPi,Misha Goikhberg,4,1:14.901,1900-01-01 00:05:47.110000,Green,Track,3.824,6.374,3.978,8.205,6.995,1.834,0.494,6.582,13.674,13.505,5.285,4.151,165.624
54,DPi,Jonathan Bennett,4,1:17.626,1900-01-01 00:05:57.381000,Green,Track,3.822,6.829,4.064,8.341,6.817,1.78,0.48,6.8,14.575,14.319,5.495,4.304,170.455
4,GTLM,Tommy Milner,4,1:19.819,1900-01-01 00:06:04.044000,Green,Track,4.182,6.864,4.296,8.213,7.447,1.945,0.524,6.997,14.78,14.651,5.459,4.461,156.142
66,GTLM,Sebastien Bourdais,4,1:19.933,1900-01-01 00:06:04.840000,Green,Track,4.188,7.011,4.301,8.262,7.575,1.972,0.53,6.9,14.5,14.672,5.474,4.548,154.374
912,GTLM,Laurens Vanthoor,4,1:19.971,1900-01-01 00:06:05.894000,Green,Track,4.193,6.994,4.33,8.323,7.446,1.947,0.525,7.072,14.533,14.633,5.533,4.442,155.844
24,GTLM,Jesse Krohn,4,1:20.063,1900-01-01 00:06:06.345000,Green,Track,4.142,7.091,4.302,8.252,7.423,1.925,0.519,7.115,14.601,14.792,5.439,4.462,157.646
25,GTLM,Connor De Phillippi,4,1:20.344,1900-01-01 00:06:07.116000,Green,Track,4.135,7.076,4.345,8.283,7.426,1.936,0.52,7.021,14.67,14.916,5.524,4.492,157.343
3,GTLM,Jan Magnussen,4,1:20.656,1900-01-01 00:06:07.850000,Green,Track,4.209,7.09,4.462,8.29,7.45,1.944,0.523,7.076,14.844,14.829,5.448,4.491,156.44
67,GTLM,Ryan Briscoe,4,1:20.657,1900-01-01 00:06:08.580000,Green,Track,4.217,7.153,4.343,8.396,7.535,1.963,0.529,6.998,14.757,14.813,5.442,4.511,154.666
911,GTLM,Patrick Pilet,4,1:27.289,1900-01-01 00:06:10.849000,Green,Pit,4.186,7.107,4.285,8.277,7.466,1.96,0.529,6.994,14.732,14.706,6.16,10.887,154.666
52,LMP2,Eric Lux,4,1:21.415,1900-01-01 00:06:10.955000,Green,Track,4.195,7.356,4.362,8.504,7.182,1.853,0.496,7.265,15.222,14.845,5.711,4.424,164.956
14,GTD,Richard Heistand,4,1:21.415,1900-01-01 00:06:11.933000,Green,Track,4.279,7.183,4.319,8.304,7.683,2.01,0.539,7.114,14.862,14.916,5.645,4.561,151.796
86,GTD,Trent Hindman,4,1:21.102,1900-01-01 00:06:12.443000,Green,Track,4.192,7.271,4.336,8.232,7.619,1.993,0.534,7.054,14.682,15.024,5.55,4.615,153.218
19,GTD,Will Hardeman,4,1:22.804,1900-01-01 00:06:15.893000,Green,Track,4.349,7.453,4.42,8.611,7.73,2.012,0.539,7.044,15.015,15.361,5.659,4.611,151.796
57,GTD,Christina Nielsen,4,1:23.252,1900-01-01 00:06:18.314000,Green,Track,4.312,7.295,4.328,8.542,7.673,2.002,0.537,7.188,15.173,15.507,5.981,4.714,152.362
33,GTD,Ben Keating,4,1:23.262,1900-01-01 00:06:18.675000,Green,Track,4.33,7.48,4.479,8.42,7.757,2.044,0.548,7.275,15.226,15.386,5.668,4.649,149.303
12,GTD,Frank Montecalvo,4,1:22.760,1900-01-01 00:06:19.058000,Green,Track,4.34,7.347,4.355,8.423,7.674,2.007,0.541,7.105,15.146,15.393,5.782,4.647,151.235
76,GTD,Matt Plumb,4,1:22.591,1900-01-01 00:06:19.383000,Green,Track,4.361,7.369,4.441,8.397,7.708,2.021,0.544,7.149,14.936,15.354,5.761,4.55,150.401
9,GTD,Zacharie Robichon,4,1:22.177,1900-01-01 00:06:19.732000,Green,Track,4.301,7.403,4.429,8.369,7.683,2.016,0.543,7.056,14.913,15.133,5.731,4.6,150.678
8,GTD,Parker Chase,4,1:23.341,1900-01-01 00:06:21.771000,Green,Track,4.418,7.441,4.534,8.468,7.828,2.039,0.544,7.327,15.097,15.204,5.71,4.731,150.401
48,GTD,Ryan Hardwick,4,1:23.408,1900-01-01 00:06:22.343000,Green,Track,4.311,7.431,4.462,8.75,7.753,2.0,0.536,7.285,15.253,15.239,5.703,4.685,152.646
73,GTD,Marco Seefried,4,1:23.129,1900-01-01 00:06:22.845000,Green,Track,4.394,7.432,4.464,8.484,7.64,1.984,0.533,7.323,15.239,15.29,5.566,4.78,153.505
74,GTD,Gar Robinson V,4,1:23.904,1900-01-01 00:06:23.346000,Green,Track,4.383,7.43,4.487,8.643,7.695,2.009,0.544,7.623,15.339,15.446,5.642,4.663,150.401
63,GTD,Cooper MacNeil,4,1:23.602,1900-01-01 00:06:23.715000,Green,Track,4.357,7.409,4.456,8.578,7.65,1.99,0.532,7.317,15.538,15.34,5.726,4.709,153.794
44,GTD,John Potter,4,1:23.891,1900-01-01 00:06:24.784000,Green,Track,4.359,7.465,4.378,8.613,7.75,2.006,0.538,7.17,15.503,15.571,5.843,4.695,152.078
77,DPi,Oliver Jarvis,5,1:12.500,1900-01-01 00:06:43.600000,Green,Track,3.673,6.039,3.874,7.701,6.764,1.79,0.483,6.315,13.481,13.165,5.126,4.089,169.396
6,DPi,Dane Cameron,5,1:12.539,1900-01-01 00:06:44.164000,Green,Track,3.704,6.018,3.809,7.702,6.75,1.776,0.478,6.438,13.453,13.115,5.136,4.16,171.168
31,DPi,Pipo Derani,5,1:13.273,1900-01-01 00:06:49.719000,Green,Track,3.794,6.1,3.866,7.79,6.891,1.812,0.487,6.448,13.45,13.292,5.185,4.158,168.004
55,DPi,Ryan Hunter-Reay,5,1:12.687,1900-01-01 00:06:52.456000,Green,Track,3.664,6.069,3.869,7.711,6.765,1.79,0.482,6.41,13.491,13.278,5.098,4.06,169.747
5,DPi,Joao Barbosa,5,1:14.526,1900-01-01 00:06:57.722000,Green,Track,3.794,6.272,3.984,7.879,6.918,1.824,0.49,6.696,13.621,13.583,5.311,4.154,166.976
