Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,SP5
48,GTD,Ryan Hardwick,16,1:23.296,1900-01-01 00:23:06.584000,Green,Track,4.295,7.357,4.322,8.789,7.686,1.98,0.53,7.221,15.351,15.334,5.802,4.629,154.374
31,DPi,Pipo Derani,18,1:14.087,1900-01-01 00:23:09.313000,Green,Track,3.793,6.092,3.879,7.95,6.869,1.801,0.482,6.512,13.746,13.537,5.292,4.134,169.747
44,GTD,John Potter,16,1:24.710,1900-01-01 00:23:15.881000,Green,Track,4.467,7.739,4.426,8.594,7.726,2.001,0.536,7.111,15.517,15.859,6.079,4.655,152.646
7,DPi,Helio Castroneves,18,1:15.328,1900-01-01 00:23:18.140000,Green,Track,3.87,6.586,3.941,8.127,6.802,1.78,0.479,6.61,13.982,13.617,5.302,4.232,170.81
4,GTLM,Tommy Milner,17,1:20.056,1900-01-01 00:23:21.387000,Green,Track,4.147,7.036,4.296,8.225,7.49,1.944,0.522,6.901,14.726,14.766,5.53,4.473,156.74
66,GTLM,Sebastien Bourdais,17,1:20.829,1900-01-01 00:23:22.716000,Green,Track,4.141,7.196,4.322,8.343,7.488,1.95,0.523,6.856,14.98,14.958,5.502,4.57,156.44
912,GTLM,Laurens Vanthoor,17,1:20.735,1900-01-01 00:23:23.244000,Green,Track,4.286,7.186,4.308,8.215,7.43,1.934,0.52,6.856,14.826,14.983,5.705,4.486,157.343
5,DPi,Joao Barbosa,18,1:15.654,1900-01-01 00:23:23.401000,Green,Track,3.835,6.362,3.962,7.866,6.884,1.804,0.486,6.656,14.036,14.107,5.381,4.275,168.35
24,GTLM,Jesse Krohn,17,1:20.489,1900-01-01 00:23:24.354000,Green,Track,4.144,7.141,4.295,8.35,7.458,1.932,0.52,6.8,14.8,14.953,5.648,4.448,157.343
25,GTLM,Connor De Phillippi,17,1:20.303,1900-01-01 00:23:29.241000,Green,Track,4.166,7.083,4.301,8.291,7.449,1.942,0.522,6.931,14.682,14.883,5.562,4.491,156.74
84,DPi,Simon Trummer,18,1:17.471,1900-01-01 00:23:29.554000,Green,Track,3.796,6.44,3.979,7.947,6.885,1.805,0.485,7.112,14.83,14.507,5.497,4.188,168.697
3,GTLM,Jan Magnussen,17,1:20.878,1900-01-01 00:23:30.254000,Green,Track,4.142,7.109,4.313,8.347,7.411,1.933,0.518,7.023,14.867,15.057,5.663,4.495,157.95
10,DPi,Renger Van Der Zande,18,1:16.283,1900-01-01 00:23:31.142000,Green,Track,3.846,6.433,4.105,8.259,6.939,1.816,0.49,6.63,13.974,14.103,5.48,4.208,166.976
50,DPi,Will Owen,18,1:15.729,1900-01-01 00:23:31.626000,Green,Track,3.816,6.483,3.944,7.976,6.831,1.79,0.481,6.623,14.051,14.048,5.558,4.128,170.1
54,DPi,Colin Braun,17,1:15.358,1900-01-01 00:23:33.226000,Green,Track,3.683,6.483,3.89,7.965,6.715,1.736,0.467,6.531,14.274,14.069,5.345,4.2,175.2
85,DPi,Misha Goikhberg,18,1:17.117,1900-01-01 00:23:34.301000,Green,Track,3.78,6.519,3.996,8.069,6.902,1.804,0.487,6.878,14.287,14.773,5.41,4.212,168.004
67,GTLM,Ryan Briscoe,17,1:22.290,1900-01-01 00:23:35.386000,Green,Track,4.207,7.186,4.369,8.32,7.543,1.965,0.527,7.169,14.94,15.708,5.712,4.644,155.253
911,GTLM,Patrick Pilet,17,1:20.479,1900-01-01 00:23:48.243000,Green,Track,4.161,7.046,4.261,8.303,7.499,1.956,0.527,6.855,14.874,14.952,5.582,4.463,155.253
86,GTD,Trent Hindman,17,1:21.668,1900-01-01 00:24:02.541000,Green,Track,4.268,7.225,4.368,8.381,7.608,1.994,0.0,6.984,15.009,15.029,5.648,4.617,0.0
14,GTD,Richard Heistand,17,1:22.596,1900-01-01 00:24:07.348000,Green,Track,4.263,7.249,4.355,8.489,7.684,2.01,0.541,7.006,15.251,15.3,5.792,4.656,151.235
6,DPi,Dane Cameron,19,1:15.243,1900-01-01 00:24:07.629000,Green,Track,3.827,6.229,4.017,8.283,6.807,1.776,0.484,6.547,13.951,13.846,5.319,4.157,169.046
52,LMP2,Eric Lux,17,1:23.065,1900-01-01 00:24:12.909000,Green,Track,4.163,7.296,4.445,8.849,7.159,1.847,0.498,7.412,15.678,15.424,5.708,4.586,164.294
77,DPi,Oliver Jarvis,19,1:16.027,1900-01-01 00:24:14.590000,Green,Track,3.748,6.296,4.039,8.458,6.777,1.774,0.478,6.932,14.252,13.729,5.344,4.2,171.168
19,GTD,Will Hardeman,17,1:24.470,1900-01-01 00:24:16.883000,Green,Track,4.397,7.555,4.4,8.61,7.783,2.01,0.539,7.069,15.466,15.942,6.023,4.676,151.796
57,GTD,Christina Nielsen,17,1:23.286,1900-01-01 00:24:18.399000,Green,Track,4.26,7.391,4.319,8.46,7.653,1.992,0.535,7.081,15.602,15.428,5.814,4.751,152.931
9,GTD,Zacharie Robichon,17,1:23.533,1900-01-01 00:24:19.698000,Green,Track,4.288,7.534,4.454,8.528,7.668,2.012,0.541,7.0,15.302,15.718,5.804,4.684,151.235
12,GTD,Frank Montecalvo,17,1:24.157,1900-01-01 00:24:20.090000,Green,Track,4.257,7.439,4.359,8.579,7.711,2.006,0.54,6.992,15.343,16.083,6.146,4.702,151.515
76,GTD,Matt Plumb,17,1:23.273,1900-01-01 00:24:22.897000,Green,Track,4.345,7.445,4.462,8.466,7.717,2.02,0.544,7.068,15.32,15.453,5.818,4.615,150.401
55,DPi,Ryan Hunter-Reay,19,1:16.893,1900-01-01 00:24:23.545000,Green,Track,3.78,6.411,3.896,8.196,6.781,1.773,0.479,6.623,14.706,14.261,5.68,4.307,170.81
33,GTD,Ben Keating,17,1:23.349,1900-01-01 00:24:23.614000,Green,Track,4.337,7.336,4.38,8.46,7.651,2.006,0.538,7.137,15.491,15.6,5.735,4.678,152.078
73,GTD,Marco Seefried,17,1:22.974,1900-01-01 00:24:24.805000,Green,Track,4.348,7.399,4.407,8.44,7.783,2.029,0.548,7.04,15.208,15.347,5.715,4.71,149.303
31,DPi,Pipo Derani,19,1:15.804,1900-01-01 00:24:25.117000,Green,Track,3.77,6.264,3.967,8.104,6.886,1.802,0.484,6.661,14.273,14.052,5.332,4.209,169.046
8,GTD,Parker Chase,17,1:23.468,1900-01-01 00:24:26.509000,Green,Track,4.389,7.397,4.428,8.464,7.784,2.032,0.548,7.219,15.203,15.584,5.696,4.724,149.303
74,GTD,Gar Robinson V,17,1:24.513,1900-01-01 00:24:29.017000,Green,Track,4.334,7.383,4.444,8.891,7.756,2.025,0.544,7.171,16.149,15.517,5.694,4.605,150.401
63,GTD,Cooper MacNeil,17,1:23.377,1900-01-01 00:24:29.636000,Green,Track,4.352,7.484,4.385,8.482,7.654,2.001,0.536,7.098,15.439,15.429,5.836,4.681,152.646
48,GTD,Ryan Hardwick,17,1:23.457,1900-01-01 00:24:30.041000,Green,Track,4.299,7.512,4.322,8.68,7.692,1.989,0.533,7.197,15.347,15.409,5.815,4.662,153.505
7,DPi,Helio Castroneves,19,1:15.190,1900-01-01 00:24:33.330000,Green,Track,3.792,6.343,4.036,7.924,6.816,1.781,0.48,6.648,14.065,13.72,5.331,4.254,170.455
5,DPi,Joao Barbosa,19,1:16.519,1900-01-01 00:24:39.920000,Green,Track,3.937,6.703,4.001,7.93,6.907,1.818,0.488,6.674,13.776,14.678,5.407,4.2,167.66
44,GTD,John Potter,17,1:25.431,1900-01-01 00:24:41.312000,Green,Track,4.397,7.556,4.518,8.92,7.766,2.008,0.539,7.267,15.504,15.925,6.272,4.759,151.796
4,GTLM,Tommy Milner,18,1:20.853,1900-01-01 00:24:42.240000,Green,Track,4.165,7.083,4.313,8.237,7.521,1.958,0.527,7.095,14.904,14.907,5.598,4.545,155.253
66,GTLM,Sebastien Bourdais,18,1:21.127,1900-01-01 00:24:43.843000,Green,Track,4.186,7.136,4.36,8.314,7.494,1.956,0.525,6.968,15.06,15.053,5.524,4.551,155.844
912,GTLM,Laurens Vanthoor,18,1:21.024,1900-01-01 00:24:44.268000,Green,Track,4.325,7.172,4.341,8.342,7.437,1.939,0.521,6.841,14.849,15.18,5.617,4.46,157.041
24,GTLM,Jesse Krohn,18,1:20.512,1900-01-01 00:24:44.866000,Green,Track,4.125,7.105,4.284,8.375,7.463,1.936,0.521,6.844,14.811,14.895,5.687,4.466,157.041
84,DPi,Simon Trummer,19,1:16.453,1900-01-01 00:24:46.007000,Green,Track,3.856,6.966,4.043,7.92,6.916,1.822,0.491,6.649,14.256,13.967,5.363,4.204,166.636
10,DPi,Renger Van Der Zande,19,1:16.690,1900-01-01 00:24:47.832000,Green,Track,3.86,6.755,4.099,8.286,6.983,1.82,0.492,6.495,14.024,14.013,5.614,4.249,166.297
50,DPi,Will Owen,19,1:16.601,1900-01-01 00:24:48.227000,Green,Track,3.812,6.714,4.104,8.213,6.924,1.787,0.481,6.667,14.332,13.939,5.481,4.147,170.1
54,DPi,Colin Braun,18,1:16.353,1900-01-01 00:24:49.579000,Green,Track,3.711,6.434,3.903,7.979,6.69,1.749,0.47,6.872,14.921,14.152,5.311,4.161,174.081
25,GTLM,Connor De Phillippi,18,1:21.745,1900-01-01 00:24:50.986000,Green,Track,4.231,7.544,4.366,8.271,7.469,1.954,0.523,7.075,15.022,15.164,5.576,4.55,156.44
85,DPi,Misha Goikhberg,19,1:16.824,1900-01-01 00:24:51.125000,Green,Track,3.83,6.423,3.991,8.165,6.932,1.815,0.488,6.653,14.566,14.213,5.568,4.18,167.66
3,GTLM,Jan Magnussen,18,1:21.814,1900-01-01 00:24:52.068000,Green,Track,4.176,7.351,4.423,8.705,7.439,1.929,0.517,6.953,15.088,15.08,5.575,4.578,158.256
67,GTLM,Ryan Briscoe,18,1:21.325,1900-01-01 00:24:56.711000,Green,Track,4.243,7.185,4.356,8.308,7.559,1.966,0.528,6.972,15.002,15.12,5.553,4.533,154.959
911,GTLM,Patrick Pilet,18,1:20.329,1900-01-01 00:25:08.572000,Green,Track,4.162,7.086,4.268,8.22,7.532,1.964,0.528,6.83,14.809,14.872,5.551,4.507,154.959
6,DPi,Dane Cameron,20,1:15.221,1900-01-01 00:25:22.850000,Green,Track,3.774,6.225,3.916,7.904,6.789,1.774,0.483,6.521,14.293,14.003,5.398,4.141,169.396
86,GTD,Trent Hindman,18,1:21.961,1900-01-01 00:25:24.502000,Green,Track,4.232,7.228,4.341,8.447,7.656,1.998,0.539,6.97,15.025,15.245,5.675,4.605,151.796
77,DPi,Oliver Jarvis,20,1:14.212,1900-01-01 00:25:28.802000,Green,Track,3.738,6.299,3.884,7.974,6.753,1.773,0.479,6.429,13.7,13.754,5.303,4.126,170.81
14,GTD,Richard Heistand,18,1:23.215,1900-01-01 00:25:30.563000,Green,Track,4.349,7.319,4.357,8.55,7.737,2.023,0.544,6.987,15.277,15.566,5.847,4.659,150.401
52,LMP2,Eric Lux,18,1:22.503,1900-01-01 00:25:35.412000,Green,Track,4.238,7.382,4.534,8.816,7.185,1.853,0.498,7.136,15.178,15.386,5.767,4.53,164.294
19,GTD,Will Hardeman,18,1:23.934,1900-01-01 00:25:40.817000,Green,Track,4.348,7.471,4.385,8.615,7.763,2.013,0.54,7.08,15.382,15.652,5.874,4.811,151.515
55,DPi,Ryan Hunter-Reay,20,1:17.984,1900-01-01 00:25:41.529000,Green,Track,4.012,6.884,4.047,8.059,6.789,1.777,0.479,6.819,14.819,14.123,5.734,4.442,170.81
57,GTD,Christina Nielsen,18,1:23.095,1900-01-01 00:25:41.494000,Green,Track,4.309,7.365,4.33,8.492,7.644,1.992,0.534,7.17,15.338,15.353,5.847,4.721,153.218
31,DPi,Pipo Derani,20,1:17.449,1900-01-01 00:25:42.566000,Green,Track,3.791,6.38,4.034,8.37,6.918,1.806,0.486,6.503,14.525,14.418,5.763,4.455,168.35
9,GTD,Zacharie Robichon,18,1:22.878,1900-01-01 00:25:42.576000,Green,Track,4.324,7.391,4.359,8.458,7.728,2.024,0.545,6.936,15.169,15.483,5.773,4.688,150.125
12,GTD,Frank Montecalvo,18,1:23.772,1900-01-01 00:25:43.862000,Green,Track,4.305,7.486,4.364,8.554,7.713,2.01,0.54,7.032,15.625,15.7,5.726,4.717,151.515
76,GTD,Matt Plumb,18,1:23.483,1900-01-01 00:25:46.380000,Green,Track,4.34,7.429,4.438,8.666,7.747,2.025,0.542,7.044,15.153,15.561,5.895,4.643,150.956
33,GTD,Ben Keating,18,1:23.397,1900-01-01 00:25:47.011000,Green,Track,4.344,7.477,4.425,8.551,7.713,2.017,0.541,7.049,15.285,15.538,5.791,4.666,151.235
73,GTD,Marco Seefried,18,1:22.809,1900-01-01 00:25:47.614000,Green,Track,4.39,7.472,4.37,8.496,7.724,2.024,0.547,7.004,15.213,15.224,5.636,4.709,149.576
7,DPi,Helio Castroneves,20,1:16.228,1900-01-01 00:25:49.558000,Green,Track,3.831,6.313,3.919,7.984,6.847,1.781,0.481,6.903,14.33,14.06,5.403,4.376,170.1
8,GTD,Parker Chase,18,1:23.141,1900-01-01 00:25:49.650000,Green,Track,4.339,7.351,4.403,8.477,7.816,2.033,0.545,7.085,15.313,15.272,5.74,4.767,150.125
74,GTD,Gar Robinson V,18,1:23.933,1900-01-01 00:25:52.950000,Green,Track,4.339,7.411,4.417,8.565,7.772,2.032,0.546,7.328,15.654,15.41,5.759,4.7,149.85
63,GTD,Cooper MacNeil,18,1:23.865,1900-01-01 00:25:53.501000,Green,Track,4.308,7.41,4.365,8.488,7.697,1.997,0.535,7.263,15.747,15.521,5.796,4.738,152.931
48,GTD,Ryan Hardwick,18,1:23.842,1900-01-01 00:25:53.883000,Green,Track,4.275,7.464,4.364,8.462,7.671,1.989,0.532,7.329,15.579,15.786,5.718,4.673,153.794
5,DPi,Joao Barbosa,20,1:14.821,1900-01-01 00:25:54.741000,Green,Track,3.832,6.335,3.934,7.888,6.97,1.821,0.489,6.537,13.723,13.856,5.194,4.242,167.317
4,GTLM,Tommy Milner,19,1:21.145,1900-01-01 00:26:03.385000,Green,Track,4.198,7.107,4.287,8.615,7.536,1.96,0.527,6.963,14.911,14.9,5.623,4.518,155.253
66,GTLM,Sebastien Bourdais,19,1:21.577,1900-01-01 00:26:05.420000,Green,Track,4.207,7.06,4.341,8.374,7.565,1.962,0.527,7.14,15.272,15.047,5.495,4.587,155.253
84,DPi,Simon Trummer,20,1:19.818,1900-01-01 00:26:05.825000,Green,Track,3.88,6.595,4.312,8.338,6.961,1.821,0.49,7.376,15.187,15.024,5.563,4.271,166.976
912,GTLM,Laurens Vanthoor,19,1:22.243,1900-01-01 00:26:06.511000,Green,Track,4.222,7.12,4.319,8.359,7.481,1.941,0.522,7.114,15.299,15.56,5.765,4.541,156.74
10,DPi,Renger Van Der Zande,20,1:19.070,1900-01-01 00:26:06.902000,Green,Track,3.853,6.501,4.027,8.115,6.977,1.815,0.49,6.851,15.456,14.88,5.798,4.307,166.976
24,GTLM,Jesse Krohn,19,1:22.519,1900-01-01 00:26:07.385000,Green,Track,4.15,7.138,4.327,8.325,7.485,1.94,0.521,7.227,15.628,15.408,5.814,4.556,157.041
50,DPi,Will Owen,20,1:19.311,1900-01-01 00:26:07.538000,Green,Track,3.807,6.669,3.998,8.1,6.897,1.797,0.483,6.77,15.459,15.033,5.818,4.48,169.396
54,DPi,Colin Braun,19,1:18.080,1900-01-01 00:26:07.659000,Green,Track,3.695,6.486,3.895,8.025,6.726,1.756,0.474,6.61,15.221,15.085,5.748,4.359,172.612
85,DPi,Misha Goikhberg,20,1:16.784,1900-01-01 00:26:07.909000,Green,Track,3.889,6.607,4.058,8.307,6.979,1.825,0.49,6.607,14.019,14.242,5.619,4.142,166.976
44,GTD,John Potter,18,1:28.909,1900-01-01 00:26:10.221000,Green,Track,4.412,7.566,4.447,9.267,7.813,2.013,0.54,7.366,17.523,17.029,6.191,4.742,151.515
25,GTLM,Connor De Phillippi,19,1:20.970,1900-01-01 00:26:11.956000,Green,Track,4.232,7.256,4.308,8.342,7.483,1.952,0.525,6.971,14.767,15.035,5.61,4.489,155.844
3,GTLM,Jan Magnussen,19,1:20.927,1900-01-01 00:26:12.995000,Green,Track,4.18,7.158,4.295,8.36,7.45,1.939,0.521,6.933,14.987,15.011,5.566,4.527,157.041
67,GTLM,Ryan Briscoe,19,1:21.666,1900-01-01 00:26:18.377000,Green,Track,4.204,7.17,4.305,8.548,7.648,1.976,0.531,6.954,14.979,15.137,5.63,4.584,154.083
911,GTLM,Patrick Pilet,19,1:20.468,1900-01-01 00:26:29.040000,Green,Track,4.144,7.04,4.246,8.316,7.549,1.968,0.529,6.922,14.832,14.822,5.624,4.476,154.666
6,DPi,Dane Cameron,21,1:14.350,1900-01-01 00:26:37.200000,Green,Track,3.748,6.145,3.9,7.932,6.849,1.788,0.485,6.509,13.853,13.598,5.37,4.173,168.697
77,DPi,Oliver Jarvis,21,1:14.373,1900-01-01 00:26:43.175000,Green,Track,3.675,6.22,3.854,7.935,6.765,1.782,0.48,6.661,14.079,13.509,5.297,4.116,170.455
86,GTD,Trent Hindman,19,1:22.352,1900-01-01 00:26:46.854000,Green,Track,4.239,7.243,4.344,8.341,7.679,2.012,0.54,6.964,15.308,15.262,5.797,4.623,151.515
14,GTD,Richard Heistand,19,1:23.134,1900-01-01 00:26:53.697000,Green,Track,4.31,7.301,4.349,8.58,7.753,2.025,0.544,7.031,15.421,15.39,5.787,4.643,150.401
52,LMP2,Eric Lux,19,1:22.317,1900-01-01 00:26:57.729000,Green,Track,4.169,7.286,4.393,8.853,7.214,1.866,0.5,7.216,15.28,15.332,5.766,4.442,163.636
55,DPi,Ryan Hunter-Reay,21,1:16.416,1900-01-01 00:26:57.945000,Green,Track,4.053,6.893,3.993,8.078,6.805,1.79,0.482,6.534,14.143,13.918,5.514,4.213,169.747
31,DPi,Pipo Derani,21,1:16.201,1900-01-01 00:26:58.767000,Green,Track,3.891,6.803,4.082,8.424,6.954,1.815,0.487,6.561,13.893,13.756,5.29,4.245,168.004
19,GTD,Will Hardeman,19,1:23.948,1900-01-01 00:27:04.765000,Green,Track,4.377,7.515,4.42,8.733,7.776,2.017,0.54,7.01,15.503,15.51,5.894,4.653,151.515
57,GTD,Christina Nielsen,19,1:23.898,1900-01-01 00:27:05.392000,Green,Track,4.309,7.615,4.386,8.677,7.669,1.996,0.535,7.091,15.414,15.59,5.88,4.736,152.931
9,GTD,Zacharie Robichon,19,1:23.077,1900-01-01 00:27:05.653000,Green,Track,4.299,7.438,4.379,8.487,7.731,2.038,0.543,6.976,15.244,15.448,5.872,4.622,150.678
7,DPi,Helio Castroneves,21,1:17.465,1900-01-01 00:27:07.023000,Green,Track,3.887,6.352,3.981,8.142,6.881,1.795,0.483,6.685,14.295,14.6,5.904,4.46,169.396
12,GTD,Frank Montecalvo,19,1:23.149,1900-01-01 00:27:07.011000,Green,Track,4.288,7.391,4.316,8.538,7.744,2.022,0.543,6.972,15.249,15.5,5.867,4.719,150.678
76,GTD,Matt Plumb,19,1:23.485,1900-01-01 00:27:09.865000,Green,Track,4.34,7.446,4.439,8.567,7.779,2.036,0.547,7.073,15.248,15.5,5.855,4.655,149.576
33,GTD,Ben Keating,19,1:23.420,1900-01-01 00:27:10.431000,Green,Track,4.285,7.442,4.397,8.538,7.704,2.02,0.54,7.063,15.456,15.539,5.82,4.616,151.515
73,GTD,Marco Seefried,19,1:23.290,1900-01-01 00:27:10.904000,Green,Track,4.353,7.337,4.424,8.752,7.691,2.021,0.546,6.98,15.319,15.396,5.753,4.718,149.85
5,DPi,Joao Barbosa,21,1:17.925,1900-01-01 00:27:12.666000,Green,Track,3.934,6.864,4.025,8.378,7.027,1.827,0.491,6.697,13.911,14.526,5.845,4.4,166.636
8,GTD,Parker Chase,19,1:23.066,1900-01-01 00:27:12.716000,Green,Track,4.404,7.363,4.401,8.478,7.829,2.036,0.546,7.154,15.048,15.3,5.807,4.7,149.85
74,GTD,Gar Robinson V,19,1:23.644,1900-01-01 00:27:16.594000,Green,Track,4.38,7.408,4.478,8.677,7.825,2.04,0.548,7.123,15.242,15.498,5.759,4.666,149.303
63,GTD,Cooper MacNeil,19,1:23.830,1900-01-01 00:27:17.331000,Green,Track,4.364,7.453,4.449,8.713,7.749,2.009,0.539,7.332,15.385,15.332,5.896,4.609,151.796
48,GTD,Ryan Hardwick,19,1:23.921,1900-01-01 00:27:17.804000,Green,Track,4.262,7.533,4.461,8.701,7.711,1.985,0.532,7.362,15.565,15.412,5.749,4.648,153.794
84,DPi,Simon Trummer,21,1:18.111,1900-01-01 00:27:23.936000,Green,Track,4.152,6.968,4.04,8.148,6.968,1.828,0.492,6.638,14.586,14.684,5.387,4.22,166.297
4,GTLM,Tommy Milner,20,1:21.596,1900-01-01 00:27:24.981000,Green,Track,4.187,7.09,4.346,8.395,7.613,1.975,0.53,6.879,14.869,15.343,5.871,4.498,154.374
10,DPi,Renger Van Der Zande,21,1:19.708,1900-01-01 00:27:26.610000,Green,Track,4.044,7.053,4.129,8.483,7.059,1.831,0.492,7.106,14.887,14.803,5.56,4.261,166.297
66,GTLM,Sebastien Bourdais,20,1:21.975,1900-01-01 00:27:27.395000,Green,Track,4.208,7.218,4.403,8.398,7.54,1.966,0.53,6.988,15.019,15.458,5.658,4.589,154.374
54,DPi,Colin Braun,20,1:19.864,1900-01-01 00:27:27.523000,Green,Track,3.724,6.978,4.044,8.509,6.841,1.846,0.506,7.251,14.927,15.152,5.811,4.275,161.696
85,DPi,Misha Goikhberg,21,1:19.904,1900-01-01 00:27:27.813000,Green,Track,3.919,7.261,4.174,8.156,6.948,1.819,0.488,6.932,15.029,15.044,5.837,4.297,167.66
50,DPi,Will Owen,21,1:20.563,1900-01-01 00:27:28.101000,Green,Track,3.948,7.884,4.226,8.485,6.983,1.81,0.487,6.927,15.095,14.661,5.811,4.246,168.004
912,GTLM,Laurens Vanthoor,20,1:22.281,1900-01-01 00:27:28.792000,Green,Track,4.166,7.201,4.339,8.608,7.511,1.943,0.523,7.219,15.146,15.421,5.734,4.47,156.44
24,GTLM,Jesse Krohn,20,1:23.386,1900-01-01 00:27:30.771000,Green,Track,4.188,8.503,4.454,8.596,7.509,1.951,0.523,6.995,15.332,15.097,5.745,4.493,156.44
25,GTLM,Connor De Phillippi,20,1:21.236,1900-01-01 00:27:33.192000,Green,Track,4.134,7.233,4.298,8.396,7.467,1.936,0.522,7.089,14.999,15.048,5.622,4.492,156.74
3,GTLM,Jan Magnussen,20,1:22.013,1900-01-01 00:27:35.008000,Green,Track,4.159,7.246,4.362,8.418,7.48,1.943,0.522,6.962,15.31,15.447,5.636,4.528,156.74
44,GTD,John Potter,19,1:26.416,1900-01-01 00:27:36.637000,Green,Track,4.4,7.622,4.444,8.801,7.762,2.013,0.54,7.604,15.744,16.597,6.086,4.803,151.515
67,GTLM,Ryan Briscoe,20,1:21.484,1900-01-01 00:27:39.861000,Green,Track,4.213,7.227,4.334,8.423,7.583,1.975,0.531,6.947,14.93,15.206,5.574,4.541,154.083
911,GTLM,Patrick Pilet,20,1:20.397,1900-01-01 00:27:49.437000,Green,Track,4.135,7.1,4.256,8.268,7.531,1.968,0.53,6.778,14.766,14.921,5.602,4.542,154.374
6,DPi,Dane Cameron,22,1:14.095,1900-01-01 00:27:51.295000,Green,Track,3.742,6.03,3.859,7.986,6.815,1.784,0.485,6.522,13.9,13.533,5.284,4.155,168.697
77,DPi,Oliver Jarvis,22,1:13.562,1900-01-01 00:27:56.737000,Green,Track,3.657,6.123,3.847,7.9,6.767,1.783,0.481,6.313,13.75,13.485,5.342,4.114,170.1
86,GTD,Trent Hindman,20,1:22.102,1900-01-01 00:28:08.956000,Green,Track,4.265,7.213,4.333,8.381,7.663,2.006,0.539,6.999,15.07,15.282,5.726,4.625,151.796
55,DPi,Ryan Hunter-Reay,22,1:16.073,1900-01-01 00:28:14.018000,Green,Track,3.803,6.451,4.006,8.053,6.783,1.783,0.479,6.741,14.571,13.779,5.447,4.177,170.81
31,DPi,Pipo Derani,22,1:16.586,1900-01-01 00:28:15.353000,Green,Track,3.872,6.709,3.986,7.935,6.89,1.808,0.485,6.478,14.681,14.215,5.262,4.265,168.697
14,GTD,Richard Heistand,20,1:23.850,1900-01-01 00:28:17.547000,Green,Track,4.283,7.34,4.379,8.565,7.762,2.025,0.544,7.126,15.646,15.694,5.834,4.652,150.401
52,LMP2,Eric Lux,20,1:23.026,1900-01-01 00:28:20.755000,Green,Track,4.23,7.749,4.483,8.741,7.19,1.862,0.499,7.183,15.362,15.316,5.845,4.566,163.964
7,DPi,Helio Castroneves,22,1:16.200,1900-01-01 00:28:23.223000,Green,Track,3.93,6.525,4.082,8.233,6.901,1.797,0.484,6.536,14.25,13.858,5.381,4.223,169.046
19,GTD,Will Hardeman,20,1:25.340,1900-01-01 00:28:30.105000,Green,Track,4.324,7.82,4.448,8.985,7.801,2.016,0.539,7.333,15.857,15.597,5.951,4.669,151.796
9,GTD,Zacharie Robichon,20,1:24.725,1900-01-01 00:28:30.378000,Green,Track,4.289,7.598,4.428,8.651,7.75,2.025,0.544,7.171,15.963,15.676,5.981,4.649,150.401
5,DPi,Joao Barbosa,22,1:18.305,1900-01-01 00:28:30.971000,Green,Track,3.923,6.459,4.031,8.14,6.981,1.828,0.49,6.65,14.188,15.47,5.824,4.321,166.976
57,GTD,Christina Nielsen,20,1:26.223,1900-01-01 00:28:31.615000,Green,Track,4.27,7.46,4.356,9.46,7.802,2.009,0.539,7.262,15.82,16.194,6.166,4.885,151.796
12,GTD,Frank Montecalvo,20,1:25.024,1900-01-01 00:28:32.035000,Green,Track,4.292,7.576,4.358,8.731,7.714,2.018,0.541,7.024,15.539,16.27,6.234,4.727,151.235
76,GTD,Matt Plumb,20,1:23.796,1900-01-01 00:28:33.661000,Green,Track,4.337,7.454,4.444,8.766,7.758,2.026,0.544,7.038,15.298,15.554,5.907,4.67,150.401
33,GTD,Ben Keating,20,1:23.492,1900-01-01 00:28:33.923000,Green,Track,4.261,7.497,4.406,8.631,7.694,2.019,0.538,7.156,15.389,15.485,5.746,4.67,152.078
73,GTD,Marco Seefried,20,1:23.759,1900-01-01 00:28:34.663000,Green,Track,4.354,7.462,4.436,8.737,7.743,2.028,0.547,7.056,15.337,15.619,5.837,4.603,149.576
8,GTD,Parker Chase,20,1:23.248,1900-01-01 00:28:35.964000,Green,Track,4.365,7.451,4.451,8.502,7.815,2.039,0.545,6.989,15.268,15.365,5.705,4.753,150.125
74,GTD,Gar Robinson V,20,1:23.423,1900-01-01 00:28:40.017000,Green,Track,4.321,7.4,4.458,8.589,7.746,2.032,0.546,7.108,15.275,15.487,5.83,4.631,149.85
63,GTD,Cooper MacNeil,20,1:23.652,1900-01-01 00:28:40.983000,Green,Track,4.315,7.418,4.351,8.614,7.732,2.013,0.539,7.206,15.371,15.501,5.933,4.659,151.796
84,DPi,Simon Trummer,22,1:17.588,1900-01-01 00:28:41.524000,Green,Track,3.846,6.583,3.974,7.981,6.979,1.832,0.492,6.417,14.335,14.836,5.925,4.388,166.297
48,GTD,Ryan Hardwick,20,1:23.679,1900-01-01 00:28:41.483000,Green,Track,4.264,7.419,4.305,8.587,7.647,1.981,0.53,7.682,15.399,15.408,5.797,4.66,154.374
54,DPi,Colin Braun,21,1:15.863,1900-01-01 00:28:43.386000,Green,Track,3.796,6.653,3.955,8.002,6.722,1.757,0.471,6.66,14.294,13.992,5.417,4.144,173.712
10,DPi,Renger Van Der Zande,22,1:18.188,1900-01-01 00:28:44.798000,Green,Track,3.892,6.626,4.058,8.265,7.009,1.831,0.494,7.063,14.586,14.366,5.623,4.375,165.624
