Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03
7,P3-1,Alan Brynjolfsson,7,1:21.213,1900-01-01 00:10:15.780000,Green,Track,11.387,29.680999999999997,40.145
3,P3-1,Terry Olson,7,1:21.201,1900-01-01 00:10:16.455000,Green,Track,11.015,30.035999999999998,40.15
74,P3-1,Jason Rabe,7,1:21.126,1900-01-01 00:10:17.036000,Green,Track,11.194,29.781999999999996,40.15
43,P3-1,Joe Robillard,7,1:21.372,1900-01-01 00:10:19.867000,Green,Track,11.198,30.046999999999997,40.126999999999995
24,P3-2,Lance Willsey,7,1:22.742,1900-01-01 00:10:31.081000,Green,Track,11.433,30.701,40.608000000000004
60,P3-1,Bruce Hamilton,7,1:24.655,1900-01-01 00:10:37.688000,Green,Track,11.269,31.826999999999998,41.559
47,P3-1,Jon Brownson,7,1:30.432,1900-01-01 00:10:42.068000,Green,Track,12.322000000000001,33.43,44.68
46,P3-1,Steve Scullen,7,1:26.898,1900-01-01 00:10:52.499000,Green,Track,12.305,32.071,42.522
61,P3-2,George Staikos,7,1:24.305,1900-01-01 00:10:53.254000,Green,Track,11.999,30.756,41.55
21,P3-1,Moritz Kranz,8,1:19.981,1900-01-01 00:11:24.031000,Green,Track,10.972999999999999,29.68,39.328
40,P3-1,Keith Grant,8,1:19.720,1900-01-01 00:11:24.879000,Green,Track,11.075999999999999,29.339000000000002,39.305
54,P3-1,Josh Sarchet,8,1:19.947,1900-01-01 00:11:25.680000,Green,Track,11.005999999999998,29.655,39.286
6,P3-1,Dan Goldburg,8,1:19.902,1900-01-01 00:11:26.756000,Green,Track,11.155,29.491,39.256
34,P3-1,Antoine Comeau,8,1:20.082,1900-01-01 00:11:28.393000,Green,Track,11.025,29.428,39.629
7,P3-1,Alan Brynjolfsson,8,1:20.649,1900-01-01 00:11:36.429000,Green,Track,11.193,29.544,39.912
3,P3-1,Terry Olson,8,1:20.626,1900-01-01 00:11:37.081000,Green,Track,10.911,29.718000000000004,39.997
74,P3-1,Jason Rabe,8,1:21.443,1900-01-01 00:11:38.479000,Green,Track,11.359000000000002,29.886,40.198
43,P3-1,Joe Robillard,8,1:21.871,1900-01-01 00:11:41.738000,Green,Track,11.34,30.379,40.152
24,P3-2,Lance Willsey,8,1:23.091,1900-01-01 00:11:54.172000,Green,Track,11.384,30.861,40.846
60,P3-1,Bruce Hamilton,8,1:23.741,1900-01-01 00:12:01.429000,Green,Track,11.389000000000001,31.099,41.253
46,P3-1,Steve Scullen,8,1:26.794,1900-01-01 00:12:19.293000,Green,Track,11.796,32.301,42.696999999999996
61,P3-2,George Staikos,8,1:26.345,1900-01-01 00:12:19.599000,Green,Track,11.675,32.226,42.443999999999996
47,P3-1,Jon Brownson,8,1:38.154,1900-01-01 00:12:20.222000,Green,Pit,12.177,32.099000000000004,53.878
21,P3-1,Moritz Kranz,9,1:19.390,1900-01-01 00:12:43.421000,Green,Track,10.929,29.223000000000003,39.238
40,P3-1,Keith Grant,9,1:19.608,1900-01-01 00:12:44.487000,Green,Track,10.969000000000001,29.316999999999997,39.321999999999996
54,P3-1,Josh Sarchet,9,1:19.513,1900-01-01 00:12:45.193000,Green,Track,10.952,29.566999999999997,38.994
6,P3-1,Dan Goldburg,9,1:19.390,1900-01-01 00:12:46.146000,Green,Track,10.95,29.324,39.116
34,P3-1,Antoine Comeau,9,1:19.497,1900-01-01 00:12:47.890000,Green,Track,10.949000000000002,29.366999999999997,39.181
7,P3-1,Alan Brynjolfsson,9,1:20.361,1900-01-01 00:12:56.790000,Green,Track,11.107000000000001,29.596,39.658
3,P3-1,Terry Olson,9,1:20.460,1900-01-01 00:12:57.541000,Green,Track,10.96,29.639,39.861
74,P3-1,Jason Rabe,9,1:20.819,1900-01-01 00:12:59.298000,Green,Track,11.302999999999999,29.680999999999997,39.835
43,P3-1,Joe Robillard,9,1:21.363,1900-01-01 00:13:03.101000,Green,Track,11.220999999999998,30.206,39.936
24,P3-2,Lance Willsey,9,1:22.392,1900-01-01 00:13:16.564000,Green,Track,11.298,30.631,40.463
60,P3-1,Bruce Hamilton,9,1:22.668,1900-01-01 00:13:24.097000,Green,Track,11.133,30.447,41.088
46,P3-1,Steve Scullen,9,1:25.365,1900-01-01 00:13:44.658000,Green,Track,11.706,31.256999999999998,42.402
61,P3-2,George Staikos,9,1:25.503,1900-01-01 00:13:45.102000,Green,Track,11.847000000000001,31.525,42.131
21,P3-1,Moritz Kranz,10,1:19.339,1900-01-01 00:14:02.760000,Green,Track,11.003,29.256999999999998,39.079
40,P3-1,Keith Grant,10,1:19.859,1900-01-01 00:14:04.346000,Green,Track,10.932,29.54,39.387
54,P3-1,Josh Sarchet,10,1:19.716,1900-01-01 00:14:04.909000,Green,Track,10.865,29.366999999999997,39.484
6,P3-1,Dan Goldburg,10,1:19.753,1900-01-01 00:14:05.899000,Green,Track,10.921,29.522,39.31
34,P3-1,Antoine Comeau,10,1:19.594,1900-01-01 00:14:07.484000,Green,Track,11.007,29.318,39.269
7,P3-1,Alan Brynjolfsson,10,1:20.171,1900-01-01 00:14:16.961000,Green,Track,11.1,29.342,39.729
3,P3-1,Terry Olson,10,1:20.136,1900-01-01 00:14:17.677000,Green,Track,10.81,29.627,39.699
74,P3-1,Jason Rabe,10,1:20.564,1900-01-01 00:14:19.862000,Green,Track,11.158,29.647,39.759
43,P3-1,Joe Robillard,10,1:21.892,1900-01-01 00:14:24.993000,Green,Track,11.136,30.055,40.701
24,P3-2,Lance Willsey,10,1:21.942,1900-01-01 00:14:38.506000,Green,Track,11.243,30.436999999999998,40.262
60,P3-1,Bruce Hamilton,10,1:23.319,1900-01-01 00:14:47.416000,Green,Track,11.487,30.663,41.169
47,P3-1,Jon Brownson,9,2:32.810,1900-01-01 00:14:53.032000,Green,Track,75.915,33.571999999999996,43.323
46,P3-1,Steve Scullen,10,1:24.958,1900-01-01 00:15:09.616000,Green,Track,11.814,31.248,41.896
61,P3-2,George Staikos,10,1:24.819,1900-01-01 00:15:09.921000,Green,Track,11.818,31.14,41.861000000000004
21,P3-1,Moritz Kranz,11,1:19.320,1900-01-01 00:15:22.080000,Green,Track,10.863,29.344,39.113
40,P3-1,Keith Grant,11,1:19.571,1900-01-01 00:15:23.917000,Green,Track,10.962,29.436,39.173
54,P3-1,Josh Sarchet,11,1:19.811,1900-01-01 00:15:24.720000,Green,Track,10.922,29.585,39.304
6,P3-1,Dan Goldburg,11,1:19.422,1900-01-01 00:15:25.321000,Green,Track,10.907,29.409000000000002,39.106
34,P3-1,Antoine Comeau,11,1:19.204,1900-01-01 00:15:26.688000,Green,Track,11.022,29.118000000000002,39.064
7,P3-1,Alan Brynjolfsson,11,1:20.090,1900-01-01 00:15:37.051000,Green,Track,11.16,29.564,39.366
3,P3-1,Terry Olson,11,1:20.222,1900-01-01 00:15:37.899000,Green,Track,10.805,29.662,39.755
74,P3-1,Jason Rabe,11,1:20.109,1900-01-01 00:15:39.971000,Green,Track,11.199000000000002,29.497,39.413000000000004
43,P3-1,Joe Robillard,11,1:21.008,1900-01-01 00:15:46.001000,Green,Track,11.113,29.875,40.02
24,P3-2,Lance Willsey,11,1:21.989,1900-01-01 00:16:00.495000,Green,Track,11.163,30.488000000000003,40.338
60,P3-1,Bruce Hamilton,11,1:23.743,1900-01-01 00:16:11.159000,Green,Track,11.255,31.0,41.488
47,P3-1,Jon Brownson,10,1:25.212,1900-01-01 00:16:18.244000,Green,Track,11.705,31.78,41.727
46,P3-1,Steve Scullen,11,1:25.454,1900-01-01 00:16:35.070000,Green,Track,11.787,31.456999999999997,42.21
61,P3-2,George Staikos,11,1:25.912,1900-01-01 00:16:35.833000,Green,Track,12.056,31.996,41.86
21,P3-1,Moritz Kranz,12,1:19.305,1900-01-01 00:16:41.385000,Green,Track,10.923,29.29,39.092
40,P3-1,Keith Grant,12,1:19.382,1900-01-01 00:16:43.299000,Green,Track,10.860999999999999,29.54,38.981
54,P3-1,Josh Sarchet,12,1:19.663,1900-01-01 00:16:44.383000,Green,Track,10.947000000000001,29.563000000000002,39.153
6,P3-1,Dan Goldburg,12,1:19.852,1900-01-01 00:16:45.173000,Green,Track,10.935,29.418000000000003,39.499
34,P3-1,Antoine Comeau,12,1:20.466,1900-01-01 00:16:47.154000,Green,Track,10.95,29.055999999999997,40.46
7,P3-1,Alan Brynjolfsson,12,1:19.612,1900-01-01 00:16:56.663000,Green,Track,10.943,29.201,39.468
3,P3-1,Terry Olson,12,1:19.961,1900-01-01 00:16:57.860000,Green,Track,10.856,29.381999999999998,39.723
74,P3-1,Jason Rabe,12,1:20.330,1900-01-01 00:17:00.301000,Green,Track,11.079,29.572,39.679
43,P3-1,Joe Robillard,12,1:21.232,1900-01-01 00:17:07.233000,Green,Track,11.097999999999999,29.927,40.207
24,P3-2,Lance Willsey,12,1:21.747,1900-01-01 00:17:22.242000,Green,Track,11.184000000000001,30.453000000000003,40.11
60,P3-1,Bruce Hamilton,12,1:22.287,1900-01-01 00:17:33.446000,Green,Track,11.206,30.412,40.669000000000004
47,P3-1,Jon Brownson,11,1:25.143,1900-01-01 00:17:43.387000,Green,Track,11.543,31.813000000000002,41.787
46,P3-1,Steve Scullen,12,1:25.685,1900-01-01 00:18:00.755000,Green,Track,11.967,31.453000000000003,42.265
61,P3-2,George Staikos,12,1:25.384,1900-01-01 00:18:01.217000,Green,Track,11.759,31.8,41.825
21,P3-1,Moritz Kranz,13,1:20.005,1900-01-01 00:18:01.390000,Green,Track,10.873,29.32,39.812
40,P3-1,Keith Grant,13,1:19.080,1900-01-01 00:18:02.379000,Green,Track,10.8,29.169,39.111
54,P3-1,Josh Sarchet,13,1:19.979,1900-01-01 00:18:04.362000,Green,Track,10.8,29.531999999999996,39.647
6,P3-1,Dan Goldburg,13,1:19.425,1900-01-01 00:18:04.598000,Green,Track,10.907,29.293000000000003,39.225
34,P3-1,Antoine Comeau,13,1:19.409,1900-01-01 00:18:06.563000,Green,Track,11.049000000000001,29.111,39.249
7,P3-1,Alan Brynjolfsson,13,1:19.625,1900-01-01 00:18:16.288000,Green,Track,11.085,29.191999999999997,39.348
3,P3-1,Terry Olson,13,1:19.890,1900-01-01 00:18:17.750000,Green,Track,10.795,29.534000000000002,39.561
74,P3-1,Jason Rabe,13,1:20.314,1900-01-01 00:18:20.615000,Green,Track,11.206,29.500999999999998,39.607
43,P3-1,Joe Robillard,13,1:20.945,1900-01-01 00:18:28.178000,Green,Track,11.014000000000001,29.897,40.034
24,P3-2,Lance Willsey,13,1:21.689,1900-01-01 00:18:43.931000,Green,Track,11.26,30.398000000000003,40.031
60,P3-1,Bruce Hamilton,13,1:22.420,1900-01-01 00:18:55.866000,Green,Track,11.407,30.363000000000003,40.65
47,P3-1,Jon Brownson,12,1:23.924,1900-01-01 00:19:07.311000,Green,Track,11.445,31.276,41.203
21,P3-1,Moritz Kranz,14,1:19.974,1900-01-01 00:19:21.364000,Green,Track,11.675999999999998,29.339000000000002,38.959
40,P3-1,Keith Grant,14,1:21.110,1900-01-01 00:19:23.489000,Green,Track,11.67,30.185,39.255
54,P3-1,Josh Sarchet,14,1:20.382,1900-01-01 00:19:24.744000,Green,Track,10.935,30.111,39.336
6,P3-1,Dan Goldburg,14,1:20.828,1900-01-01 00:19:25.426000,Green,Track,11.252,30.135,39.441
46,P3-1,Steve Scullen,13,1:28.238,1900-01-01 00:19:28.993000,Green,Track,12.295,31.953000000000003,43.99
34,P3-1,Antoine Comeau,14,1:22.544,1900-01-01 00:19:29.107000,Green,Track,10.981,29.334,42.229
61,P3-2,George Staikos,13,1:28.946,1900-01-01 00:19:30.163000,Green,Track,12.696,32.404,43.846000000000004
7,P3-1,Alan Brynjolfsson,14,1:20.005,1900-01-01 00:19:36.293000,Green,Track,11.055,29.373,39.577
3,P3-1,Terry Olson,14,1:19.928,1900-01-01 00:19:37.678000,Green,Track,10.800999999999998,29.559,39.568000000000005
74,P3-1,Jason Rabe,14,1:19.734,1900-01-01 00:19:40.349000,Green,Track,11.044,29.353,39.336999999999996
43,P3-1,Joe Robillard,14,1:20.791,1900-01-01 00:19:48.969000,Green,Track,11.248,29.798000000000002,39.745
24,P3-2,Lance Willsey,14,1:21.605,1900-01-01 00:20:05.536000,Green,Track,11.181,30.339000000000002,40.085
60,P3-1,Bruce Hamilton,14,1:22.365,1900-01-01 00:20:18.231000,Green,Track,11.377,30.712,40.275999999999996
47,P3-1,Jon Brownson,13,1:23.258,1900-01-01 00:20:30.569000,Green,Track,11.315999999999999,31.061,40.881
21,P3-1,Moritz Kranz,15,1:18.907,1900-01-01 00:20:40.271000,Green,Track,10.902999999999999,29.185,38.819
40,P3-1,Keith Grant,15,1:18.567,1900-01-01 00:20:42.056000,Green,Track,10.862,29.049,38.656
54,P3-1,Josh Sarchet,15,1:18.757,1900-01-01 00:20:43.501000,Green,Track,10.765,29.302,38.69
6,P3-1,Dan Goldburg,15,1:19.256,1900-01-01 00:20:44.682000,Green,Track,10.98,29.194000000000003,39.082
34,P3-1,Antoine Comeau,15,1:19.876,1900-01-01 00:20:48.983000,Green,Track,11.642000000000001,29.375999999999998,38.858000000000004
46,P3-1,Steve Scullen,14,1:26.973,1900-01-01 00:20:55.966000,Green,Track,12.697000000000001,31.281999999999996,42.994
61,P3-2,George Staikos,14,1:26.172,1900-01-01 00:20:56.335000,Green,Track,11.642000000000001,31.733,42.797
7,P3-1,Alan Brynjolfsson,15,1:20.415,1900-01-01 00:20:56.708000,Green,Track,10.998,29.355999999999998,40.061
3,P3-1,Terry Olson,15,1:19.872,1900-01-01 00:20:57.550000,Green,Track,10.779000000000002,29.435,39.658
74,P3-1,Jason Rabe,15,1:20.082,1900-01-01 00:21:00.431000,Green,Track,11.050999999999998,29.403000000000002,39.628
43,P3-1,Joe Robillard,15,1:20.360,1900-01-01 00:21:09.329000,Green,Track,11.042,29.87,39.448
24,P3-2,Lance Willsey,15,1:21.944,1900-01-01 00:21:27.480000,Green,Track,11.247,30.508000000000003,40.189
60,P3-1,Bruce Hamilton,15,1:21.828,1900-01-01 00:21:40.059000,Green,Track,11.13,30.359,40.339
47,P3-1,Jon Brownson,14,1:23.646,1900-01-01 00:21:54.215000,Green,Track,11.238,30.83,41.578
21,P3-1,Moritz Kranz,16,1:18.614,1900-01-01 00:21:58.885000,Green,Track,10.765999999999998,29.041,38.806999999999995
40,P3-1,Keith Grant,16,1:18.655,1900-01-01 00:22:00.711000,Green,Track,10.79,29.024,38.841
54,P3-1,Josh Sarchet,16,1:19.091,1900-01-01 00:22:02.592000,Green,Track,10.728,29.358,39.005
6,P3-1,Dan Goldburg,16,1:19.123,1900-01-01 00:22:03.805000,Green,Track,11.123,28.99,39.01
34,P3-1,Antoine Comeau,16,1:18.937,1900-01-01 00:22:07.920000,Green,Track,10.872,29.112,38.953
7,P3-1,Alan Brynjolfsson,16,1:20.624,1900-01-01 00:22:17.332000,Green,Track,11.386,30.043000000000003,39.195
3,P3-1,Terry Olson,16,1:20.868,1900-01-01 00:22:18.418000,Green,Track,10.85,30.619,39.399
74,P3-1,Jason Rabe,16,1:21.406,1900-01-01 00:22:21.837000,Green,Track,11.040999999999999,29.554000000000002,40.811
46,P3-1,Steve Scullen,15,1:28.033,1900-01-01 00:22:23.999000,Green,Track,11.738,32.448,43.847
61,P3-2,George Staikos,15,1:27.972,1900-01-01 00:22:24.307000,Green,Track,11.642000000000001,32.458,43.872
43,P3-1,Joe Robillard,16,1:20.629,1900-01-01 00:22:29.958000,Green,Track,10.902999999999999,29.618000000000002,40.108000000000004
24,P3-2,Lance Willsey,16,1:21.756,1900-01-01 00:22:49.236000,Green,Track,11.145,30.514,40.097
60,P3-1,Bruce Hamilton,16,1:21.886,1900-01-01 00:23:01.945000,Green,Track,11.099,30.458000000000002,40.329
21,P3-1,Moritz Kranz,17,1:19.953,1900-01-01 00:23:18.838000,Green,Track,10.773,29.223000000000003,39.957
47,P3-1,Jon Brownson,15,1:26.498,1900-01-01 00:23:20.713000,Green,Track,11.458,31.916999999999998,43.123000000000005
40,P3-1,Keith Grant,17,1:20.245,1900-01-01 00:23:20.956000,Green,Track,10.722000000000001,29.441999999999997,40.080999999999996
54,P3-1,Josh Sarchet,17,1:19.148,1900-01-01 00:23:21.740000,Green,Track,10.852,29.265,39.031
6,P3-1,Dan Goldburg,17,1:19.218,1900-01-01 00:23:23.023000,Green,Track,10.937999999999999,29.313000000000002,38.967
34,P3-1,Antoine Comeau,17,1:18.363,1900-01-01 00:23:26.283000,Green,Track,10.825,28.869,38.669000000000004
7,P3-1,Alan Brynjolfsson,17,1:19.455,1900-01-01 00:23:36.787000,Green,Track,10.929,29.318,39.208
3,P3-1,Terry Olson,17,1:19.510,1900-01-01 00:23:37.928000,Green,Track,10.739,29.285,39.486
74,P3-1,Jason Rabe,17,1:20.073,1900-01-01 00:23:41.910000,Green,Track,11.071,29.475,39.527
61,P3-2,George Staikos,16,1:23.800,1900-01-01 00:23:48.107000,Green,Track,12.071,30.822,40.907
