Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03
6,DPi,Dane Cameron,1,1:49.333,1900-01-01 00:01:49.333000,Green,Track,25.363000000000003,45.972,37.996
31,DPi,Pipo Derani,1,1:50.351,1900-01-01 00:01:50.351000,Green,Track,23.875999999999998,45.44,38.72
55,DPi,Jonathan Bomarito,1,1:50.947,1900-01-01 00:01:50.947000,Green,Track,24.228,45.856,39.04
7,DPi,Helio Castroneves,1,1:52.022,1900-01-01 00:01:52.022000,Green,Track,24.840999999999998,46.678000000000004,39.82
10,DPi,Ryan Briscoe,1,1:52.830,1900-01-01 00:01:52.830000,Green,Track,23.346,45.378,40.516
77,DPi,Oliver Jarvis,1,1:53.180,1900-01-01 00:01:53.180000,Green,Track,22.465,45.383,40.73
5,DPi,Sebastien Bourdais,1,1:53.589,1900-01-01 00:01:53.589000,Green,Track,22.316999999999997,44.398999999999994,40.998000000000005
85,DPi,Gabriel Aubry,1,1:53.990,1900-01-01 00:01:53.990000,Green,Track,21.936999999999998,44.482,41.144
4,GTLM,Oliver Gavin,1,1:55.122,1900-01-01 00:01:55.122000,Green,Track,22.069000000000003,42.468999999999994,41.833999999999996
3,GTLM,Jordan Taylor,1,1:55.514,1900-01-01 00:01:55.514000,Green,Track,22.075,43.73,41.941
25,GTLM,Bruno Spengler,1,1:56.708,1900-01-01 00:01:56.708000,Green,Track,21.555999999999997,42.173,42.835
14,GTD,Aaron Telitz,1,1:57.480,1900-01-01 00:01:57.480000,Green,Track,21.135,40.905,43.255
86,GTD,Matt McMurry,1,1:57.691,1900-01-01 00:01:57.691000,Green,Track,20.872,40.374,43.358000000000004
57,GTD,Misha Goikhberg,1,1:58.133,1900-01-01 00:01:58.133000,Green,Track,20.725,40.051,43.321000000000005
12,GTD,Frankie Montecalvo,1,1:59.715,1900-01-01 00:01:59.715000,Green,Track,19.184,38.295,44.623999999999995
96,GTD,Robby Foley,1,2:00.120,1900-01-01 00:02:00.120000,Green,Track,20.061,39.911,45.063
22,GTD,Till Bechtolsheimer,1,2:00.732,1900-01-01 00:02:00.732000,Green,Track,18.69,37.32,45.281000000000006
23,GTD,Ian James,1,2:01.182,1900-01-01 00:02:01.182000,Green,Track,19.430999999999997,39.185,45.816
16,GTD,Ryan Hardwick,1,2:01.424,1900-01-01 00:02:01.424000,Green,Track,18.885,38.348,45.718999999999994
74,GTD,Gar Robinson,1,2:01.799,1900-01-01 00:02:01.799000,Green,Track,18.79,36.066,45.681000000000004
44,GTD,John Potter,1,2:02.204,1900-01-01 00:02:02.204000,Green,Track,18.448,37.053000000000004,46.19
76,GTD,Corey Fergus,1,2:02.429,1900-01-01 00:02:02.429000,Green,Track,18.355,34.429,45.885
30,GTD,Rob Ferriol,1,2:02.848,1900-01-01 00:02:02.848000,Green,Track,18.618,35.721,46.532
24,GTLM,Jesse Krohn,1,2:24.166,1900-01-01 00:02:24.166000,Green,Track,21.528000000000002,0.0,0.0
6,DPi,Dane Cameron,2,1:15.663,1900-01-01 00:03:04.996000,Green,Track,10.189,27.55,37.924
31,DPi,Pipo Derani,2,1:15.866,1900-01-01 00:03:06.217000,Green,Track,10.232999999999999,27.7,37.933
55,DPi,Jonathan Bomarito,2,1:16.167,1900-01-01 00:03:07.114000,Green,Track,10.252,28.054000000000002,37.861
7,DPi,Helio Castroneves,2,1:16.755,1900-01-01 00:03:08.777000,Green,Track,10.241,27.916,38.598
10,DPi,Ryan Briscoe,2,1:17.050,1900-01-01 00:03:09.880000,Green,Track,10.327,28.045,38.678000000000004
77,DPi,Oliver Jarvis,2,1:17.222,1900-01-01 00:03:10.402000,Green,Track,10.459000000000001,28.119,38.644
5,DPi,Sebastien Bourdais,2,1:17.352,1900-01-01 00:03:10.941000,Green,Track,10.663,27.818,38.871
85,DPi,Gabriel Aubry,2,1:17.400,1900-01-01 00:03:11.390000,Green,Track,10.837,28.066,38.497
4,GTLM,Oliver Gavin,2,1:22.566,1900-01-01 00:03:17.688000,Green,Track,11.629000000000001,29.758000000000003,41.178999999999995
3,GTLM,Jordan Taylor,2,1:22.512,1900-01-01 00:03:18.026000,Green,Track,11.544,29.956999999999997,41.011
25,GTLM,Bruno Spengler,2,1:23.119,1900-01-01 00:03:19.827000,Green,Track,11.725,30.371,41.023
14,GTD,Aaron Telitz,2,1:23.608,1900-01-01 00:03:21.088000,Green,Track,11.854000000000001,30.379,41.375
86,GTD,Matt McMurry,2,1:24.569,1900-01-01 00:03:22.260000,Green,Track,12.115,30.41,42.044
57,GTD,Misha Goikhberg,2,1:24.406,1900-01-01 00:03:22.539000,Green,Track,12.04,30.605,41.761
12,GTD,Frankie Montecalvo,2,1:25.414,1900-01-01 00:03:25.129000,Green,Track,12.388,31.021,42.005
96,GTD,Robby Foley,2,1:25.564,1900-01-01 00:03:25.684000,Green,Track,12.128,31.116,42.32
22,GTD,Till Bechtolsheimer,2,1:25.487,1900-01-01 00:03:26.219000,Green,Track,12.120999999999999,30.971999999999998,42.394
23,GTD,Ian James,2,1:26.103,1900-01-01 00:03:27.285000,Green,Track,12.412,31.178,42.513000000000005
16,GTD,Ryan Hardwick,2,1:26.337,1900-01-01 00:03:27.761000,Green,Track,12.415,31.482,42.44
74,GTD,Gar Robinson,2,1:26.489,1900-01-01 00:03:28.288000,Green,Track,12.458,31.39,42.641000000000005
76,GTD,Corey Fergus,2,1:26.335,1900-01-01 00:03:28.764000,Green,Track,12.64,31.528000000000002,42.167
44,GTD,John Potter,2,1:27.803,1900-01-01 00:03:30.007000,Green,Track,12.575,31.965999999999998,43.262
30,GTD,Rob Ferriol,2,1:27.781,1900-01-01 00:03:30.629000,Green,Track,12.519,31.691,43.571000000000005
24,GTLM,Jesse Krohn,2,1:22.185,1900-01-01 00:03:46.351000,Green,Track,11.574000000000002,29.831,40.78
6,DPi,Dane Cameron,3,1:14.617,1900-01-01 00:04:19.613000,Green,Track,10.135,27.441,37.041
31,DPi,Pipo Derani,3,1:14.749,1900-01-01 00:04:20.966000,Green,Track,10.146,27.421,37.181999999999995
55,DPi,Jonathan Bomarito,3,1:15.276,1900-01-01 00:04:22.390000,Green,Track,10.22,27.759,37.297
7,DPi,Helio Castroneves,3,1:15.526,1900-01-01 00:04:24.303000,Green,Track,10.104,27.621,37.801
10,DPi,Ryan Briscoe,3,1:15.222,1900-01-01 00:04:25.102000,Green,Track,10.117,27.734,37.371
77,DPi,Oliver Jarvis,3,1:15.427,1900-01-01 00:04:25.829000,Green,Track,10.261,27.601999999999997,37.564
5,DPi,Sebastien Bourdais,3,1:16.177,1900-01-01 00:04:27.118000,Green,Track,10.334000000000001,27.538,38.305
85,DPi,Gabriel Aubry,3,1:16.082,1900-01-01 00:04:27.472000,Green,Track,10.47,27.647,37.965
4,GTLM,Oliver Gavin,3,1:22.987,1900-01-01 00:04:40.675000,Green,Track,11.501,29.83,41.656000000000006
3,GTLM,Jordan Taylor,3,1:23.073,1900-01-01 00:04:41.099000,Green,Track,11.557,29.623,41.893
25,GTLM,Bruno Spengler,3,1:22.303,1900-01-01 00:04:42.130000,Green,Track,11.511,29.77,41.022
14,GTD,Aaron Telitz,3,1:23.101,1900-01-01 00:04:44.189000,Green,Track,11.69,30.291999999999998,41.119
86,GTD,Matt McMurry,3,1:23.388,1900-01-01 00:04:45.648000,Green,Track,11.874,30.283,41.231
57,GTD,Misha Goikhberg,3,1:23.876,1900-01-01 00:04:46.415000,Green,Track,12.100999999999999,30.58,41.195
96,GTD,Robby Foley,3,1:24.472,1900-01-01 00:04:50.156000,Green,Track,11.947000000000001,30.866,41.659
22,GTD,Till Bechtolsheimer,3,1:26.388,1900-01-01 00:04:52.607000,Green,Track,12.047,30.929000000000002,43.412
23,GTD,Ian James,3,1:25.810,1900-01-01 00:04:53.095000,Green,Track,12.210999999999999,30.97,42.629
16,GTD,Ryan Hardwick,3,1:25.792,1900-01-01 00:04:53.553000,Green,Track,12.195,31.002,42.595
74,GTD,Gar Robinson,3,1:25.617,1900-01-01 00:04:53.905000,Green,Track,12.014000000000001,31.098000000000003,42.505
76,GTD,Corey Fergus,3,1:25.395,1900-01-01 00:04:54.159000,Green,Track,11.942,30.945999999999998,42.507
44,GTD,John Potter,3,1:25.638,1900-01-01 00:04:55.645000,Green,Track,12.169,30.956999999999997,42.512
30,GTD,Rob Ferriol,3,1:25.718,1900-01-01 00:04:56.347000,Green,Track,12.280999999999999,30.969,42.468
12,GTD,Frankie Montecalvo,3,1:34.147,1900-01-01 00:04:59.276000,Green,Pit,11.982000000000001,31.849,50.316
24,GTLM,Jesse Krohn,3,1:21.007,1900-01-01 00:05:07.358000,Green,Track,11.34,29.57,40.097
6,DPi,Dane Cameron,4,1:14.339,1900-01-01 00:05:33.952000,Green,Track,9.992,27.393,36.954
31,DPi,Pipo Derani,4,1:14.486,1900-01-01 00:05:35.452000,Green,Track,9.986,27.383000000000003,37.117
55,DPi,Jonathan Bomarito,4,1:15.216,1900-01-01 00:05:37.606000,Green,Track,10.113,27.67,37.433
7,DPi,Helio Castroneves,4,1:15.026,1900-01-01 00:05:39.329000,Green,Track,9.975,27.843000000000004,37.208
10,DPi,Ryan Briscoe,4,1:14.911,1900-01-01 00:05:40.013000,Green,Track,10.088,27.579,37.244
77,DPi,Oliver Jarvis,4,1:15.011,1900-01-01 00:05:40.840000,Green,Track,10.15,27.605,37.256
5,DPi,Sebastien Bourdais,4,1:14.944,1900-01-01 00:05:42.062000,Green,Track,10.129,27.261999999999997,37.553000000000004
85,DPi,Gabriel Aubry,4,1:15.459,1900-01-01 00:05:42.931000,Green,Track,10.341,27.612,37.506
4,GTLM,Oliver Gavin,4,1:21.150,1900-01-01 00:06:01.825000,Green,Track,11.425999999999998,29.478,40.246
3,GTLM,Jordan Taylor,4,1:21.196,1900-01-01 00:06:02.295000,Green,Track,11.42,29.66,40.116
25,GTLM,Bruno Spengler,4,1:21.738,1900-01-01 00:06:03.868000,Green,Track,11.405999999999999,29.816,40.516
14,GTD,Aaron Telitz,4,1:22.872,1900-01-01 00:06:07.061000,Green,Track,11.684000000000001,30.29,40.898
86,GTD,Matt McMurry,4,1:23.014,1900-01-01 00:06:08.662000,Green,Track,11.755999999999998,30.136999999999997,41.121
57,GTD,Misha Goikhberg,4,1:23.534,1900-01-01 00:06:09.949000,Green,Track,11.844000000000001,30.401999999999997,41.288000000000004
96,GTD,Robby Foley,4,1:23.764,1900-01-01 00:06:13.920000,Green,Track,11.847000000000001,30.404,41.513000000000005
22,GTD,Till Bechtolsheimer,4,1:23.788,1900-01-01 00:06:16.395000,Green,Track,11.866,30.659000000000002,41.263000000000005
23,GTD,Ian James,4,1:24.697,1900-01-01 00:06:17.792000,Green,Track,12.102,30.736,41.858999999999995
16,GTD,Ryan Hardwick,4,1:25.146,1900-01-01 00:06:18.699000,Green,Track,12.161,30.910999999999998,42.074
74,GTD,Gar Robinson,4,1:25.246,1900-01-01 00:06:19.151000,Green,Track,12.122,31.009,42.115
76,GTD,Corey Fergus,4,1:25.205,1900-01-01 00:06:19.364000,Green,Track,12.114,30.979,42.111999999999995
44,GTD,John Potter,4,1:24.871,1900-01-01 00:06:20.516000,Green,Track,12.182,30.649,42.04
30,GTD,Rob Ferriol,4,1:24.879,1900-01-01 00:06:21.226000,Green,Track,12.214,30.55,42.115
24,GTLM,Jesse Krohn,4,1:20.415,1900-01-01 00:06:27.773000,Green,Track,11.374,29.313000000000002,39.728
6,DPi,Dane Cameron,5,1:13.866,1900-01-01 00:06:47.818000,Green,Track,10.203,27.234,36.429
31,DPi,Pipo Derani,5,1:13.969,1900-01-01 00:06:49.421000,Green,Track,9.962,27.363000000000003,36.644
55,DPi,Jonathan Bomarito,5,1:14.842,1900-01-01 00:06:52.448000,Green,Track,10.185,27.717,36.94
7,DPi,Helio Castroneves,5,1:14.567,1900-01-01 00:06:53.896000,Green,Track,9.86,27.502,37.205
10,DPi,Ryan Briscoe,5,1:14.518,1900-01-01 00:06:54.531000,Green,Track,10.0,27.502,37.016
77,DPi,Oliver Jarvis,5,1:14.467,1900-01-01 00:06:55.307000,Green,Track,10.216000000000001,27.337,36.914
5,DPi,Sebastien Bourdais,5,1:14.621,1900-01-01 00:06:56.683000,Green,Track,10.091000000000001,27.125,37.405
85,DPi,Gabriel Aubry,5,1:14.795,1900-01-01 00:06:57.726000,Green,Track,10.133,27.392,37.27
4,GTLM,Oliver Gavin,5,1:20.700,1900-01-01 00:07:22.525000,Green,Track,11.31,29.344,40.046
3,GTLM,Jordan Taylor,5,1:20.658,1900-01-01 00:07:22.953000,Green,Track,11.304,29.456,39.898
25,GTLM,Bruno Spengler,5,1:21.002,1900-01-01 00:07:24.870000,Green,Track,11.390999999999998,29.554000000000002,40.056999999999995
14,GTD,Aaron Telitz,5,1:23.055,1900-01-01 00:07:30.116000,Green,Track,11.729000000000001,30.436999999999998,40.889
86,GTD,Matt McMurry,5,1:24.060,1900-01-01 00:07:32.722000,Green,Track,11.765999999999998,30.281999999999996,42.012
57,GTD,Misha Goikhberg,5,1:23.937,1900-01-01 00:07:33.886000,Green,Track,11.875,30.272,41.79
12,GTD,Frankie Montecalvo,4,2:35.283,1900-01-01 00:07:34.559000,Green,Track,76.87899999999999,33.952,44.452
96,GTD,Robby Foley,5,1:23.528,1900-01-01 00:07:37.448000,Green,Track,11.841,30.326999999999998,41.36
22,GTD,Till Bechtolsheimer,5,1:23.682,1900-01-01 00:07:40.077000,Green,Track,11.864,30.535999999999998,41.282
23,GTD,Ian James,5,1:24.260,1900-01-01 00:07:42.052000,Green,Track,12.027000000000001,30.628,41.605
16,GTD,Ryan Hardwick,5,1:24.205,1900-01-01 00:07:42.904000,Green,Track,12.057,30.541999999999998,41.606
74,GTD,Gar Robinson,5,1:24.509,1900-01-01 00:07:43.660000,Green,Track,12.012,30.910999999999998,41.586000000000006
76,GTD,Corey Fergus,5,1:24.789,1900-01-01 00:07:44.153000,Green,Track,12.091,30.875999999999998,41.821999999999996
44,GTD,John Potter,5,1:24.458,1900-01-01 00:07:44.974000,Green,Track,11.925999999999998,30.529,42.003
30,GTD,Rob Ferriol,5,1:24.422,1900-01-01 00:07:45.648000,Green,Track,12.059000000000001,30.517,41.846000000000004
24,GTLM,Jesse Krohn,5,1:20.489,1900-01-01 00:07:48.262000,Green,Track,11.402999999999999,29.354,39.732
6,DPi,Dane Cameron,6,1:13.195,1900-01-01 00:08:01.013000,Green,Track,9.887,27.086,36.222
31,DPi,Pipo Derani,6,1:13.699,1900-01-01 00:08:03.120000,Green,Track,10.027000000000001,27.17,36.501999999999995
55,DPi,Jonathan Bomarito,6,1:14.154,1900-01-01 00:08:06.602000,Green,Track,10.056000000000001,27.413,36.685
7,DPi,Helio Castroneves,6,1:14.080,1900-01-01 00:08:07.976000,Green,Track,9.913,27.32,36.847
10,DPi,Ryan Briscoe,6,1:14.558,1900-01-01 00:08:09.089000,Green,Track,10.014,27.494,37.05
77,DPi,Oliver Jarvis,6,1:14.311,1900-01-01 00:08:09.618000,Green,Track,10.07,27.195,37.046
5,DPi,Sebastien Bourdais,6,1:14.143,1900-01-01 00:08:10.826000,Green,Track,10.012,27.054000000000002,37.077
85,DPi,Gabriel Aubry,6,1:14.402,1900-01-01 00:08:12.128000,Green,Track,10.131,27.215999999999998,37.055
4,GTLM,Oliver Gavin,6,1:20.552,1900-01-01 00:08:43.077000,Green,Track,11.29,29.256,40.006
3,GTLM,Jordan Taylor,6,1:20.470,1900-01-01 00:08:43.423000,Green,Track,11.297,29.35,39.823
25,GTLM,Bruno Spengler,6,1:20.635,1900-01-01 00:08:45.505000,Green,Track,11.300999999999998,29.445999999999998,39.888000000000005
14,GTD,Aaron Telitz,6,1:22.669,1900-01-01 00:08:52.785000,Green,Track,11.679,30.212,40.778
86,GTD,Matt McMurry,6,1:22.739,1900-01-01 00:08:55.461000,Green,Track,11.767000000000001,30.049,40.923
57,GTD,Misha Goikhberg,6,1:22.913,1900-01-01 00:08:56.799000,Green,Track,11.843,30.204,40.866
96,GTD,Robby Foley,6,1:23.642,1900-01-01 00:09:01.090000,Green,Track,11.827,30.639,41.176
22,GTD,Till Bechtolsheimer,6,1:24.637,1900-01-01 00:09:04.714000,Green,Track,11.843,30.325,42.468999999999994
23,GTD,Ian James,6,1:24.206,1900-01-01 00:09:06.258000,Green,Track,11.979000000000001,30.474,41.753
16,GTD,Ryan Hardwick,6,1:24.186,1900-01-01 00:09:07.090000,Green,Track,12.030999999999999,30.63,41.525
74,GTD,Gar Robinson,6,1:24.136,1900-01-01 00:09:07.796000,Green,Track,11.897,30.608,41.631
76,GTD,Corey Fergus,6,1:23.927,1900-01-01 00:09:08.080000,Green,Track,11.892999999999999,30.410999999999998,41.623000000000005
44,GTD,John Potter,6,1:24.202,1900-01-01 00:09:09.176000,Green,Track,12.011,30.313000000000002,41.878
24,GTLM,Jesse Krohn,6,1:20.987,1900-01-01 00:09:09.249000,Green,Track,11.200999999999999,29.219,40.567
30,GTD,Rob Ferriol,6,1:24.931,1900-01-01 00:09:10.579000,Green,Track,12.104000000000001,30.414,42.413000000000004
12,GTD,Frankie Montecalvo,5,1:37.328,1900-01-01 00:09:11.887000,Green,Pit,12.762,33.071999999999996,51.494
6,DPi,Dane Cameron,7,1:13.072,1900-01-01 00:09:14.085000,Green,Track,9.8,26.92,36.352
31,DPi,Pipo Derani,7,1:13.899,1900-01-01 00:09:17.019000,Green,Track,9.945,27.182,36.772
55,DPi,Jonathan Bomarito,7,1:13.949,1900-01-01 00:09:20.551000,Green,Track,9.997,27.399,36.553000000000004
7,DPi,Helio Castroneves,7,1:14.021,1900-01-01 00:09:21.997000,Green,Track,9.881,27.250999999999998,36.889
10,DPi,Ryan Briscoe,7,1:13.722,1900-01-01 00:09:22.811000,Green,Track,9.941,27.115,36.666
77,DPi,Oliver Jarvis,7,1:13.847,1900-01-01 00:09:23.465000,Green,Track,10.025,27.248,36.574
5,DPi,Sebastien Bourdais,7,1:13.959,1900-01-01 00:09:24.785000,Green,Track,10.005,27.002,36.952
85,DPi,Gabriel Aubry,7,1:14.207,1900-01-01 00:09:26.335000,Green,Track,10.025,27.273000000000003,36.909
4,GTLM,Oliver Gavin,7,1:20.274,1900-01-01 00:10:03.351000,Green,Track,11.21,29.214000000000002,39.85
3,GTLM,Jordan Taylor,7,1:20.255,1900-01-01 00:10:03.678000,Green,Track,11.235,29.359,39.661
25,GTLM,Bruno Spengler,7,1:20.359,1900-01-01 00:10:05.864000,Green,Track,11.267000000000001,29.346,39.746
14,GTD,Aaron Telitz,7,1:22.447,1900-01-01 00:10:15.232000,Green,Track,11.654000000000002,30.204,40.589
86,GTD,Matt McMurry,7,1:22.928,1900-01-01 00:10:18.389000,Green,Track,11.751,30.074,41.103
57,GTD,Misha Goikhberg,7,1:23.282,1900-01-01 00:10:20.081000,Green,Track,11.819,30.340999999999998,41.122
96,GTD,Robby Foley,7,1:22.829,1900-01-01 00:10:23.919000,Green,Track,11.758,30.153000000000002,40.918
22,GTD,Till Bechtolsheimer,7,1:23.427,1900-01-01 00:10:28.141000,Green,Track,11.835999999999999,30.427,41.163999999999994
23,GTD,Ian James,7,1:23.544,1900-01-01 00:10:29.802000,Green,Track,11.946,30.366999999999997,41.231
24,GTLM,Jesse Krohn,7,1:21.008,1900-01-01 00:10:30.257000,Green,Track,11.536,29.279,40.193000000000005
6,DPi,Dane Cameron,8,1:16.267,1900-01-01 00:10:30.352000,Green,Track,9.919,27.471999999999998,38.876
16,GTD,Ryan Hardwick,7,1:24.408,1900-01-01 00:10:31.498000,Green,Track,11.9,30.516,41.992
74,GTD,Gar Robinson,7,1:24.151,1900-01-01 00:10:31.947000,Green,Track,11.823,30.743000000000002,41.585
31,DPi,Pipo Derani,8,1:16.113,1900-01-01 00:10:33.132000,Green,Track,9.992,27.156,38.965
76,GTD,Corey Fergus,7,1:25.159,1900-01-01 00:10:33.239000,Green,Track,11.970999999999998,30.565,42.623000000000005
44,GTD,John Potter,7,1:24.986,1900-01-01 00:10:34.162000,Green,Track,12.225999999999999,30.619,42.141000000000005
30,GTD,Rob Ferriol,7,1:24.286,1900-01-01 00:10:34.865000,Green,Track,11.937999999999999,30.629,41.718999999999994
55,DPi,Jonathan Bomarito,8,1:14.307,1900-01-01 00:10:34.858000,Green,Track,9.941,27.295,37.071
7,DPi,Helio Castroneves,8,1:14.163,1900-01-01 00:10:36.160000,Green,Track,9.812000000000001,27.226999999999997,37.124
10,DPi,Ryan Briscoe,8,1:14.196,1900-01-01 00:10:37.007000,Green,Track,9.982000000000001,27.241999999999997,36.972
77,DPi,Oliver Jarvis,8,1:14.115,1900-01-01 00:10:37.580000,Green,Track,10.06,27.166,36.889
5,DPi,Sebastien Bourdais,8,1:13.907,1900-01-01 00:10:38.692000,Green,Track,9.908,26.855,37.144
85,DPi,Gabriel Aubry,8,1:14.656,1900-01-01 00:10:40.991000,Green,Track,9.953,27.430999999999997,37.272
4,GTLM,Oliver Gavin,8,1:20.365,1900-01-01 00:11:23.716000,Green,Track,11.270999999999999,29.351,39.743
3,GTLM,Jordan Taylor,8,1:20.410,1900-01-01 00:11:24.088000,Green,Track,11.339,29.410999999999998,39.66
25,GTLM,Bruno Spengler,8,1:20.370,1900-01-01 00:11:26.234000,Green,Track,11.255,29.416999999999998,39.698
12,GTD,Frankie Montecalvo,6,2:25.153,1900-01-01 00:11:37.040000,Green,Track,71.729,31.588,41.836000000000006
14,GTD,Aaron Telitz,8,1:22.888,1900-01-01 00:11:38.120000,Green,Track,11.703,30.434,40.751
86,GTD,Matt McMurry,8,1:22.725,1900-01-01 00:11:41.114000,Green,Track,11.782,30.154,40.789
57,GTD,Misha Goikhberg,8,1:22.926,1900-01-01 00:11:43.007000,Green,Track,11.789000000000001,30.236,40.900999999999996
6,DPi,Dane Cameron,9,1:14.502,1900-01-01 00:11:44.854000,Green,Track,10.274000000000001,27.304000000000002,36.924
96,GTD,Robby Foley,8,1:23.123,1900-01-01 00:11:47.042000,Green,Track,11.698,30.22,41.205
31,DPi,Pipo Derani,9,1:15.390,1900-01-01 00:11:48.522000,Green,Track,10.355,27.739,37.296
24,GTLM,Jesse Krohn,8,1:21.448,1900-01-01 00:11:51.705000,Green,Track,11.705,29.621,40.122
22,GTD,Till Bechtolsheimer,8,1:24.689,1900-01-01 00:11:52.830000,Green,Track,11.897,30.99,41.802
55,DPi,Jonathan Bomarito,9,1:19.154,1900-01-01 00:11:54.012000,Green,Track,11.163,28.325,39.666
23,GTD,Ian James,8,1:24.294,1900-01-01 00:11:54.096000,Green,Track,12.027999999999999,30.785999999999998,41.48
7,DPi,Helio Castroneves,9,1:18.216,1900-01-01 00:11:54.376000,Green,Track,10.581,28.135,39.5
10,DPi,Ryan Briscoe,9,1:17.544,1900-01-01 00:11:54.551000,Green,Track,10.021,28.21,39.313
77,DPi,Oliver Jarvis,9,1:18.203,1900-01-01 00:11:55.783000,Green,Track,10.104,28.225,39.874
5,DPi,Sebastien Bourdais,9,1:17.451,1900-01-01 00:11:56.143000,Green,Track,10.082,27.445999999999998,39.923
16,GTD,Ryan Hardwick,8,1:25.642,1900-01-01 00:11:57.140000,Green,Track,11.972999999999999,30.435,43.233999999999995
74,GTD,Gar Robinson,8,1:25.695,1900-01-01 00:11:57.642000,Green,Track,11.895,30.9,42.9
76,GTD,Corey Fergus,8,1:24.797,1900-01-01 00:11:58.036000,Green,Track,11.978,30.500999999999998,42.318000000000005
85,DPi,Gabriel Aubry,9,1:17.539,1900-01-01 00:11:58.530000,Green,Track,10.052,27.62,39.867
44,GTD,John Potter,8,1:25.432,1900-01-01 00:11:59.594000,Green,Track,12.2,31.01,42.222
30,GTD,Rob Ferriol,8,1:25.391,1900-01-01 00:12:00.256000,Green,Track,12.177999999999999,30.910999999999998,42.302
4,GTLM,Oliver Gavin,9,1:20.289,1900-01-01 00:12:44.005000,Green,Track,11.315,29.195,39.779
3,GTLM,Jordan Taylor,9,1:20.315,1900-01-01 00:12:44.403000,Green,Track,11.307,29.368000000000002,39.64
25,GTLM,Bruno Spengler,9,1:20.328,1900-01-01 00:12:46.562000,Green,Track,11.193,29.333000000000002,39.802
6,DPi,Dane Cameron,10,1:16.024,1900-01-01 00:13:00.878000,Green,Track,9.997,27.275,38.751999999999995
14,GTD,Aaron Telitz,9,1:23.845,1900-01-01 00:13:01.965000,Green,Track,11.722999999999999,30.549,41.573
12,GTD,Frankie Montecalvo,7,1:25.581,1900-01-01 00:13:02.621000,Green,Track,12.214,31.621,41.746
31,DPi,Pipo Derani,10,1:15.856,1900-01-01 00:13:04.378000,Green,Track,10.07,27.226,38.56
86,GTD,Matt McMurry,9,1:23.221,1900-01-01 00:13:04.335000,Green,Track,11.777000000000001,30.153000000000002,41.291000000000004
57,GTD,Misha Goikhberg,9,1:23.516,1900-01-01 00:13:06.523000,Green,Track,11.868,30.346999999999998,41.301
96,GTD,Robby Foley,9,1:23.238,1900-01-01 00:13:10.280000,Green,Track,11.744000000000002,30.295,41.199
55,DPi,Jonathan Bomarito,10,1:16.817,1900-01-01 00:13:10.829000,Green,Track,10.605,27.964000000000002,38.248000000000005
24,GTLM,Jesse Krohn,9,1:20.484,1900-01-01 00:13:12.189000,Green,Track,11.225,29.299,39.96
7,DPi,Helio Castroneves,10,1:18.108,1900-01-01 00:13:12.484000,Green,Track,10.472999999999999,28.233,39.402
10,DPi,Ryan Briscoe,10,1:18.109,1900-01-01 00:13:12.660000,Green,Track,10.671,28.158,39.28
77,DPi,Oliver Jarvis,10,1:17.113,1900-01-01 00:13:12.896000,Green,Track,10.347000000000001,28.002,38.764
5,DPi,Sebastien Bourdais,10,1:17.101,1900-01-01 00:13:13.244000,Green,Track,10.370999999999999,27.864,38.866
85,DPi,Gabriel Aubry,10,1:18.650,1900-01-01 00:13:17.180000,Green,Track,11.152999999999999,27.851999999999997,39.645
22,GTD,Till Bechtolsheimer,9,1:24.284,1900-01-01 00:13:17.114000,Green,Track,11.917,31.156999999999996,41.21
23,GTD,Ian James,9,1:24.491,1900-01-01 00:13:18.587000,Green,Track,12.142999999999999,30.533,41.815
16,GTD,Ryan Hardwick,9,1:24.292,1900-01-01 00:13:21.432000,Green,Track,11.987,30.857,41.448
74,GTD,Gar Robinson,9,1:24.222,1900-01-01 00:13:21.864000,Green,Track,11.932,30.808000000000003,41.482
76,GTD,Corey Fergus,9,1:24.225,1900-01-01 00:13:22.261000,Green,Track,12.48,30.461,41.284
44,GTD,John Potter,9,1:24.173,1900-01-01 00:13:23.767000,Green,Track,11.972000000000001,30.416999999999998,41.784
30,GTD,Rob Ferriol,9,1:24.741,1900-01-01 00:13:24.997000,Green,Track,12.048,30.267,42.426
4,GTLM,Oliver Gavin,10,1:20.284,1900-01-01 00:14:04.289000,Green,Track,11.257,29.354,39.673
3,GTLM,Jordan Taylor,10,1:20.276,1900-01-01 00:14:04.679000,Green,Track,11.302999999999999,29.36,39.613
25,GTLM,Bruno Spengler,10,1:20.355,1900-01-01 00:14:06.917000,Green,Track,11.175,29.421,39.759
6,DPi,Dane Cameron,11,1:13.822,1900-01-01 00:14:14.700000,Green,Track,9.876,27.221,36.725
31,DPi,Pipo Derani,11,1:14.694,1900-01-01 00:14:19.072000,Green,Track,10.029,27.861,36.804
14,GTD,Aaron Telitz,10,1:23.113,1900-01-01 00:14:25.078000,Green,Track,11.662,30.45,41.001000000000005
12,GTD,Frankie Montecalvo,8,1:23.566,1900-01-01 00:14:26.187000,Green,Track,12.046,30.363000000000003,41.157
86,GTD,Matt McMurry,10,1:23.207,1900-01-01 00:14:27.542000,Green,Track,11.888,30.268,41.051
55,DPi,Jonathan Bomarito,11,1:16.922,1900-01-01 00:14:27.751000,Green,Track,10.228,27.651,39.043
