Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,SP5
22,P,Johannes van Overbeek,2,1:17.212,1900-01-01 00:03:07.855000,Green,Track,3.965,6.685,4.147,8.163,6.932,1.818,0.489,6.666,14.455,14.029000000000002,5.542999999999999,4.32,167.317
2,P,Scott Sharp,2,1:18.050,1900-01-01 00:03:09.953000,Green,Track,3.97,6.772,4.217,8.122,7.09,1.8619999999999999,0.502,6.877000000000001,14.587,14.182,5.524,4.345,162.984
911,GTLM,Nick Tandy,2,1:20.735,1900-01-01 00:03:13.616000,Green,Track,4.195,7.14,4.379,8.309,7.511,1.9580000000000002,0.525,6.94,14.812999999999999,14.937999999999999,5.558,4.468999999999999,155.844
54,P,Jonathan Bennett,2,1:19.969,1900-01-01 00:03:14.474000,Green,Track,4.147,7.086,4.205,8.435,7.181,1.85,0.495,7.015,14.96,14.588,5.492000000000001,4.515,165.28900000000002
912,GTLM,Earl Bamber,2,1:21.491,1900-01-01 00:03:15.470000,Green,Track,4.342,7.252999999999999,4.441,8.517999999999999,7.511,1.9580000000000002,0.526,7.141,14.864,14.886,5.567,4.484,155.548
25,GTLM,Alexander Sims,2,1:21.213,1900-01-01 00:03:15.882000,Green,Track,4.2410000000000005,7.282,4.396,8.439,7.428999999999999,1.916,0.513,7.194,14.902000000000001,14.862,5.571000000000001,4.468,159.49
3,GTLM,Antonio Garcia,2,1:21.465,1900-01-01 00:03:16.519000,Green,Track,4.187,7.273,4.489,8.449,7.515,1.9409999999999998,0.521,7.026,14.989,14.949000000000002,5.534,4.592,157.041
24,GTLM,John Edwards,2,1:21.695,1900-01-01 00:03:16.887000,Green,Track,4.215,7.3629999999999995,4.447,8.55,7.475,1.9180000000000001,0.514,7.223,14.865,15.004000000000001,5.6,4.521,159.179
66,GTLM,Dirk Mueller,2,1:22.397,1900-01-01 00:03:17.960000,Green,Track,4.3580000000000005,7.32,4.478,8.333,7.522,1.9409999999999998,0.521,7.319,15.022,15.366,5.556,4.6610000000000005,157.041
67,GTLM,Ryan Briscoe,2,1:22.645,1900-01-01 00:03:18.478000,Green,Track,4.342,7.415,4.5280000000000005,8.531,7.515,1.939,0.52,7.093999999999999,15.292,15.325,5.559,4.585,157.343
4,GTLM,Tommy Milner,2,1:22.655,1900-01-01 00:03:18.773000,Green,Track,4.3260000000000005,7.315,4.559,8.582,7.468,1.929,0.515,7.209,15.251,15.245,5.752999999999999,4.503,158.87
15,GTD,Jack Hawksworth,2,1:22.953,1900-01-01 00:03:19.394000,Green,Track,4.349,7.412000000000001,4.498,8.615,7.68,1.9880000000000002,0.5329999999999999,7.05,15.206,15.333,5.651,4.638,153.505
14,GTD,Kyle Marcelli,2,1:23.297,1900-01-01 00:03:19.994000,Green,Track,4.367,7.506,4.513,8.62,7.66,1.9769999999999999,0.529,7.189,15.184000000000001,15.477,5.632999999999999,4.6419999999999995,154.666
85,P,Robert Alon,2,1:21.393,1900-01-01 00:03:20.846000,Green,Track,4.1530000000000005,7.422999999999999,4.184,8.426,7.107,1.829,0.491,7.322,15.501,14.908,5.676,4.373,166.636
86,GTD,Katherine Legge,2,1:24.096,1900-01-01 00:03:21.261000,Green,Track,4.448,7.5489999999999995,4.43,8.628,7.662000000000001,1.9909999999999999,0.534,7.178,15.415,15.584000000000001,5.96,4.717,153.218
48,GTD,Madison Snow,2,1:24.315,1900-01-01 00:03:21.757000,Green,Track,4.452,7.582000000000001,4.4830000000000005,8.577,7.6770000000000005,1.9880000000000002,0.5329999999999999,7.277,15.514000000000001,15.674000000000001,5.879,4.678999999999999,153.505
96,GTD,Dillon Machavern,2,1:24.358,1900-01-01 00:03:22.069000,Green,Track,4.428,7.57,4.51,8.797,7.624,1.976,0.529,7.532,15.546,15.459000000000001,5.752000000000001,4.635,154.666
93,GTD,Justin Marks,2,1:24.421,1900-01-01 00:03:22.439000,Green,Track,4.416,7.505,4.493,8.795,7.6979999999999995,1.9869999999999999,0.532,7.518,15.519,15.514000000000001,0.0,0.0,153.79399999999998
58,GTD,Christina Nielsen,2,1:25.587,1900-01-01 00:03:24.098000,Green,Track,4.408,7.744,4.523,9.094,7.757000000000001,1.9909999999999999,0.534,7.297999999999999,15.761,15.818,5.942,4.717,153.218
63,GTD,Cooper MacNeil,2,1:25.550,1900-01-01 00:03:24.456000,Green,Track,4.447,7.54,4.689,8.942,7.6770000000000005,1.9780000000000002,0.53,7.441,15.749,15.832,6.004,4.721,154.374
16,GTD,Michael Schein,2,1:25.623,1900-01-01 00:03:24.779000,Green,Track,4.498,7.891,4.551,8.852,7.757999999999999,2.003,0.539,7.278,15.9,15.655,6.007000000000001,4.691,151.796
33,GTD,Ben Keating,2,1:25.450,1900-01-01 00:03:25.137000,Green,Track,4.459,7.705,4.529,8.918,7.667000000000001,1.99,0.534,7.341,16.07,15.552999999999999,5.885,4.7989999999999995,153.218
44,GTD,John Potter,2,1:25.652,1900-01-01 00:03:25.639000,Green,Track,4.485,7.643,4.583,8.906,7.815,2.013,0.54,7.26,15.952,15.719000000000001,5.905,4.831,151.515
75,GTD,Kenny Habul,2,1:25.655,1900-01-01 00:03:25.872000,Green,Track,4.417,7.9270000000000005,4.532,8.883,7.801,2.008,0.5379999999999999,7.386,15.675,15.835,5.876,4.777,152.078
7,P,Helio Castroneves,3,1:15.362,1900-01-01 00:04:15.315000,Green,Track,3.839,6.272,3.995,7.86,6.971,1.819,0.489,6.837999999999999,13.948,13.880999999999998,5.251,4.199,167.317
6,P,Dane Cameron,3,1:15.553,1900-01-01 00:04:15.713000,Green,Track,3.889,6.367000000000001,3.978,7.9,6.886,1.8019999999999998,0.486,6.895,14.093,13.717,5.287999999999999,4.252,168.35
77,P,Oliver Jarvis,3,1:15.158,1900-01-01 00:04:16.252000,Green,Track,3.852,6.416,3.978,7.899,6.982,1.8430000000000002,0.496,6.662999999999999,13.884,13.707,5.2379999999999995,4.2,164.956
55,P,Jonathan Bomarito,3,1:15.128,1900-01-01 00:04:16.894000,Green,Track,3.843,6.439,3.977,7.997999999999999,6.959,1.8330000000000002,0.493,6.608,13.892000000000001,13.602,5.2589999999999995,4.225,165.96
10,P,Renger Van Der Zande,3,1:15.531,1900-01-01 00:04:18.079000,Green,Track,3.928,6.575,4.11,7.8660000000000005,7.121,1.8619999999999999,0.501,6.603,13.754000000000001,13.75,5.2170000000000005,4.244,163.31
5,P,Joao Barbosa,3,1:15.845,1900-01-01 00:04:19.653000,Green,Track,3.93,6.4670000000000005,4.042,7.957999999999999,7.103,1.85,0.498,6.643,13.91,13.945,5.215,4.284,164.294
52,P,Gustavo Yacaman,3,1:16.160,1900-01-01 00:04:20.542000,Green,Track,3.931,6.492000000000001,4.013,7.824,6.936,1.8130000000000002,0.48700000000000004,6.808,14.052,14.255999999999998,5.2589999999999995,4.289,168.00400000000002
99,P,Misha Goikhberg,3,1:16.098,1900-01-01 00:04:21.010000,Green,Track,3.8739999999999997,6.631,4.058,7.961,6.928999999999999,1.8,0.48200000000000004,6.648,14.089,14.014000000000001,5.3870000000000005,4.225,169.747
38,P,James French,3,1:16.383,1900-01-01 00:04:22.377000,Green,Track,3.9010000000000002,6.475,4.117,8.13,7.0,1.805,0.483,7.04,13.982999999999999,13.793,5.461,4.195,169.396
31,P,Eric Curran,3,1:16.633,1900-01-01 00:04:23.074000,Green,Track,3.932,6.482,4.128,8.085,7.086,1.8430000000000002,0.496,6.894,14.049000000000001,14.088,5.281000000000001,4.269,164.956
22,P,Johannes van Overbeek,3,1:16.214,1900-01-01 00:04:24.069000,Green,Track,3.908,6.545,4.041,8.09,6.934,1.8090000000000002,0.48700000000000004,6.499,14.187999999999999,13.917,5.526,4.27,168.00400000000002
2,P,Scott Sharp,3,1:18.650,1900-01-01 00:04:28.603000,Green,Track,3.908,6.643,4.105,8.059,7.053999999999999,1.848,0.49700000000000005,6.705,15.259,14.489,5.645,4.438,164.62400000000002
54,P,Jonathan Bennett,3,1:19.996,1900-01-01 00:04:34.470000,Green,Track,3.992,6.691,4.2330000000000005,8.415,7.013999999999999,1.817,0.488,7.273,14.935,14.867,5.711,4.56,167.66
911,GTLM,Nick Tandy,3,1:21.200,1900-01-01 00:04:34.816000,Green,Track,4.1610000000000005,7.042000000000001,4.284,8.229,7.462000000000001,1.9569999999999999,0.525,7.337999999999999,15.069,14.962,5.65,4.521,155.844
912,GTLM,Earl Bamber,3,1:20.053,1900-01-01 00:04:35.523000,Green,Track,4.19,7.042000000000001,4.31,8.184,7.468999999999999,1.9480000000000002,0.523,6.91,14.719000000000001,14.812999999999999,5.492000000000001,4.453,156.44
25,GTLM,Alexander Sims,3,1:20.231,1900-01-01 00:04:36.113000,Green,Track,4.154,7.142,4.3,8.128,7.377000000000001,1.909,0.512,7.087999999999999,14.84,14.764000000000001,5.584,4.433,159.80100000000002
3,GTLM,Antonio Garcia,3,1:20.344,1900-01-01 00:04:36.863000,Green,Track,4.176,7.071000000000001,4.376,8.25,7.513,1.943,0.52,6.914,14.704,14.925,5.466,4.486000000000001,157.343
24,GTLM,John Edwards,3,1:20.327,1900-01-01 00:04:37.214000,Green,Track,4.14,7.136,4.387,8.203,7.422999999999999,1.912,0.513,6.99,14.675,15.015,5.439,4.494,159.49
66,GTLM,Dirk Mueller,3,1:20.761,1900-01-01 00:04:38.721000,Green,Track,4.273,7.045,4.37,8.316,7.5360000000000005,1.945,0.522,7.291,14.720999999999998,14.704,5.478,4.56,156.74
67,GTLM,Ryan Briscoe,3,1:21.240,1900-01-01 00:04:39.718000,Green,Track,4.234,7.162999999999999,4.362,8.461,7.495,1.921,0.516,7.164,14.847000000000001,14.954,5.47,4.6530000000000005,158.562
85,P,Robert Alon,3,1:19.004,1900-01-01 00:04:39.850000,Green,Track,3.963,6.751,4.206,8.237,6.9079999999999995,1.791,0.48200000000000004,7.2,14.904000000000002,14.597999999999999,5.537000000000001,4.427,169.747
4,GTLM,Tommy Milner,3,1:21.601,1900-01-01 00:04:40.374000,Green,Track,4.236000000000001,7.136,4.359,8.397,7.444,1.909,0.511,7.249,14.936,15.27,5.655,4.499,160.114
15,GTD,Jack Hawksworth,3,1:21.723,1900-01-01 00:04:41.117000,Green,Track,4.2589999999999995,7.284,4.338,8.283,7.662000000000001,1.9909999999999999,0.532,7.065,14.997,15.039000000000001,5.694,4.579,153.79399999999998
14,GTD,Kyle Marcelli,3,1:22.064,1900-01-01 00:04:42.058000,Green,Track,4.253,7.406000000000001,4.494,8.391,7.632999999999999,1.9709999999999999,0.528,6.977,14.984000000000002,15.147,5.7620000000000005,4.518,154.959
86,GTD,Katherine Legge,3,1:22.501,1900-01-01 00:04:43.762000,Green,Track,4.3,7.4910000000000005,4.368,8.42,7.662000000000001,1.992,0.534,7.03,15.158,15.255999999999998,5.736000000000001,4.553999999999999,153.218
48,GTD,Madison Snow,3,1:22.411,1900-01-01 00:04:44.168000,Green,Track,4.335,7.392,4.442,8.405,7.64,1.979,0.531,7.069,15.078,15.306,5.657,4.577,154.083
96,GTD,Dillon Machavern,3,1:22.575,1900-01-01 00:04:44.644000,Green,Track,4.372,7.3629999999999995,4.425,8.513,7.507000000000001,1.943,0.521,7.176,15.23,15.234000000000002,5.745,4.546,157.041
93,GTD,Justin Marks,3,1:22.708,1900-01-01 00:04:45.147000,Green,Track,4.3180000000000005,7.415,4.34,8.482999999999999,7.602,1.97,0.527,7.107,15.304,15.337,5.681,4.624,155.253
58,GTD,Christina Nielsen,3,1:25.031,1900-01-01 00:04:49.129000,Green,Track,4.354,7.529,4.417,8.516,7.705,1.994,0.534,7.109,15.805,16.404,5.905,4.7589999999999995,153.218
63,GTD,Cooper MacNeil,3,1:24.905,1900-01-01 00:04:49.361000,Green,Track,4.371,7.376,4.418,8.673,7.682,1.99,0.532,7.098,15.642000000000001,16.438,5.9479999999999995,4.737,153.79399999999998
16,GTD,Michael Schein,3,1:24.905,1900-01-01 00:04:49.684000,Green,Track,4.406000000000001,7.6,4.453,8.663,7.667999999999999,1.992,0.534,7.074,15.463,16.230999999999998,6.117999999999999,4.703,153.218
33,GTD,Ben Keating,3,1:24.896,1900-01-01 00:04:50.033000,Green,Track,4.375,7.478,4.4830000000000005,8.812000000000001,7.691,1.983,0.532,6.985,15.508,16.09,6.251,4.708,153.79399999999998
44,GTD,John Potter,3,1:24.817,1900-01-01 00:04:50.456000,Green,Track,4.395,7.406000000000001,4.458,8.618,7.8260000000000005,2.008,0.537,7.07,15.347999999999999,16.042,6.261,4.848,152.362
75,GTD,Kenny Habul,3,1:24.765,1900-01-01 00:04:50.637000,Green,Track,4.341,7.632000000000001,4.468999999999999,8.661,7.702999999999999,1.989,0.5329999999999999,7.294,15.616,15.512,6.193,4.822,153.505
7,P,Helio Castroneves,4,1:14.538,1900-01-01 00:05:29.853000,Green,Track,3.824,6.21,3.984,7.862,6.92,1.807,0.48700000000000004,6.632999999999999,13.779000000000002,13.667,5.184,4.181,168.00400000000002
6,P,Dane Cameron,4,1:14.644,1900-01-01 00:05:30.357000,Green,Track,3.8710000000000004,6.2589999999999995,3.984,7.968999999999999,6.894,1.7990000000000002,0.485,6.6160000000000005,13.745999999999999,13.624,5.178,4.218999999999999,168.697
77,P,Oliver Jarvis,4,1:14.926,1900-01-01 00:05:31.178000,Green,Track,3.8139999999999996,6.327999999999999,4.006,7.956,6.97,1.8330000000000002,0.494,6.62,13.819,13.613,5.205,4.268,165.62400000000002
55,P,Jonathan Bomarito,4,1:14.874,1900-01-01 00:05:31.768000,Green,Track,3.833,6.365,4.048,7.939,6.947,1.8259999999999998,0.49200000000000005,6.664,13.786,13.606,5.183,4.185,166.297
10,P,Renger Van Der Zande,4,1:15.358,1900-01-01 00:05:33.437000,Green,Track,3.93,6.471,4.051,7.845,7.109,1.858,0.5,6.579,13.72,13.714,5.412000000000001,4.169,163.636
5,P,Joao Barbosa,4,1:15.296,1900-01-01 00:05:34.949000,Green,Track,3.9,6.422000000000001,4.001,7.813,7.065,1.8459999999999999,0.49700000000000005,6.68,13.67,13.859000000000002,5.315,4.228,164.62400000000002
52,P,Gustavo Yacaman,4,1:15.296,1900-01-01 00:05:35.838000,Green,Track,3.925,6.471,3.9560000000000004,7.754,6.9479999999999995,1.815,0.489,6.541,13.962,13.854000000000001,5.348,4.2330000000000005,167.317
99,P,Misha Goikhberg,4,1:15.389,1900-01-01 00:05:36.399000,Green,Track,3.8369999999999997,6.4910000000000005,3.991,7.9079999999999995,6.9079999999999995,1.7930000000000001,0.48,6.638999999999999,13.87,13.835999999999999,5.381,4.255,170.455
38,P,James French,4,1:16.170,1900-01-01 00:05:38.547000,Green,Track,3.875,6.405,4.084,8.158,6.99,1.804,0.484,6.921,14.003,13.765999999999998,5.471,4.209,169.046
31,P,Eric Curran,4,1:15.979,1900-01-01 00:05:39.053000,Green,Track,3.892,6.428999999999999,4.115,7.997999999999999,7.099,1.8419999999999999,0.496,6.75,13.850999999999999,13.882,5.4510000000000005,4.1739999999999995,164.956
22,P,Johannes van Overbeek,4,1:15.649,1900-01-01 00:05:39.718000,Green,Track,3.852,6.428,3.972,8.071,6.939,1.807,0.486,6.541,14.039000000000001,13.852,5.406000000000001,4.256,168.35
2,P,Scott Sharp,4,1:18.338,1900-01-01 00:05:46.941000,Green,Track,3.9210000000000003,6.7620000000000005,4.152,8.152000000000001,6.992000000000001,1.838,0.495,6.797999999999999,14.889000000000001,14.370999999999999,5.567,4.401,165.28900000000002
54,P,Jonathan Bennett,4,1:18.462,1900-01-01 00:05:52.932000,Green,Track,4.059,6.785,4.11,8.302,7.011,1.81,0.485,6.97,14.617,14.286,5.574,4.453,168.697
911,GTLM,Nick Tandy,4,1:19.980,1900-01-01 00:05:54.796000,Green,Track,4.177,7.1610000000000005,4.317,8.241,7.462000000000001,1.945,0.523,6.912999999999999,14.584000000000001,14.681,5.519,4.457,156.44
912,GTLM,Earl Bamber,4,1:20.067,1900-01-01 00:05:55.590000,Green,Track,4.175,7.0360000000000005,4.333,8.179,7.45,1.943,0.522,6.97,14.672,14.795,5.501,4.4910000000000005,156.74
25,GTLM,Alexander Sims,4,1:20.089,1900-01-01 00:05:56.202000,Green,Track,4.124,7.063,4.294,8.254,7.406000000000001,1.912,0.513,6.962000000000001,14.719000000000001,14.747,5.662999999999999,4.4319999999999995,159.49
3,GTLM,Antonio Garcia,4,1:19.927,1900-01-01 00:05:56.790000,Green,Track,4.132,7.039,4.335,8.189,7.486000000000001,1.9369999999999998,0.52,6.843,14.672,14.793,5.479,4.502,157.343
24,GTLM,John Edwards,4,1:19.898,1900-01-01 00:05:57.112000,Green,Track,4.183,7.0489999999999995,4.309,8.187999999999999,7.365,1.906,0.511,6.974,14.607000000000001,14.905999999999999,5.425,4.475,160.114
85,P,Robert Alon,4,1:17.464,1900-01-01 00:05:57.314000,Green,Track,3.952,6.59,4.138999999999999,8.625,7.011,1.8119999999999998,0.48700000000000004,6.733,13.870999999999999,14.456,5.515,4.273,168.00400000000002
66,GTLM,Dirk Mueller,4,1:20.681,1900-01-01 00:05:59.402000,Green,Track,4.22,7.08,4.3469999999999995,8.465,7.5360000000000005,1.942,0.521,7.135,14.645999999999999,14.703,5.495,4.591,157.041
67,GTLM,Ryan Briscoe,4,1:20.732,1900-01-01 00:06:00.450000,Green,Track,4.305,7.209,4.377,8.206,7.468999999999999,1.9269999999999998,0.518,6.992000000000001,14.640999999999998,14.988,5.547000000000001,4.553,157.95
4,GTLM,Tommy Milner,4,1:20.483,1900-01-01 00:06:00.857000,Green,Track,4.183,7.108,4.332,8.315,7.49,1.925,0.517,6.979,14.696,14.866,5.54,4.532,158.256
15,GTD,Jack Hawksworth,4,1:21.034,1900-01-01 00:06:02.151000,Green,Track,4.236000000000001,7.222,4.372,8.297,7.62,1.9769999999999999,0.532,6.827999999999999,14.802999999999999,14.919,5.664,4.564,153.79399999999998
14,GTD,Kyle Marcelli,4,1:21.190,1900-01-01 00:06:03.248000,Green,Track,4.215,7.252000000000001,4.333,8.283999999999999,7.624,1.974,0.53,6.946000000000001,14.812000000000001,15.005999999999998,5.695,4.519,154.374
