"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP5"
"6","P","Dane Cameron","29","1:17.845","37:13.559","Green","Track","3.845","6.320","3.930","7.837","6.916","1.806","0.486","6.611","14.436","15.137","6.187","4.334","168.350"
"55","P","Jonathan Bomarito","29","1:16.609","37:13.781","Green","Track","3.808","6.328","4.014","7.895","6.940","1.829","0.493","6.632","13.831","14.870","5.680","4.289","165.960"
"77","P","Oliver Jarvis","29","1:16.794","37:14.576","Green","Track","3.797","6.313","3.955","7.999","6.966","1.831","0.493","6.539","13.884","14.493","6.000","4.524","165.960"
"16","GTD","Michael Schein","26","1:25.316","37:14.703","Green","Track","4.407","7.620","4.469","8.678","7.661","1.993","0.534","7.119","15.572","16.173","6.034","5.056","153.218"
"10","P","Renger Van Der Zande","29","1:16.924","37:22.400","Green","Track","3.912","6.452","4.039","8.107","7.059","1.853","0.498","6.582","14.687","14.111","5.349","4.275","164.294"
"15","GTD","Jack Hawksworth","27","1:22.152","37:24.133","Green","Track","4.203","7.312","4.360","8.478","7.646","1.992","0.536","6.872","14.988","15.309","5.838","4.618","152.646"
"52","P","Gustavo Yacaman","29","1:16.401","37:27.396","Green","Track","3.913","6.458","3.979","7.959","6.946","1.806","0.486","6.826","14.461","13.921","5.383","4.263","168.350"
"14","GTD","Kyle Marcelli","27","1:23.225","37:30.447","Green","Track","4.210","7.403","4.403","8.648","7.669","1.982","0.532","7.080","15.535","15.370","5.837","4.556","153.794"
"99","P","Misha Goikhberg","29","1:15.717","37:35.319","Green","Track","3.772","6.413","3.926","8.097","6.935","1.802","0.482","6.513","14.282","13.933","5.346","4.216","169.747"
"54","P","Jonathan Bennett","28","1:20.115","37:45.177","Green","Track","3.978","6.840","4.261","8.359","6.999","1.812","0.487","7.240","15.098","14.954","5.591","4.496","168.004"
"86","GTD","Katherine Legge","27","1:22.961","37:46.407","Green","Track","4.224","7.457","4.385","8.401","7.627","1.996","0.535","7.260","15.220","15.534","5.748","4.574","152.931"
"48","GTD","Madison Snow","27","1:22.768","37:46.992","Green","Track","4.261","7.350","4.544","8.659","7.687","1.994","0.535","7.049","15.117","15.294","5.721","4.557","152.931"
"96","GTD","Dillon Machavern","27","1:22.744","37:48.455","Green","Track","4.287","7.428","4.352","8.564","7.514","1.946","0.523","7.034","15.319","15.401","5.829","4.547","156.440"
"93","GTD","Justin Marks","27","1:22.543","37:49.643","Green","Track","4.275","7.355","4.344","8.511","7.608","1.979","0.531","6.986","15.237","15.340","5.801","4.576","154.083"
"38","P","James French","29","1:15.524","37:52.636","Green","Track","3.853","6.444","3.954","8.042","6.944","1.797","0.483","6.632","14.030","13.737","5.372","4.236","169.396"
"22","P","Johannes van Overbeek","29","1:15.638","37:54.968","Green","Track","3.777","6.371","3.967","8.101","6.915","1.806","0.487","6.400","14.208","13.851","5.508","4.247","168.004"
"2","P","Scott Sharp","28","1:15.870","37:58.910","Green","Track","3.815","6.425","4.034","7.927","6.907","1.813","0.487","6.517","14.449","13.870","5.365","4.261","168.004"
"31","P","Eric Curran","29","1:16.375","38:06.154","Green","Track","3.934","6.715","4.122","8.044","7.030","1.844","0.497","6.581","13.968","14.038","5.409","4.193","164.624"
"85","P","Robert Alon","29","1:16.288","38:07.483","Green","Track","4.002","6.876","4.099","8.254","6.931","1.810","0.486","6.377","14.024","13.902","5.319","4.208","168.350"
"911","GTLM","Nick Tandy","28","1:21.010","38:11.744","Green","Track","4.130","7.254","4.391","8.425","7.421","1.939","0.520","6.899","15.084","14.982","5.555","4.410","157.343"
"912","GTLM","Earl Bamber","28","1:21.094","38:13.258","Green","Track","4.163","7.159","4.353","8.278","7.413","1.937","0.521","6.891","15.072","15.301","5.553","4.453","157.041"
"75","GTD","Kenny Habul","26","1:35.950","38:14.150","Green","Track","12.497","9.827","4.635","8.793","7.756","2.039","0.546","7.254","16.069","16.082","5.746","4.706","149.850"
"25","GTLM","Alexander Sims","28","1:21.257","38:16.203","Green","Track","4.194","7.134","4.406","8.274","7.326","1.924","0.540","7.037","15.167","15.053","5.772","4.430","151.515"
"3","GTLM","Antonio Garcia","28","1:20.596","38:17.923","Green","Track","4.171","7.197","4.326","8.320","7.436","1.935","0.517","6.848","14.852","14.866","5.598","4.530","158.256"
"5","P","Filipe Albuquerque","29","1:17.704","38:18.806","Green","Track","3.892","6.968","4.224","8.149","7.101","1.853","0.498","6.599","14.140","14.356","5.543","4.381","164.294"
"24","GTLM","John Edwards","28","1:20.881","38:21.055","Green","Track","4.116","7.141","4.319","8.337","7.439","1.922","0.517","7.127","15.056","14.930","5.486","4.491","158.256"
"66","GTLM","Dirk Mueller","28","1:21.019","38:21.839","Green","Track","4.227","7.292","4.377","8.443","7.494","1.934","0.518","7.024","14.772","14.858","5.589","4.491","157.950"
"4","GTLM","Tommy Milner","28","1:20.798","38:23.105","Green","Track","4.153","7.243","4.379","8.334","7.450","1.933","0.518","6.874","14.911","14.930","5.471","4.602","157.950"
"67","GTLM","Ryan Briscoe","28","1:20.588","38:25.279","Green","Track","4.150","7.090","4.307","8.411","7.458","1.932","0.518","6.887","14.893","15.013","5.382","4.547","157.950"
"7","P","Helio Castroneves","30","1:16.764","38:30.128","Green","Track","3.980","6.864","4.132","8.055","6.912","1.803","0.485","6.725","14.090","13.978","5.377","4.363","168.697"
"63","GTD","Cooper MacNeil","27","1:23.532","38:30.105","Green","Track","4.371","7.527","4.430","8.489","7.686","1.995","0.535","7.040","15.344","15.569","5.815","4.731","152.931"
"6","P","Dane Cameron","30","1:17.096","38:30.655","Green","Track","3.956","6.792","4.089","8.342","6.888","1.791","0.483","6.835","14.234","13.978","5.432","4.276","169.396"
"55","P","Jonathan Bomarito","30","1:17.145","38:30.926","Green","Track","4.003","6.781","4.166","8.332","6.928","1.814","0.488","6.736","14.227","13.996","5.415","4.259","167.660"
"77","P","Oliver Jarvis","30","1:16.811","38:31.387","Green","Track","3.980","6.965","4.165","8.254","6.974","1.832","0.493","6.650","13.994","13.817","5.438","4.249","165.960"
"58","GTD","Christina Nielsen","27","1:24.858","38:37.101","Green","Track","4.360","7.619","4.692","9.008","7.690","1.982","0.532","7.176","15.564","15.706","5.845","4.684","153.794"
"33","GTD","Ben Keating","27","1:25.075","38:37.530","Green","Track","4.324","7.729","4.532","9.209","7.807","2.006","0.536","7.223","15.744","15.541","5.838","4.586","152.646"
"44","GTD","John Potter","27","1:24.977","38:38.362","Green","Track","4.560","7.729","4.480","8.532","7.700","1.993","0.534","7.117","15.813","15.816","5.919","4.784","153.218"
"10","P","Renger Van Der Zande","30","1:16.484","38:38.884","Green","Track","3.879","6.559","4.052","8.012","7.022","1.851","0.498","6.535","14.116","14.174","5.454","4.332","164.294"
"16","GTD","Michael Schein","27","1:24.092","38:38.795","Green","Track","4.420","7.602","4.403","8.780","7.639","1.991","0.535","6.975","15.406","15.682","5.958","4.701","152.931"
"52","P","Gustavo Yacaman","30","1:15.683","38:43.079","Green","Track","3.909","6.449","3.983","8.025","6.911","1.806","0.485","6.603","14.047","13.835","5.428","4.202","168.697"
"15","GTD","Jack Hawksworth","28","1:22.556","38:46.689","Green","Track","4.222","7.342","4.348","8.443","7.625","1.990","0.534","7.189","15.284","15.217","5.780","4.582","153.218"
"99","P","Misha Goikhberg","30","1:16.029","38:51.348","Green","Track","3.798","6.409","3.902","8.148","6.894","1.791","0.480","6.600","14.408","13.978","5.420","4.201","170.455"
"14","GTD","Kyle Marcelli","28","1:22.628","38:53.075","Green","Track","4.218","7.417","4.419","8.441","7.614","1.977","0.530","6.921","15.240","15.460","5.831","4.560","154.374"
"54","P","Jonathan Bennett","29","1:19.265","39:04.442","Green","Track","3.953","6.986","4.203","8.271","6.970","1.805","0.485","6.984","14.952","14.749","5.483","4.424","168.697"
"86","GTD","Katherine Legge","28","1:22.299","39:08.706","Green","Track","4.226","7.384","4.385","8.465","7.613","1.988","0.533","6.879","15.124","15.282","5.780","4.640","153.505"
"48","GTD","Madison Snow","28","1:22.442","39:09.434","Green","Track","4.263","7.408","4.420","8.437","7.657","1.991","0.535","7.040","15.056","15.277","5.720","4.638","152.931"
"38","P","James French","30","1:16.953","39:09.589","Green","Track","3.858","6.433","4.032","8.020","6.877","1.790","0.478","6.656","14.849","14.198","5.460","4.302","171.168"
"96","GTD","Dillon Machavern","28","1:22.499","39:10.954","Green","Track","4.248","7.341","4.414","8.560","7.509","1.946","0.524","7.046","15.207","15.420","5.714","4.570","156.142"
"22","P","Johannes van Overbeek","30","1:16.283","39:11.251","Green","Track","3.804","6.365","3.982","8.071","6.904","1.802","0.485","6.361","14.372","14.340","5.591","4.206","168.697"
"93","GTD","Justin Marks","28","1:22.913","39:12.556","Green","Track","4.251","7.310","4.400","8.518","7.618","1.978","0.532","7.179","15.323","15.479","5.818","4.507","153.794"
"2","P","Scott Sharp","29","1:15.963","39:14.873","Green","Track","3.835","6.392","4.031","8.009","6.891","1.808","0.486","6.635","14.234","13.920","5.455","4.267","168.350"
"31","P","Eric Curran","30","1:16.230","39:22.384","Green","Track","3.875","6.580","4.106","7.929","7.042","1.845","0.498","6.669","14.087","13.975","5.394","4.230","164.294"
"85","P","Robert Alon","30","1:15.748","39:23.231","Green","Track","3.832","6.450","4.064","8.118","7.005","1.817","0.488","6.718","13.976","13.765","5.280","4.235","167.660"
"911","GTLM","Nick Tandy","29","1:20.548","39:32.292","Green","Track","4.145","7.203","4.346","8.260","7.408","1.944","0.524","6.821","14.877","15.003","5.577","4.440","156.142"
"912","GTLM","Earl Bamber","29","1:20.199","39:33.457","Green","Track","4.149","7.128","4.382","8.283","7.422","1.940","0.522","6.835","14.743","14.809","5.519","4.467","156.740"
"5","P","Filipe Albuquerque","30","1:18.085","39:36.891","Green","Track","3.932","6.661","4.125","7.969","7.039","1.839","0.493","6.730","14.631","14.892","5.492","4.282","165.960"
"75","GTD","Kenny Habul","27","1:23.887","39:38.037","Green","Track","4.397","7.510","4.450","8.539","7.683","2.005","0.539","7.114","15.369","15.687","5.831","4.763","151.796"
"25","GTLM","Alexander Sims","29","1:21.890","39:38.093","Green","Track","4.113","7.152","4.362","8.274","7.346","1.929","0.546","7.078","15.099","15.618","5.870","4.503","149.850"
"3","GTLM","Antonio Garcia","29","1:20.852","39:38.775","Green","Track","4.115","7.194","4.443","8.457","7.424","1.929","0.516","6.796","14.884","14.936","5.602","4.556","158.562"
"24","GTLM","John Edwards","29","1:20.799","39:41.854","Green","Track","4.140","7.140","4.332","8.448","7.421","1.924","0.517","6.979","14.867","14.996","5.542","4.493","158.256"
"66","GTLM","Dirk Mueller","29","1:20.807","39:42.646","Green","Track","4.180","7.095","4.368","8.483","7.549","1.940","0.521","7.021","14.744","14.874","5.485","4.547","157.041"
"4","GTLM","Tommy Milner","29","1:20.879","39:43.984","Green","Track","4.157","7.202","4.379","8.428","7.475","1.936","0.520","6.892","14.927","14.891","5.480","4.592","157.343"
"67","GTLM","Ryan Briscoe","29","1:20.630","39:45.909","Green","Track","4.164","7.115","4.306","8.341","7.425","1.925","0.516","6.937","14.903","15.012","5.410","4.576","158.562"
"7","P","Helio Castroneves","31","1:15.921","39:46.049","Green","Track","3.851","6.340","4.017","7.924","6.898","1.798","0.484","6.558","14.001","14.265","5.544","4.241","169.046"
"6","P","Dane Cameron","31","1:15.848","39:46.503","Green","Track","3.815","6.584","4.003","7.984","6.877","1.799","0.485","6.576","14.006","13.923","5.495","4.301","168.697"
"77","P","Oliver Jarvis","31","1:16.240","39:47.627","Green","Track","3.884","6.797","4.146","8.339","6.976","1.829","0.493","6.686","13.961","13.624","5.293","4.212","165.960"
"63","GTD","Cooper MacNeil","28","1:23.974","39:54.079","Green","Track","4.381","7.640","4.459","8.589","7.663","1.990","0.534","7.136","15.457","15.582","5.736","4.807","153.218"
"10","P","Renger Van Der Zande","31","1:17.346","39:56.230","Green","Track","4.081","7.157","4.195","8.486","7.127","1.856","0.501","6.555","13.906","13.848","5.375","4.259","163.310"
"58","GTD","Christina Nielsen","28","1:24.145","40:01.246","Green","Track","4.322","7.574","4.440","8.615","7.697","2.003","0.537","7.234","15.494","15.828","5.782","4.619","152.362"
"33","GTD","Ben Keating","28","1:24.546","40:02.076","Green","Track","4.291","7.506","4.493","8.932","7.658","1.991","0.537","7.202","15.803","15.563","5.893","4.677","152.362"
"52","P","Gustavo Yacaman","31","1:19.642","40:02.721","Green","Track","3.868","6.540","3.982","7.971","6.946","1.803","0.485","6.974","15.375","15.452","5.773","4.473","168.697"
"44","GTD","John Potter","28","1:24.346","40:02.708","Green","Track","4.398","7.524","4.502","8.625","7.740","2.003","0.537","7.073","15.405","15.817","5.922","4.800","152.362"
"16","GTD","Michael Schein","28","1:24.466","40:03.261","Green","Track","4.480","7.813","4.398","8.655","7.621","1.989","0.533","7.014","15.533","16.012","5.886","4.532","153.505"
"99","P","Misha Goikhberg","31","1:16.713","40:08.061","Green","Track","3.787","6.465","3.935","8.219","6.918","1.791","0.480","6.653","14.357","14.383","5.452","4.273","170.455"
"15","GTD","Jack Hawksworth","29","1:22.551","40:09.240","Green","Track","4.206","7.345","4.353","8.547","7.647","1.991","0.536","6.925","15.061","15.480","5.778","4.682","152.646"
"14","GTD","Kyle Marcelli","29","1:22.603","40:15.678","Green","Track","4.211","7.485","4.404","8.567","7.613","1.977","0.532","6.886","15.253","15.327","5.746","4.602","153.794"
"54","P","Jonathan Bennett","30","1:18.632","40:23.074","Green","Track","3.959","6.719","4.138","8.374","6.968","1.804","0.484","6.998","14.869","14.504","5.477","4.338","169.046"
"55","P","Jonathan Bomarito","31","1:56.781","40:27.707","Green","Pit","3.997","6.930","4.105","8.090","6.935","1.825","0.493","6.733","13.913","13.672","6.254","43.834","165.960"
"22","P","Johannes van Overbeek","31","1:16.952","40:28.203","Green","Track","3.837","6.913","4.261","8.265","6.922","1.806","0.487","6.622","14.314","13.873","5.475","4.177","168.004"
"86","GTD","Katherine Legge","29","1:22.929","40:31.635","Green","Track","4.233","7.483","4.428","8.640","7.581","1.987","0.533","7.239","15.163","15.364","5.729","4.549","153.505"
"48","GTD","Madison Snow","29","1:23.055","40:32.489","Green","Track","4.295","7.601","4.486","8.494","7.693","1.996","0.536","7.093","15.130","15.292","5.763","4.676","152.646"
"2","P","Scott Sharp","30","1:17.678","40:32.551","Green","Track","3.818","6.501","4.024","8.152","6.877","1.805","0.485","7.001","14.431","14.201","5.939","4.444","168.697"
"96","GTD","Dillon Machavern","29","1:23.971","40:34.925","Green","Track","4.231","7.783","4.467","8.585","7.544","1.961","0.527","7.770","15.398","15.325","5.787","4.593","155.253"
"93","GTD","Justin Marks","29","1:22.846","40:35.402","Green","Track","4.199","7.362","4.416","8.503","7.590","1.984","0.532","7.082","15.376","15.447","5.799","4.556","153.794"
"31","P","Eric Curran","31","1:15.546","40:37.930","Green","Track","3.872","6.591","4.071","7.871","7.017","1.847","0.498","6.577","13.818","13.799","5.412","4.173","164.294"
"85","P","Robert Alon","31","1:15.688","40:38.919","Green","Track","3.874","6.482","4.042","8.025","6.937","1.809","0.487","6.556","13.933","13.787","5.424","4.332","168.004"
"911","GTLM","Nick Tandy","30","1:20.374","40:52.666","Green","Track","4.158","7.149","4.349","8.326","7.453","1.958","0.525","6.863","14.771","14.853","5.576","4.393","155.844"
"912","GTLM","Earl Bamber","30","1:20.218","40:53.675","Green","Track","4.145","7.161","4.380","8.251","7.418","1.944","0.523","6.841","14.644","14.874","5.581","4.456","156.440"
"5","P","Filipe Albuquerque","31","1:16.961","40:53.852","Green","Track","3.868","6.625","4.133","7.716","7.049","1.849","0.497","6.676","14.108","14.605","5.584","4.251","164.624"
"25","GTLM","Alexander Sims","30","1:20.698","40:58.791","Green","Track","4.171","7.276","4.418","8.310","7.337","1.920","0.535","7.004","14.857","14.806","5.635","4.429","152.931"
"3","GTLM","Antonio Garcia","30","1:21.090","40:59.865","Green","Track","4.176","7.274","4.432","8.437","7.455","1.932","0.517","6.903","14.918","14.913","5.556","4.577","158.256"
"75","GTD","Kenny Habul","28","1:24.438","41:02.475","Green","Track","4.425","7.625","4.686","8.996","7.738","2.013","0.540","7.130","15.398","15.514","5.705","4.668","151.515"
"24","GTLM","John Edwards","30","1:20.944","41:02.798","Green","Track","4.118","7.131","4.323","8.326","7.394","1.920","0.515","7.017","14.965","15.116","5.605","4.514","158.870"
"7","P","Helio Castroneves","32","1:16.925","41:02.974","Green","Track","3.834","6.402","4.104","8.023","6.914","1.803","0.485","6.824","14.240","14.484","5.549","4.263","168.697"
"66","GTLM","Dirk Mueller","30","1:20.954","41:03.600","Green","Track","4.165","7.107","4.363","8.280","7.475","1.933","0.518","6.947","14.660","15.270","5.640","4.596","157.950"
"6","P","Dane Cameron","32","1:17.123","41:03.626","Green","Track","3.916","6.732","4.051","7.919","6.852","1.782","0.479","6.711","14.114","14.576","5.677","4.314","170.810"
"77","P","Oliver Jarvis","32","1:16.374","41:04.001","Green","Track","3.794","6.375","4.115","8.218","6.961","1.841","0.497","6.593","14.468","13.928","5.338","4.246","164.624"
"4","GTLM","Tommy Milner","30","1:21.426","41:05.410","Green","Track","4.162","7.219","4.345","8.291","7.493","1.929","0.515","7.245","15.011","15.108","5.510","4.598","158.870"
"67","GTLM","Ryan Briscoe","30","1:20.832","41:06.741","Green","Track","4.193","7.143","4.330","8.334","7.441","1.920","0.516","6.946","14.865","15.081","5.485","4.578","158.562"
"38","P","James French","31","1:59.160","41:08.749","Green","Pit","3.910","6.894","4.128","8.029","6.943","1.800","0.484","6.686","14.723","14.205","6.625","44.733","169.046"
"10","P","Renger Van Der Zande","32","1:16.252","41:12.482","Green","Track","3.869","6.640","4.155","8.127","7.046","1.854","0.499","6.655","13.863","13.870","5.234","4.440","163.964"
"63","GTD","Cooper MacNeil","29","1:23.233","41:17.312","Green","Track","4.392","7.466","4.405","8.396","7.659","1.996","0.535","7.115","15.327","15.522","5.760","4.660","152.931"
"52","P","Gustavo Yacaman","32","1:17.272","41:19.993","Green","Track","4.056","6.971","4.183","8.476","7.022","1.832","0.492","6.501","14.163","13.825","5.384","4.367","166.297"
"58","GTD","Christina Nielsen","29","1:23.982","41:25.228","Green","Track","4.312","7.595","4.464","8.562","7.677","1.993","0.535","7.199","15.504","15.685","5.786","4.670","152.931"
"33","GTD","Ben Keating","29","1:24.503","41:26.579","Green","Track","4.329","7.430","4.446","8.725","7.626","1.996","0.534","7.341","15.577","15.927","5.843","4.729","153.218"
"44","GTD","John Potter","29","1:24.280","41:26.988","Green","Track","4.409","7.597","4.476","8.518","7.723","2.006","0.537","7.002","15.459","15.882","5.896","4.775","152.362"
"99","P","Misha Goikhberg","32","1:19.065","41:27.126","Green","Track","3.812","6.517","4.017","8.279","6.936","1.801","0.482","6.789","14.864","15.236","5.891","4.441","169.747"
"16","GTD","Michael Schein","29","1:24.487","41:27.748","Green","Track","4.302","7.475","4.409","8.752","7.625","1.991","0.533","7.066","15.546","16.065","6.090","4.633","153.505"
"15","GTD","Jack Hawksworth","30","1:22.457","41:31.697","Green","Track","4.211","7.357","4.380","8.558","7.655","1.995","0.535","6.996","15.115","15.245","5.799","4.611","152.931"
"14","GTD","Kyle Marcelli","30","1:22.543","41:38.221","Green","Track","4.204","7.480","4.390","8.546","7.666","1.983","0.532","6.968","15.106","15.310","5.785","4.573","153.794"
"54","P","Jonathan Bennett","31","1:18.993","41:42.067","Green","Track","3.913","6.819","4.099","8.233","6.928","1.800","0.483","6.979","15.110","14.666","5.524","4.439","169.396"
"22","P","Johannes van Overbeek","32","1:15.820","41:44.023","Green","Track","3.781","6.378","3.979","8.101","6.879","1.806","0.486","6.519","14.242","13.934","5.511","4.204","168.350"
"2","P","Scott Sharp","31","1:16.985","41:49.536","Green","Track","3.923","6.816","4.087","8.048","6.926","1.817","0.488","6.635","14.504","14.033","5.418","4.290","167.660"
"86","GTD","Katherine Legge","30","1:22.544","41:54.179","Green","Track","4.220","7.493","4.385","8.440","7.614","1.994","0.535","6.913","15.175","15.441","5.771","4.563","152.931"
"48","GTD","Madison Snow","30","1:22.298","41:54.787","Green","Track","4.295","7.469","4.412","8.409","7.666","1.997","0.537","7.065","14.946","15.240","5.690","4.572","152.362"
"31","P","Eric Curran","32","1:16.978","41:54.908","Green","Track","3.869","6.594","4.081","7.975","7.035","1.843","0.496","6.902","14.385","13.926","5.611","4.261","164.956"
"85","P","Robert Alon","32","1:18.863","41:57.782","Green","Track","3.878","6.482","3.972","8.097","6.958","1.805","0.486","6.843","15.370","14.718","5.628","4.626","168.350"
"96","GTD","Dillon Machavern","30","1:23.252","41:58.177","Green","Track","4.250","7.278","4.357","8.506","7.492","1.953","0.526","7.120","15.478","15.410","5.882","5.000","155.548"
"93","GTD","Justin Marks","30","1:23.134","41:58.536","Green","Track","4.267","7.440","4.363","8.473","7.651","1.984","0.530","7.032","15.380","15.526","5.911","4.577","154.374"
"55","P","Jonathan Bomarito","32","1:30.979","41:58.686","Green","Track","12.823","9.418","4.623","8.836","7.074","1.867","0.503","7.249","14.808","13.989","5.558","4.231","162.660"
"5","P","Filipe Albuquerque","32","1:16.424","42:10.276","Green","Track","3.876","6.843","4.164","8.088","7.083","1.858","0.499","6.671","13.873","13.868","5.339","4.262","163.964"
"911","GTLM","Nick Tandy","31","1:20.634","42:13.300","Green","Track","4.135","7.138","4.325","8.272","7.478","1.954","0.524","6.921","14.954","14.920","5.600","4.413","156.142"
"912","GTLM","Earl Bamber","31","1:20.527","42:14.202","Green","Track","4.237","7.290","4.358","8.259","7.403","1.938","0.520","6.931","14.697","14.875","5.606","4.413","157.343"
"25","GTLM","Alexander Sims","31","1:20.925","42:19.716","Green","Track","4.179","7.166","4.391","8.343","7.377","1.924","0.538","6.974","14.971","14.986","5.676","4.400","152.078"
"7","P","Helio Castroneves","33","1:17.071","42:20.045","Green","Track","3.888","6.755","4.016","7.993","6.879","1.795","0.483","6.808","14.193","14.397","5.590","4.274","169.396"
"3","GTLM","Antonio Garcia","31","1:20.967","42:20.832","Green","Track","4.142","7.169","4.348","8.319","7.428","1.932","0.517","6.877","14.860","15.247","5.600","4.528","158.256"
"6","P","Dane Cameron","33","1:17.332","42:20.958","Green","Track","3.968","7.159","4.086","7.954","6.927","1.804","0.485","6.610","13.955","14.355","5.782","4.247","168.697"
"77","P","Oliver Jarvis","33","1:17.234","42:21.235","Green","Track","3.844","7.053","4.293","8.227","6.946","1.824","0.492","6.615","13.923","13.992","5.799","4.226","166.297"
"24","GTLM","John Edwards","31","1:21.619","42:24.417","Green","Track","4.276","7.574","4.504","8.453","7.394","1.916","0.514","6.919","15.008","15.003","5.549","4.509","159.179"
"66","GTLM","Dirk Mueller","31","1:21.821","42:25.421","Green","Track","4.310","7.398","4.423","8.868","7.509","1.947","0.523","7.026","14.761","14.997","5.517","4.542","156.440"
"4","GTLM","Tommy Milner","31","1:21.646","42:27.056","Green","Track","4.232","7.219","4.327","8.333","7.423","1.927","0.517","7.083","15.433","15.091","5.515","4.546","158.256"
"67","GTLM","Ryan Briscoe","31","1:21.310","42:28.051","Green","Track","4.179","7.161","4.332","8.258","7.411","1.922","0.515","6.904","14.961","15.582","5.605","4.480","158.870"
"75","GTD","Kenny Habul","29","1:26.277","42:28.752","Green","Track","4.368","7.883","4.678","9.061","7.777","2.015","0.539","7.318","15.581","16.192","6.003","4.862","151.796"
"52","P","Gustavo Yacaman","33","1:15.771","42:35.764","Green","Track","3.899","6.575","4.003","8.175","6.954","1.824","0.490","6.427","14.011","13.824","5.324","4.265","166.976"
"10","P","Renger Van Der Zande","33","1:24.097","42:36.579","Green","Pit","3.954","6.571","4.093","8.182","7.072","1.862","0.500","6.612","14.005","14.132","6.266","10.848","163.636"
"38","P","James French","32","1:31.358","42:40.107","Green","Track","12.791","9.594","4.396","8.630","7.025","1.815","0.487","6.962","15.265","14.569","5.515","4.309","168.004"
"63","GTD","Cooper MacNeil","30","1:24.310","42:41.622","Green","Track","4.381","7.506","4.388","8.824","7.654","1.997","0.535","7.236","15.572","15.710","5.790","4.717","152.931"
"99","P","Misha Goikhberg","33","1:17.344","42:44.470","Green","Track","4.025","7.131","4.075","8.132","6.892","1.801","0.483","6.736","14.360","13.982","5.462","4.265","169.396"
"58","GTD","Christina Nielsen","30","1:24.476","42:49.704","Green","Track","4.331","7.688","4.456","8.578","7.678","1.995","0.535","7.229","15.621","15.798","5.856","4.711","152.931"
"33","GTD","Ben Keating","30","1:23.758","42:50.337","Green","Track","4.324","7.386","4.427","8.660","7.591","1.991","0.535","7.283","15.524","15.571","5.697","4.769","152.931"
"44","GTD","John Potter","30","1:24.021","42:51.009","Green","Track","4.446","7.627","4.468","8.471","7.698","2.001","0.537","7.103","15.407","15.644","5.861","4.758","152.362"
"16","GTD","Michael Schein","30","1:23.636","42:51.384","Green","Track","4.359","7.590","4.403","8.664","7.616","1.993","0.534","7.052","15.360","15.602","5.867","4.596","153.218"
"15","GTD","Jack Hawksworth","31","1:22.451","42:54.148","Green","Track","4.201","7.372","4.391","8.547","7.633","1.995","0.536","6.902","15.177","15.230","5.847","4.620","152.646"
"14","GTD","Kyle Marcelli","31","1:22.273","43:00.494","Green","Track","4.201","7.390","4.386","8.484","7.645","1.984","0.533","6.904","15.126","15.298","5.749","4.573","153.505"
"54","P","Jonathan Bennett","32","1:19.181","43:01.248","Green","Track","3.913","6.824","4.203","8.346","6.956","1.799","0.483","6.999","14.977","14.647","5.552","4.482","169.396"
"22","P","Johannes van Overbeek","33","1:17.555","43:01.578","Green","Track","3.819","6.553","4.039","8.129","6.890","1.804","0.487","6.496","14.576","14.766","5.696","4.300","168.004"
"2","P","Scott Sharp","32","1:16.412","43:05.948","Green","Track","3.816","6.426","4.026","8.180","6.887","1.808","0.488","6.555","14.324","14.145","5.427","4.330","167.660"
"31","P","Eric Curran","33","1:16.947","43:11.855","Green","Track","3.940","7.010","4.179","8.000","7.059","1.849","0.499","6.574","14.160","13.974","5.467","4.236","163.964"
"55","P","Jonathan Bomarito","33","1:18.565","43:17.251","Green","Track","3.855","6.949","4.146","8.047","6.987","1.853","0.500","6.875","14.518","14.445","6.050","4.340","163.636"
"86","GTD","Katherine Legge","31","1:22.988","43:17.167","Green","Track","4.206","7.414","4.488","8.583","7.619","1.991","0.534","6.912","15.167","15.563","5.909","4.602","153.218"
"48","GTD","Madison Snow","31","1:23.100","43:17.887","Green","Track","4.305","7.488","4.413","8.435","7.664","1.995","0.535","7.461","15.101","15.379","5.742","4.582","152.931"
"96","GTD","Dillon Machavern","31","1:23.179","43:21.356","Green","Track","4.372","7.553","4.396","8.556","7.522","1.955","0.527","7.310","15.248","15.292","5.881","4.567","155.253"
"93","GTD","Justin Marks","31","1:23.338","43:21.874","Green","Track","4.344","7.574","4.391","8.472","7.557","1.968","0.529","7.275","15.367","15.453","5.859","4.549","154.666"
"85","P","Robert Alon","33","1:26.068","43:23.850","Green","Pit","3.982","6.574","4.054","8.315","6.953","1.811","0.485","6.882","14.663","14.110","6.749","11.490","168.697"
"5","P","Filipe Albuquerque","33","1:15.165","43:25.441","Green","Track","3.869","6.488","4.064","7.784","7.051","1.848","0.497","6.571","13.820","13.684","5.197","4.292","164.624"
"911","GTLM","Nick Tandy","32","1:20.519","43:33.819","Green","Track","4.144","7.159","4.339","8.287","7.485","1.959","0.526","6.801","14.782","15.001","5.622","4.414","155.548"
"912","GTLM","Earl Bamber","32","1:20.323","43:34.525","Green","Track","4.163","7.124","4.353","8.261","7.429","1.945","0.523","6.853","14.779","14.862","5.595","4.436","156.440"
"7","P","Helio Castroneves","34","1:16.082","43:36.127","Green","Track","3.947","7.008","4.130","8.004","6.931","1.811","0.487","6.639","13.859","13.705","5.306","4.255","168.004"
